run_id,source_group,experiment_name,dataset,model_family,variant_type,backend,precision,batch_size,mode,params,train_resolution,input_resolution,mean_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms,cuda_peak_allocated_mb,input_bank,source,sample_index,notes,bank_meta_dataset,bank_meta_resolution,bank_meta_num_samples,synthetic_frontier,synthetic_from,soft_infeasible_200ms,soft_infeasible_500ms,soft_infeasible_1000ms,json_path,tegrastats_path,sample_count,ram_mb_mean,ram_mb_peak,swap_mb_peak,board_power_w_mean,board_power_w_peak,gpu_util_pct_mean,gpu_util_pct_peak,temp_gpu_c_mean,temp_gpu_c_peak,tegrastats_path_tegrastats,success,oom_flag
jetson_fno:burgers_fno_base_modes12_seed1_eager_fp32,jetson_fno,burgers_fno_base_modes12_seed1_eager_fp32,burgers,FNO,ablation,eager,fp32,1,eager,,2048,2048,4.846296482719481,4.834515042603016,4.9323407001793385,5.084281321614981,4.736464004963636,5.111737176775932,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/checkpoints/burgers_fno_base_modes12_seed1_best.pt,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_modes12_seed1_eager_fp32.json,results/jetson_fno/burgers_fno_base_modes12_seed1_eager_fp32_tegrastats.log,38.0,2079.2894736842104,2255.0,1999.0,9.731921052631584,10.625,4.605263157894737,32.0,49.41902631578946,49.968,results/jetson_fno/burgers_fno_base_modes12_seed1_eager_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_modes12_seed1_torchscript_fp32,jetson_fno,burgers_fno_base_modes12_seed1_torchscript_fp32,burgers,FNO,ablation,torchscript,fp32,1,torchscript,,2048,2048,3.2067066431045532,3.207101020962,3.263757564127445,3.27732739970088,3.1211948953568935,3.2773897983133793,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/torchscript/burgers_fno_base_modes12_seed1.ts,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_modes12_seed1_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_modes12_seed1_torchscript_fp32_tegrastats.log,41.0,2110.3658536585367,2282.0,1999.0,9.696024390243904,10.748,2.7804878048780486,28.0,49.50878048780486,49.843,results/jetson_fno/burgers_fno_base_modes12_seed1_torchscript_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_modes16_seed2_eager_fp32,jetson_fno,burgers_fno_base_modes16_seed2_eager_fp32,burgers,FNO,ablation,eager,fp32,1,eager,,2048,2048,4.971918757073581,4.964967491105199,5.041720811277628,5.056953057646751,4.861332941800356,5.104538053274155,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/checkpoints/burgers_fno_base_modes16_seed2_best.pt,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_modes16_seed2_eager_fp32.json,results/jetson_fno/burgers_fno_base_modes16_seed2_eager_fp32_tegrastats.log,39.0,2098.4615384615386,2275.0,1999.0,9.724076923076929,10.666,3.3333333333333335,19.0,49.73594871794871,50.25,results/jetson_fno/burgers_fno_base_modes16_seed2_eager_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_modes16_seed2_torchscript_fp32,jetson_fno,burgers_fno_base_modes16_seed2_torchscript_fp32,burgers,FNO,ablation,torchscript,fp32,1,torchscript,,2048,2048,3.332369737327099,3.3295522443950176,3.3784168772399426,3.431987017393112,3.2652951776981354,3.447315189987421,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/torchscript/burgers_fno_base_modes16_seed2.ts,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_modes16_seed2_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_modes16_seed2_torchscript_fp32_tegrastats.log,42.0,2117.8571428571427,2292.0,1999.0,9.687214285714287,10.789,3.5,37.0,49.845666666666645,50.5,results/jetson_fno/burgers_fno_base_modes16_seed2_torchscript_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_modes32_seed1_eager_fp32,jetson_fno,burgers_fno_base_modes32_seed1_eager_fp32,burgers,FNO,ablation,eager,fp32,1,eager,,2048,2048,4.9040818540379405,4.885014379397035,5.060954950749874,5.219870246946812,4.804628901183605,5.228863097727299,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/checkpoints/burgers_fno_base_modes32_seed1_best.pt,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_modes32_seed1_eager_fp32.json,results/jetson_fno/burgers_fno_base_modes32_seed1_eager_fp32_tegrastats.log,38.0,2113.7368421052633,2288.0,1999.0,9.740947368421056,10.789,5.052631578947368,64.0,49.90926315789471,50.406,results/jetson_fno/burgers_fno_base_modes32_seed1_eager_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_modes32_seed1_torchscript_fp32,jetson_fno,burgers_fno_base_modes32_seed1_torchscript_fp32,burgers,FNO,ablation,torchscript,fp32,1,torchscript,,2048,2048,3.364997967146337,3.310353262349963,3.7030032835900784,3.871997818350792,3.229294903576374,4.375754855573177,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/torchscript/burgers_fno_base_modes32_seed1.ts,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_modes32_seed1_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_modes32_seed1_torchscript_fp32_tegrastats.log,41.0,2130.9756097560976,2303.0,1998.0,9.69858536585366,10.83,3.6097560975609757,29.0,50.027121951219506,50.656,results/jetson_fno/burgers_fno_base_modes32_seed1_torchscript_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_nocoords_seed0_eager_fp32,jetson_fno,burgers_fno_base_nocoords_seed0_eager_fp32,burgers,FNO,ablation,eager,fp32,1,eager,,2048,2048,4.5607176795601845,4.555040039122105,4.662001971155405,4.699827637523413,4.440397024154663,4.70869243144989,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/checkpoints/burgers_fno_base_nocoords_seed0_best.pt,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_nocoords_seed0_eager_fp32.json,results/jetson_fno/burgers_fno_base_nocoords_seed0_eager_fp32_tegrastats.log,37.0,2114.6486486486488,2288.0,1998.0,9.762864864864868,10.871,5.081081081081081,34.0,50.182918918918915,50.718,results/jetson_fno/burgers_fno_base_nocoords_seed0_eager_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_nocoords_seed0_torchscript_fp32,jetson_fno,burgers_fno_base_nocoords_seed0_torchscript_fp32,burgers,FNO,ablation,torchscript,fp32,1,torchscript,,2048,2048,3.199433758854866,3.192878793925047,3.2847533002495766,3.3175540156662464,3.111437428742647,3.3265138044953346,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/torchscript/burgers_fno_base_nocoords_seed0.ts,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_nocoords_seed0_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_nocoords_seed0_torchscript_fp32_tegrastats.log,41.0,2137.0,2312.0,1998.0,9.698024390243905,10.789,2.926829268292683,29.0,50.210682926829264,50.937,results/jetson_fno/burgers_fno_base_nocoords_seed0_torchscript_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_pad0_seed1_eager_fp32,jetson_fno,burgers_fno_base_pad0_seed1_eager_fp32,burgers,FNO,ablation,eager,fp32,1,eager,,2048,2048,4.568207287229598,4.568753065541387,4.617329686880112,4.659347701817751,4.489583894610405,4.705332685261965,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/checkpoints/burgers_fno_base_pad0_seed1_best.pt,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_pad0_seed1_eager_fp32.json,results/jetson_fno/burgers_fno_base_pad0_seed1_eager_fp32_tegrastats.log,40.0,2141.45,2321.0,1998.0,9.674900000000001,10.379,3.625,30.0,50.37767499999998,50.812,results/jetson_fno/burgers_fno_base_pad0_seed1_eager_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_pad0_seed1_torchscript_fp32,jetson_fno,burgers_fno_base_pad0_seed1_torchscript_fp32,burgers,FNO,ablation,torchscript,fp32,1,torchscript,,2048,2048,2.963866349309683,2.9590653721243143,3.0241706408560276,3.0506039038300514,2.871367149055004,3.068365156650543,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/torchscript/burgers_fno_base_pad0_seed1.ts,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_pad0_seed1_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_pad0_seed1_torchscript_fp32_tegrastats.log,41.0,2154.512195121951,2330.0,1998.0,9.64670731707317,10.379,3.2439024390243905,62.0,50.442536585365836,50.843,results/jetson_fno/burgers_fno_base_pad0_seed1_torchscript_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_pad40_seed1_eager_fp32,jetson_fno,burgers_fno_base_pad40_seed1_eager_fp32,burgers,FNO,ablation,eager,fp32,1,eager,,2048,2048,4.650685857050121,4.647364607080817,4.731189925223589,4.754581954330206,4.559153690934181,4.781975876539946,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/checkpoints/burgers_fno_base_pad40_seed1_best.pt,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_pad40_seed1_eager_fp32.json,results/jetson_fno/burgers_fno_base_pad40_seed1_eager_fp32_tegrastats.log,40.0,2147.375,2319.0,1998.0,9.686175,10.461,3.15,29.0,50.433925,50.843,results/jetson_fno/burgers_fno_base_pad40_seed1_eager_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_pad40_seed1_torchscript_fp32,jetson_fno,burgers_fno_base_pad40_seed1_torchscript_fp32,burgers,FNO,ablation,torchscript,fp32,1,torchscript,,2048,2048,3.236024915240705,3.2118563540279865,3.425878006964922,3.5113198682665825,3.140399232506752,3.5656574182212353,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/torchscript/burgers_fno_base_pad40_seed1.ts,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_pad40_seed1_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_pad40_seed1_torchscript_fp32_tegrastats.log,42.0,2170.309523809524,2352.0,1998.0,9.6755,10.625,3.5,42.0,50.539047619047615,51.031,results/jetson_fno/burgers_fno_base_pad40_seed1_torchscript_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_r1024_seed0_eager_fp32,jetson_fno,burgers_fno_base_r1024_seed0_eager_fp32,burgers,FNO,resolution,eager,fp32,1,eager,,1024,1024,4.758374439552426,4.757368005812168,4.829913843423128,4.907418973743916,4.659062251448631,4.944348707795143,,artifacts/benchmark_inputs/burgers_r1024_bank.pt,artifacts/checkpoints/burgers_fno_base_r1024_seed0_best.pt,0,,burgers,1024,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r1024_seed0_eager_fp32.json,results/jetson_fno/burgers_fno_base_r1024_seed0_eager_fp32_tegrastats.log,40.0,2166.925,2339.0,1998.0,9.657125,10.256,3.8,29.0,50.651974999999986,51.187,results/jetson_fno/burgers_fno_base_r1024_seed0_eager_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_r1024_seed0_torchscript_fp32,jetson_fno,burgers_fno_base_r1024_seed0_torchscript_fp32,burgers,FNO,resolution,torchscript,fp32,1,torchscript,,1024,1024,3.196423975750804,3.1955051235854626,3.254322335124016,3.2922113314270973,3.1032785773277283,3.299891948699951,,artifacts/benchmark_inputs/burgers_r1024_bank.pt,artifacts/torchscript/burgers_fno_base_r1024_seed0.ts,0,,burgers,1024,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r1024_seed0_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_r1024_seed0_torchscript_fp32_tegrastats.log,42.0,2178.5476190476193,2357.0,1998.0,9.618309523809526,10.214,3.9047619047619047,60.0,50.69080952380949,51.093,results/jetson_fno/burgers_fno_base_r1024_seed0_torchscript_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_r2048_seed2_eager_fp32,jetson_fno,burgers_fno_base_r2048_seed2_eager_fp32,burgers,FNO,resolution,eager,fp32,1,eager,,2048,2048,4.81193867046386,4.812074126675725,4.880508873611689,4.936702083796263,4.7395131550729275,4.940669052302837,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/checkpoints/burgers_fno_base_r2048_seed2_best.pt,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r2048_seed2_eager_fp32.json,results/jetson_fno/burgers_fno_base_r2048_seed2_eager_fp32_tegrastats.log,38.0,2166.0,2345.0,1992.0,9.74055263157895,10.748,5.421052631578948,62.0,50.76194736842105,51.125,results/jetson_fno/burgers_fno_base_r2048_seed2_eager_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_r2048_seed2_torchscript_fp32,jetson_fno,burgers_fno_base_r2048_seed2_torchscript_fp32,burgers,FNO,resolution,torchscript,fp32,1,torchscript,,2048,2048,3.239669520407915,3.2389620319008827,3.2961159013211727,3.381269983947277,3.158960025757551,3.4072869457304478,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/torchscript/burgers_fno_base_r2048_seed2.ts,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r2048_seed2_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_r2048_seed2_torchscript_fp32_tegrastats.log,42.0,2183.2380952380954,2363.0,1992.0,9.696619047619047,10.83,3.619047619047619,29.0,50.81519047619046,51.375,results/jetson_fno/burgers_fno_base_r2048_seed2_torchscript_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_r4096_seed0_eager_fp32,jetson_fno,burgers_fno_base_r4096_seed0_eager_fp32,burgers,FNO,resolution,eager,fp32,1,eager,,4096,4096,4.935651998966932,4.905278095975518,5.11907460168004,5.45261986553669,4.8083472065627575,5.453547928482294,,artifacts/benchmark_inputs/burgers_r4096_bank.pt,artifacts/checkpoints/burgers_fno_base_r4096_seed0_best.pt,0,,burgers,4096,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r4096_seed0_eager_fp32.json,results/jetson_fno/burgers_fno_base_r4096_seed0_eager_fp32_tegrastats.log,39.0,2173.7948717948716,2353.0,1992.0,10.018717948717953,12.146,6.102564102564102,37.0,50.86261538461538,51.625,results/jetson_fno/burgers_fno_base_r4096_seed0_eager_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_r4096_seed0_torchscript_fp32,jetson_fno,burgers_fno_base_r4096_seed0_torchscript_fp32,burgers,FNO,resolution,torchscript,fp32,1,torchscript,,4096,4096,3.337754965759814,3.3249175176024437,3.4044398926198483,3.768577240407467,3.2412027940154076,3.868867177516222,,artifacts/benchmark_inputs/burgers_r4096_bank.pt,artifacts/torchscript/burgers_fno_base_r4096_seed0.ts,0,,burgers,4096,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r4096_seed0_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_r4096_seed0_torchscript_fp32_tegrastats.log,42.0,2191.9761904761904,2371.0,1992.0,9.922214285714286,12.369,5.333333333333333,54.0,50.881285714285696,51.687,results/jetson_fno/burgers_fno_base_r4096_seed0_torchscript_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_r512_seed2_eager_fp32,jetson_fno,burgers_fno_base_r512_seed2_eager_fp32,burgers,FNO,resolution,eager,fp32,1,eager,,512,512,4.7839142475277185,4.766922909766436,4.92143863812089,5.121412221342325,4.673080984503031,5.153477191925049,,artifacts/benchmark_inputs/burgers_r512_bank.pt,artifacts/checkpoints/burgers_fno_base_r512_seed2_best.pt,0,,burgers,512,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r512_seed2_eager_fp32.json,results/jetson_fno/burgers_fno_base_r512_seed2_eager_fp32_tegrastats.log,38.0,2187.6315789473683,2360.0,1992.0,9.633263157894737,10.107,5.342105263157895,65.0,50.8943947368421,51.406,results/jetson_fno/burgers_fno_base_r512_seed2_eager_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_r512_seed2_torchscript_fp32,jetson_fno,burgers_fno_base_r512_seed2_torchscript_fp32,burgers,FNO,resolution,torchscript,fp32,1,torchscript,,512,512,3.1933573121204972,3.193875076249242,3.2451720908284187,3.316278103739023,3.088688012212515,3.34440590813756,,artifacts/benchmark_inputs/burgers_r512_bank.pt,artifacts/torchscript/burgers_fno_base_r512_seed2.ts,0,,burgers,512,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r512_seed2_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_r512_seed2_torchscript_fp32_tegrastats.log,42.0,2197.1666666666665,2375.0,1992.0,9.605023809523809,10.025,1.9523809523809523,17.0,51.01083333333331,51.437,results/jetson_fno/burgers_fno_base_r512_seed2_torchscript_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_r8192_seed1_eager_fp32,jetson_fno,burgers_fno_base_r8192_seed1_eager_fp32,burgers,FNO,resolution,eager,fp32,1,eager,,8192,8192,5.292606874136254,5.1014365162700415,6.107438006438315,6.144368089735508,4.822978982701898,6.239218986593187,,artifacts/benchmark_inputs/burgers_r8192_bank.pt,artifacts/checkpoints/burgers_fno_base_r8192_seed1_best.pt,0,,burgers,8192,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r8192_seed1_eager_fp32.json,results/jetson_fno/burgers_fno_base_r8192_seed1_eager_fp32_tegrastats.log,44.0,2911.75,3068.0,1377.0,7.415613636363636,11.859,13.659090909090908,99.0,53.77372727272725,55.093,results/jetson_fno/burgers_fno_base_r8192_seed1_eager_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_r8192_seed1_torchscript_fp32,jetson_fno,burgers_fno_base_r8192_seed1_torchscript_fp32,burgers,FNO,resolution,torchscript,fp32,1,torchscript,,8192,8192,4.276001018006355,3.9634944987483323,5.919239949434996,5.9643619460985065,3.3100000582635403,6.061644991859794,,artifacts/benchmark_inputs/burgers_r8192_bank.pt,artifacts/torchscript/burgers_fno_base_r8192_seed1.ts,0,,burgers,8192,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r8192_seed1_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_r8192_seed1_torchscript_fp32_tegrastats.log,48.0,2919.3125,3083.0,1379.0,7.214124999999998,11.9,10.0625,98.0,53.97618749999997,55.625,results/jetson_fno/burgers_fno_base_r8192_seed1_torchscript_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_seed3_eager_fp32,jetson_fno,burgers_fno_base_seed3_eager_fp32,burgers,FNO,scale,eager,fp32,1,eager,,2048,2048,4.797510839998722,4.797296831384301,4.862578120082617,4.913331009447575,4.690797999501228,4.954036325216293,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/checkpoints/burgers_fno_base_seed3_best.pt,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_seed3_eager_fp32.json,results/jetson_fno/burgers_fno_base_seed3_eager_fp32_tegrastats.log,38.0,2074.3947368421054,2251.0,1999.0,9.77731578947369,10.789,5.315789473684211,34.0,48.908368421052614,49.5,results/jetson_fno/burgers_fno_base_seed3_eager_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_base_seed3_torchscript_fp32,jetson_fno,burgers_fno_base_seed3_torchscript_fp32,burgers,FNO,scale,torchscript,fp32,1,torchscript,,2048,2048,3.2464150711894035,3.24857234954834,3.3118221908807755,3.3395662903785706,3.1438181176781654,3.346286714076996,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/torchscript/burgers_fno_base_seed3.ts,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_seed3_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_seed3_torchscript_fp32_tegrastats.log,42.0,2099.3809523809523,2278.0,1999.0,9.695642857142857,10.83,3.2857142857142856,29.0,49.13283333333334,49.781,results/jetson_fno/burgers_fno_base_seed3_torchscript_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_large_seed0_eager_fp32,jetson_fno,burgers_fno_large_seed0_eager_fp32,burgers,FNO,scale,eager,fp32,1,eager,,2048,2048,6.601604367606342,6.593899568542838,6.701421923935413,6.836786400526762,6.495720706880093,6.879411172121763,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/checkpoints/burgers_fno_large_seed0_best.pt,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_large_seed0_eager_fp32.json,results/jetson_fno/burgers_fno_large_seed0_eager_fp32_tegrastats.log,42.0,2220.1190476190477,2406.0,1992.0,9.868738095238097,11.117,4.785714285714286,34.0,51.13647619047619,51.531,results/jetson_fno/burgers_fno_large_seed0_eager_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_large_seed0_torchscript_fp32,jetson_fno,burgers_fno_large_seed0_torchscript_fp32,burgers,FNO,scale,torchscript,fp32,1,torchscript,,2048,2048,4.285124335438013,4.280704073607922,4.377010278403759,4.428564105182886,4.162989091128111,4.429523833096027,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/torchscript/burgers_fno_large_seed0.ts,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_large_seed0_torchscript_fp32.json,results/jetson_fno/burgers_fno_large_seed0_torchscript_fp32_tegrastats.log,44.0,2228.7727272727275,2396.0,1992.0,9.815409090909094,11.468,3.75,32.0,51.264431818181805,51.812,results/jetson_fno/burgers_fno_large_seed0_torchscript_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_small_seed2_eager_fp32,jetson_fno,burgers_fno_small_seed2_eager_fp32,burgers,FNO,scale,eager,fp32,1,eager,,2048,2048,4.8651965521276,4.861135501414537,4.92102513089776,4.9340492114424706,4.796062130481005,4.986274987459183,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/checkpoints/burgers_fno_small_seed2_best.pt,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_small_seed2_eager_fp32.json,results/jetson_fno/burgers_fno_small_seed2_eager_fp32_tegrastats.log,38.0,2209.5789473684213,2379.0,1992.0,9.683026315789473,10.256,5.7105263157894735,57.0,51.24215789473683,51.656,results/jetson_fno/burgers_fno_small_seed2_eager_fp32_tegrastats.log,True,False
jetson_fno:burgers_fno_small_seed2_torchscript_fp32,jetson_fno,burgers_fno_small_seed2_torchscript_fp32,burgers,FNO,scale,torchscript,fp32,1,torchscript,,2048,2048,3.2457223581150174,3.24509316124022,3.290134947746992,3.3031911589205265,3.1672841869294643,3.3467113971710205,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/torchscript/burgers_fno_small_seed2.ts,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_small_seed2_torchscript_fp32.json,results/jetson_fno/burgers_fno_small_seed2_torchscript_fp32_tegrastats.log,42.0,2224.595238095238,2403.0,1992.0,9.624761904761906,10.256,3.6666666666666665,61.0,51.326999999999984,51.687,results/jetson_fno/burgers_fno_small_seed2_torchscript_fp32_tegrastats.log,True,False
jetson_fno:darcy_fno_base_modes12_seed1_eager_fp32,jetson_fno,darcy_fno_base_modes12_seed1_eager_fp32,darcy,FNO,ablation,eager,fp32,1,eager,,141x141,141x141,8.668288835324347,8.173784939572215,11.04858098551631,14.509888831526041,7.4885510839521885,14.564129989594221,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/checkpoints/darcy_fno_base_modes12_seed1_best.pt,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_modes12_seed1_eager_fp32.json,results/jetson_fno/darcy_fno_base_modes12_seed1_eager_fp32_tegrastats.log,43.0,2357.7906976744184,2565.0,1961.0,12.105302325581398,20.021,20.697674418604652,99.0,52.390581395348796,54.343,results/jetson_fno/darcy_fno_base_modes12_seed1_eager_fp32_tegrastats.log,True,False
jetson_fno:darcy_fno_base_modes12_seed1_torchscript_fp32,jetson_fno,darcy_fno_base_modes12_seed1_torchscript_fp32,darcy,FNO,ablation,torchscript,fp32,1,torchscript,,141x141,141x141,7.293179323896766,6.934536388143897,8.613094221800566,10.79417485743761,6.896312348544598,13.020891230553389,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/torchscript/darcy_fno_base_modes12_seed1.ts,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_modes12_seed1_torchscript_fp32.json,results/jetson_fno/darcy_fno_base_modes12_seed1_torchscript_fp32_tegrastats.log,48.0,2377.8333333333335,2537.0,1943.0,11.658083333333336,19.859,18.1875,99.0,52.48077083333331,54.562,results/jetson_fno/darcy_fno_base_modes12_seed1_torchscript_fp32_tegrastats.log,True,False
jetson_fno:darcy_fno_base_modes24_seed1_eager_fp32,jetson_fno,darcy_fno_base_modes24_seed1_eager_fp32,darcy,FNO,ablation,eager,fp32,1,eager,,141x141,141x141,10.02908072900027,9.831862291321158,10.718814097344875,14.573412947356701,9.750403929501772,15.597984194755554,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/checkpoints/darcy_fno_base_modes24_seed1_best.pt,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_modes24_seed1_eager_fp32.json,results/jetson_fno/darcy_fno_base_modes24_seed1_eager_fp32_tegrastats.log,50.0,2461.44,2760.0,1943.0,12.49514,20.716,24.54,99.0,52.833319999999965,54.968,results/jetson_fno/darcy_fno_base_modes24_seed1_eager_fp32_tegrastats.log,True,False
jetson_fno:darcy_fno_base_modes24_seed1_torchscript_fp32,jetson_fno,darcy_fno_base_modes24_seed1_torchscript_fp32,darcy,FNO,ablation,torchscript,fp32,1,torchscript,,141x141,141x141,9.509550500661135,9.297961136326194,9.780069813132286,14.148314949125051,9.267991874366999,17.510676756501198,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/torchscript/darcy_fno_base_modes24_seed1.ts,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_modes24_seed1_torchscript_fp32.json,results/jetson_fno/darcy_fno_base_modes24_seed1_torchscript_fp32_tegrastats.log,51.0,2460.2156862745096,2630.0,1943.0,12.193607843137256,20.636,22.607843137254903,99.0,53.06394117647055,55.031,results/jetson_fno/darcy_fno_base_modes24_seed1_torchscript_fp32_tegrastats.log,True,False
jetson_fno:darcy_fno_base_nocoords_seed2_eager_fp32,jetson_fno,darcy_fno_base_nocoords_seed2_eager_fp32,darcy,FNO,ablation,eager,fp32,1,eager,,141x141,141x141,7.991833724081516,7.7884329948574305,8.54154210537672,12.610547244548798,7.754865102469921,14.873838983476162,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/checkpoints/darcy_fno_base_nocoords_seed2_best.pt,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_nocoords_seed2_eager_fp32.json,results/jetson_fno/darcy_fno_base_nocoords_seed2_eager_fp32_tegrastats.log,44.0,2454.318181818182,2668.0,1943.0,12.158,20.595,20.613636363636363,99.0,53.25597727272724,55.187,results/jetson_fno/darcy_fno_base_nocoords_seed2_eager_fp32_tegrastats.log,True,False
