sample_count,ram_mb_mean,ram_mb_peak,swap_mb_peak,board_power_w_mean,board_power_w_peak,gpu_util_pct_mean,gpu_util_pct_peak,temp_gpu_c_mean,temp_gpu_c_peak,run_id,tegrastats_path
66,2492.060606060606,3109.0,1999.0,7.9173333333333344,9.696,0.9242424242424242,30.0,51.00157575757572,52.781,jetson_fno:burgers_fno_base_modes12_seed1_eager_fp16,results/jetson_fno/burgers_fno_base_modes12_seed1_eager_fp16_tegrastats.log
38,2079.2894736842104,2255.0,1999.0,9.731921052631584,10.625,4.605263157894737,32.0,49.41902631578946,49.968,jetson_fno:burgers_fno_base_modes12_seed1_eager_fp32,results/jetson_fno/burgers_fno_base_modes12_seed1_eager_fp32_tegrastats.log
68,2501.25,3114.0,1999.0,7.929882352941174,9.655,0.7941176470588235,21.0,51.12961764705877,52.843,jetson_fno:burgers_fno_base_modes12_seed1_torchscript_fp16,results/jetson_fno/burgers_fno_base_modes12_seed1_torchscript_fp16_tegrastats.log
41,2110.3658536585367,2282.0,1999.0,9.696024390243904,10.748,2.7804878048780486,28.0,49.50878048780486,49.843,jetson_fno:burgers_fno_base_modes12_seed1_torchscript_fp32,results/jetson_fno/burgers_fno_base_modes12_seed1_torchscript_fp32_tegrastats.log
65,2492.7076923076925,3111.0,1999.0,7.9666461538461535,9.737,0.7692307692307693,18.0,51.23235384615381,52.906,jetson_fno:burgers_fno_base_modes16_seed2_eager_fp16,results/jetson_fno/burgers_fno_base_modes16_seed2_eager_fp16_tegrastats.log
39,2098.4615384615386,2275.0,1999.0,9.724076923076929,10.666,3.3333333333333335,19.0,49.73594871794871,50.25,jetson_fno:burgers_fno_base_modes16_seed2_eager_fp32,results/jetson_fno/burgers_fno_base_modes16_seed2_eager_fp32_tegrastats.log
68,2496.735294117647,3103.0,1999.0,7.935352941176473,9.696,0.29411764705882354,14.0,51.281294117647,52.937,jetson_fno:burgers_fno_base_modes16_seed2_torchscript_fp16,results/jetson_fno/burgers_fno_base_modes16_seed2_torchscript_fp16_tegrastats.log
42,2117.8571428571427,2292.0,1999.0,9.687214285714287,10.789,3.5,37.0,49.845666666666645,50.5,jetson_fno:burgers_fno_base_modes16_seed2_torchscript_fp32,results/jetson_fno/burgers_fno_base_modes16_seed2_torchscript_fp32_tegrastats.log
66,2501.9848484848485,3115.0,1999.0,7.940833333333336,9.737,0.7424242424242424,26.0,51.33349999999998,53.0,jetson_fno:burgers_fno_base_modes32_seed1_eager_fp16,results/jetson_fno/burgers_fno_base_modes32_seed1_eager_fp16_tegrastats.log
38,2113.7368421052633,2288.0,1999.0,9.740947368421056,10.789,5.052631578947368,64.0,49.90926315789471,50.406,jetson_fno:burgers_fno_base_modes32_seed1_eager_fp32,results/jetson_fno/burgers_fno_base_modes32_seed1_eager_fp32_tegrastats.log
68,2509.514705882353,3112.0,1998.0,7.929897058823534,9.696,0.47058823529411764,15.0,51.46789705882348,53.187,jetson_fno:burgers_fno_base_modes32_seed1_torchscript_fp16,results/jetson_fno/burgers_fno_base_modes32_seed1_torchscript_fp16_tegrastats.log
41,2130.9756097560976,2303.0,1998.0,9.69858536585366,10.83,3.6097560975609757,29.0,50.027121951219506,50.656,jetson_fno:burgers_fno_base_modes32_seed1_torchscript_fp32,results/jetson_fno/burgers_fno_base_modes32_seed1_torchscript_fp32_tegrastats.log
66,2512.757575757576,3115.0,1998.0,7.936454545454546,9.696,1.0151515151515151,28.0,51.533681818181776,53.031,jetson_fno:burgers_fno_base_nocoords_seed0_eager_fp16,results/jetson_fno/burgers_fno_base_nocoords_seed0_eager_fp16_tegrastats.log
37,2114.6486486486488,2288.0,1998.0,9.762864864864868,10.871,5.081081081081081,34.0,50.182918918918915,50.718,jetson_fno:burgers_fno_base_nocoords_seed0_eager_fp32,results/jetson_fno/burgers_fno_base_nocoords_seed0_eager_fp32_tegrastats.log
68,2510.044117647059,3112.0,1998.0,7.942735294117647,9.696,0.5294117647058824,22.0,51.63526470588232,53.25,jetson_fno:burgers_fno_base_nocoords_seed0_torchscript_fp16,results/jetson_fno/burgers_fno_base_nocoords_seed0_torchscript_fp16_tegrastats.log
41,2137.0,2312.0,1998.0,9.698024390243905,10.789,2.926829268292683,29.0,50.210682926829264,50.937,jetson_fno:burgers_fno_base_nocoords_seed0_torchscript_fp32,results/jetson_fno/burgers_fno_base_nocoords_seed0_torchscript_fp32_tegrastats.log
66,2510.530303030303,3108.0,1998.0,7.977924242424244,9.737,1.0909090909090908,18.0,51.70986363636359,53.406,jetson_fno:burgers_fno_base_pad0_seed1_eager_fp16,results/jetson_fno/burgers_fno_base_pad0_seed1_eager_fp16_tegrastats.log
40,2141.45,2321.0,1998.0,9.674900000000001,10.379,3.625,30.0,50.37767499999998,50.812,jetson_fno:burgers_fno_base_pad0_seed1_eager_fp32,results/jetson_fno/burgers_fno_base_pad0_seed1_eager_fp32_tegrastats.log
68,2517.0882352941176,3119.0,1998.0,7.938426470588237,9.696,0.9264705882352942,21.0,51.75608823529408,53.375,jetson_fno:burgers_fno_base_pad0_seed1_torchscript_fp16,results/jetson_fno/burgers_fno_base_pad0_seed1_torchscript_fp16_tegrastats.log
41,2154.512195121951,2330.0,1998.0,9.64670731707317,10.379,3.2439024390243905,62.0,50.442536585365836,50.843,jetson_fno:burgers_fno_base_pad0_seed1_torchscript_fp32,results/jetson_fno/burgers_fno_base_pad0_seed1_torchscript_fp32_tegrastats.log
66,2514.939393939394,3113.0,1998.0,7.934000000000002,9.737,1.3484848484848484,36.0,51.80786363636359,53.437,jetson_fno:burgers_fno_base_pad40_seed1_eager_fp16,results/jetson_fno/burgers_fno_base_pad40_seed1_eager_fp16_tegrastats.log
40,2147.375,2319.0,1998.0,9.686175,10.461,3.15,29.0,50.433925,50.843,jetson_fno:burgers_fno_base_pad40_seed1_eager_fp32,results/jetson_fno/burgers_fno_base_pad40_seed1_eager_fp32_tegrastats.log
68,2526.220588235294,3108.0,1998.0,7.940794117647061,9.696,1.1323529411764706,62.0,51.891632352941144,53.5,jetson_fno:burgers_fno_base_pad40_seed1_torchscript_fp16,results/jetson_fno/burgers_fno_base_pad40_seed1_torchscript_fp16_tegrastats.log
42,2170.309523809524,2352.0,1998.0,9.6755,10.625,3.5,42.0,50.539047619047615,51.031,jetson_fno:burgers_fno_base_pad40_seed1_torchscript_fp32,results/jetson_fno/burgers_fno_base_pad40_seed1_torchscript_fp32_tegrastats.log
65,2520.230769230769,3107.0,1998.0,7.970400000000002,9.737,1.5538461538461539,65.0,51.967892307692274,53.593,jetson_fno:burgers_fno_base_r1024_seed0_eager_fp16,results/jetson_fno/burgers_fno_base_r1024_seed0_eager_fp16_tegrastats.log
