profile_case,kernel_name_raw,kernel_family,invocations,section,metric_name,metric_unit,metric_min,metric_max,metric_avg,source_group
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Launch Statistics,Registers Per Thread,register/thread,16.0,16.0,16.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Launch Statistics,Shared Memory Configuration Size,Kbyte,16.38,16.38,16.38,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Launch Statistics,Driver Shared Memory Per Block,Kbyte/block,1.02,1.02,1.02,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Launch Statistics,Dynamic Shared Memory Per Block,byte/block,0.0,0.0,0.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Launch Statistics,Static Shared Memory Per Block,byte/block,0.0,0.0,0.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Launch Statistics,# SMs,SM,8.0,8.0,8.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Launch Statistics,Uses Green Context,0.00,,,,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Launch Statistics,Waves Per SM,1.50,,,,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Memory Workload Analysis,Mem Busy,%,15.46,48.73,32.09,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Memory Workload Analysis,Max Bandwidth,%,32.38,51.99,42.42,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Memory Workload Analysis,L1/TEX Hit Rate,%,4.65,50.77,28.05,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Memory Workload Analysis,L2 Compression Success Rate,%,0.0,0.0,0.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Memory Workload Analysis,L2 Compression Ratio,0.00,,,,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Memory Workload Analysis,L2 Hit Rate,%,53.06,81.78,67.19,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Memory Workload Analysis,Mem Pipes Busy,%,1.89,2.35,2.11,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Occupancy,Block Limit SM,block,16.0,16.0,16.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Occupancy,Block Limit Registers,block,32.0,32.0,32.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Occupancy,Block Limit Shared Mem,block,16.0,16.0,16.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Occupancy,Block Limit Warps,block,12.0,12.0,12.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Occupancy,Theoretical Active Warps per SM,warp,48.0,48.0,48.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Occupancy,Theoretical Occupancy,%,100.0,100.0,100.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Occupancy,Achieved Occupancy,%,82.1,85.12,83.06,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,Occupancy,Achieved Active Warps Per SM,warp,39.41,40.86,39.87,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,GPU Speed Of Light Throughput,SM Frequency,Ghz,1.0,1.01,1.01,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,GPU Speed Of Light Throughput,Memory Throughput,%,89.35,90.75,90.13,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,GPU Speed Of Light Throughput,Duration,us,689.47,712.51,700.61,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,GPU Speed Of Light Throughput,L1/TEX Cache Throughput,%,47.79,49.63,48.75,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,GPU Speed Of Light Throughput,L2 Cache Throughput,%,89.35,90.75,90.13,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,GPU Speed Of Light Throughput,Compute (SM) Throughput,%,12.25,12.62,12.47,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Launch Statistics,Block Size,128.00,,,,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Launch Statistics,Grid Size,"9,216.00",,,,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Launch Statistics,Registers Per Thread,register/thread,16.0,16.0,16.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Launch Statistics,Shared Memory Configuration Size,Kbyte,16.38,16.38,16.38,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Launch Statistics,Driver Shared Memory Per Block,Kbyte/block,1.02,1.02,1.02,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Launch Statistics,Dynamic Shared Memory Per Block,byte/block,0.0,0.0,0.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Launch Statistics,Static Shared Memory Per Block,byte/block,0.0,0.0,0.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Launch Statistics,# SMs,SM,8.0,8.0,8.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Launch Statistics,Uses Green Context,0.00,,,,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Launch Statistics,Waves Per SM,96.00,,,,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Memory Workload Analysis,Mem Busy,%,81.98,85.91,84.28,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Memory Workload Analysis,Max Bandwidth,%,89.35,90.75,90.13,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Memory Workload Analysis,L1/TEX Hit Rate,%,8.04,9.01,8.54,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Memory Workload Analysis,L2 Compression Success Rate,%,0.0,0.0,0.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Memory Workload Analysis,L2 Compression Ratio,0.00,,,,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Memory Workload Analysis,L2 Hit Rate,%,77.21,78.64,78.06,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Memory Workload Analysis,Mem Pipes Busy,%,3.26,3.36,3.32,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Occupancy,Block Limit SM,block,16.0,16.0,16.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Occupancy,Block Limit Registers,block,32.0,32.0,32.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Occupancy,Block Limit Shared Mem,block,16.0,16.0,16.0,jetson_fno_profile_ncu_frontier
darcy_large_on421_ts_fp32_ncu,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,Occupancy,Block Limit Warps,block,12.0,12.0,12.0,jetson_fno_profile_ncu_frontier
