profile_case,kernel_name_raw,kernel_family,invocations,avg_duration_ms,avg_compute_pct,avg_memory_pct,avg_l1tex_hit_pct,avg_l2_hit_pct,avg_achieved_occupancy_pct,avg_eligible_warps_per_scheduler,avg_no_eligible_pct,avg_warp_cycles_per_issued_inst,source_group,category,paper_keep_flag
darcy_large_on421_ts_fp32_ncu_sched,"fused_add_gelu (23437, 1, 1)x(512, 1, 1)",fused_add_gelu,6,2.67,36.6,70.46,0.0,29.45,80.09,0.75,64.44,32.35,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"fused_add_mul_add (347, 1, 1)x(512, 1, 1)",fused_add_mul_add,1,28.96,50.63,42.05,19.97,50.07,79.98,0.53,73.2,35.55,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"fused_unsqueeze_sub_add_div (347, 1, 1)x(512, 1, 1)",fused_unsqueeze_sub_add_div,1,28.83,49.2,42.52,19.97,50.01,81.85,0.74,65.51,27.87,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"std::enable_if<!T7, void>::type internal::kernel<int, int, float2, float2, float2, float2, 0, 1, 0, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float2>, cublasGemvTensorStridedBatched<const float2>, cublasGemvTensorStridedBatched<float2>, float2>>(T13) (2, 1, 576)x(32, 2, 1)",cublas_internal_kernel,24,199.26,15.28,86.7,8.55,2.63,24.16,0.15,85.41,19.81,jetson_fno_profile_ncu_sched,dense_math,True
darcy_large_on421_ts_fp32_ncu_sched,"void <unnamed>::elementwise_kernel_with_index<int, at::linspace_cuda_out(const c10::Scalar &, const c10::Scalar &, long, at::Tensor &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *) (7, 1, 1)x(64, 1, 1)","void <unnamed>::elementwise_kernel_with_index<int, at::linspace_cuda_out(const c10::Scalar &, const c10::Scalar &, long,",4,5.61,0.88,1.03,0.0,57.83,4.14,0.02,97.84,46.02,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<4>, unsigned int, 4, 64, 64>(T1 *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2) (16, 3, 1)x(512, 1, 1)",CatArrayBatchedCopy,2,102.96,51.5,78.2,31.2,92.17,91.54,1.27,51.07,22.8,jetson_fno_profile_ncu_sched,movement_copy,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (693, 1, 1)x(128, 1, 1)",elementwise_kernel,1,26.21,35.73,47.5,11.1,49.73,85.84,0.69,59.32,25.19,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (693, 1, 1)x(128, 1, 1)",elementwise_kernel,1,25.6,29.28,48.38,11.1,49.8,85.42,0.58,66.59,30.02,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (46873, 1, 1)x(128, 1, 1)",elementwise_kernel,13,1.69,40.79,66.17,52.99,46.92,91.62,0.62,59.06,32.5,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (693, 1, 1)x(128, 1, 1)",elementwise_kernel,4,25.47,29.74,48.74,33.32,49.8,85.94,0.59,65.85,30.05,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (88621, 1, 1)x(128, 1, 1)",elementwise_kernel,2,2.44,45.6,64.21,55.55,50.0,91.52,0.68,56.47,23.89,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (44311, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,4,1.29,40.03,61.93,2.58,49.97,91.09,0.59,59.85,27.2,jetson_fno_profile_ncu_sched,movement_copy,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (144, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,48,22.48,10.65,42.09,28.03,67.31,82.82,0.31,86.96,77.3,jetson_fno_profile_ncu_sched,movement_copy,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (9216, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,24,699.54,12.46,89.78,8.64,77.99,91.62,0.15,87.5,87.61,jetson_fno_profile_ncu_sched,movement_copy,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::vectorized_elementwise_kernel<4, at::AUnaryFunctor<float, float, float, binary_internal::MulFunctor<float>>, detail::Array<char *, 2>>(int, T2, T3) (23437, 1, 1)x(128, 1, 1)",vectorized_elementwise_kernel,12,990.74,7.05,79.46,49.29,50.0,86.81,0.07,93.5,159.93,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, detail::Array<char *, 2>>(int, T2, T3) (1, 1, 1)x(128, 1, 1)",vectorized_elementwise_kernel,2,6.43,0.27,0.77,0.0,32.74,6.36,0.02,98.18,55.23,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<float>, detail::Array<char *, 3>>(int, T2, T3) (23437, 1, 1)x(128, 1, 1)",vectorized_elementwise_kernel,5,1.49,5.46,81.21,0.0,33.33,90.6,0.05,95.1,221.42,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::vectorized_elementwise_kernel<4, at::FillFunctor<c10::complex<float>>, detail::Array<char *, 1>>(int, T2, T3) (11746, 1, 1)x(128, 1, 1)",vectorized_elementwise_kernel,12,995.25,4.99,93.14,23.2,100.0,94.97,0.07,96.33,309.38,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::vectorized_elementwise_kernel<4, at::FillFunctor<float>, detail::Array<char *, 1>>(int, T2, T3) (23437, 1, 1)x(128, 1, 1)",vectorized_elementwise_kernel,2,644.62,11.18,57.43,0.0,99.99,86.09,0.18,88.75,91.68,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::vectorized_elementwise_kernel<4, at::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::GeluType)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3) (23437, 1, 1)x(128, 1, 1)",vectorized_elementwise_kernel,6,1.02,39.78,77.24,0.0,50.0,86.85,1.32,58.56,27.9,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"void at::vectorized_elementwise_kernel<4, at::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::GeluType)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3) (44311, 1, 1)x(128, 1, 1)",vectorized_elementwise_kernel,2,1.98,43.2,75.09,0.0,50.0,87.91,1.46,54.7,23.28,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_large_on421_ts_fp32_ncu_sched,"void convert<0, 16>(double2 *, void *, unsigned long) (1, 1, 1)x(64, 1, 1)",convert,18,17.9,0.84,7.09,85.94,74.9,4.12,0.01,98.65,74.12,jetson_fno_profile_ncu_sched,other,True
darcy_large_on421_ts_fp32_ncu_sched,"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_256x128_16x3_nn_align1>(T1::Params) (8, 87, 1)x(256, 1, 1)",cutlass_kernel,2,2.19,23.19,62.77,66.75,83.98,16.61,0.31,76.47,8.47,jetson_fno_profile_ncu_sched,dense_math,True
darcy_large_on421_ts_fp32_ncu_sched,"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(T1::Params) (2930, 1, 1)x(128, 1, 1)",cutlass_kernel,2,1.2,40.74,80.17,0.0,83.32,24.35,0.58,59.94,6.94,jetson_fno_profile_ncu_sched,dense_math,True
darcy_large_on421_ts_fp32_ncu_sched,"void gemv2N_kernel<int, int, float, float, float, float, 128, 2, 4, 4, 1, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13) (2770, 1, 1)x(128, 1, 1)",gemv2N_kernel,2,1.03,22.38,93.37,1.25,18.46,82.45,0.33,74.56,39.15,jetson_fno_profile_ncu_sched,dense_math,True
darcy_large_on421_ts_fp32_ncu_sched,"void generate_chirp_signal<16>(double2 *, unsigned long, unsigned long) (1, 1, 1)x(28, 1, 1)",generate_chirp_signal,9,61.08,4.45,0.88,87.4,72.83,2.08,0.05,94.63,18.64,jetson_fno_profile_ncu_sched,other,True
darcy_large_on421_ts_fp32_ncu_sched,"void kernel_wrapper<unsigned int, &packR2C_kernel_Odd_impl<unsigned int, float>>(RealComplex_st<T1>) (23437, 1, 1)x(256, 1, 1)",packR2C_kernel,12,1.43,25.77,78.32,14.69,45.54,85.87,0.37,74.72,45.36,jetson_fno_profile_ncu_sched,fft_transform,True
darcy_large_on421_ts_fp32_ncu_sched,"void kernel_wrapper<unsigned int, &unpackC2R_kernel_Odd_impl<unsigned int, float>>(RealComplex_st<T1>) (23437, 1, 1)x(256, 1, 1)",unpackC2R_kernel,12,1.11,27.8,91.79,22.48,55.15,80.83,0.39,72.45,35.11,jetson_fno_profile_ncu_sched,fft_transform,True
darcy_large_on421_ts_fp32_ncu_sched,"void postprocess_kernel<float, unsigned int, 2>(real_complex_args_t<T2>) (11746, 1, 1)x(256, 1, 1)",postprocess_kernel,12,1.01,23.03,90.71,12.78,52.64,86.18,0.37,75.5,44.56,jetson_fno_profile_ncu_sched,fft_transform,True
darcy_large_on421_ts_fp32_ncu_sched,"void preprocess_kernel<float, unsigned int, 2>(real_complex_args_t<T2>) (23437, 1, 1)x(256, 1, 1)",preprocess_kernel,12,1.15,43.2,77.53,15.14,63.08,85.08,0.82,58.26,24.24,jetson_fno_profile_ncu_sched,fft_transform,True
darcy_large_on421_ts_fp32_ncu_sched,"void regular_bluestein_fft<1024, EPT<16>, 2, 2, 6, 0, 2, 0, unsigned int, float>(kernel_arguments_blu_t<T9>) (6928, 1, 1)x(64, 2, 1)",regular_bluestein_fft,24,2.87,56.66,76.57,79.84,52.99,32.66,1.43,43.25,6.9,jetson_fno_profile_ncu_sched,fft_transform,True
darcy_large_on421_ts_fp32_ncu_sched,"void regular_bluestein_fft<1024, EPT<16>, 2, 2, 6, 0, 2, 0, unsigned int, float>(kernel_arguments_blu_t<T9>) (6944, 1, 1)x(64, 2, 1)",regular_bluestein_fft,24,4.72,34.72,88.37,46.61,87.77,32.61,0.84,65.26,11.25,jetson_fno_profile_ncu_sched,fft_transform,True
darcy_large_on421_ts_fp32_ncu_sched,"void scale_conjugate<16>(double2 *, double2 *, unsigned long, double) (1, 1, 1)x(64, 1, 1)",scale_conjugate,9,24.69,0.88,5.91,75.0,63.4,4.11,0.01,99.03,102.72,jetson_fno_profile_ncu_sched,other,True
darcy_large_on421_ts_fp32_ncu_sched,"void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double>(kernel_arguments_t<T9>) (1, 1, 1)x(64, 1, 1)",vector_fft,9,31.91,8.6,1.53,0.27,33.28,4.16,0.04,96.17,26.12,jetson_fno_profile_ncu_sched,fft_transform,True
darcy_r281_ts_fp32_ncu_sched,"ampere_sgemm_64x64_tn (1, 1234, 1)x(64, 1, 1)","ampere_sgemm_64x64_tn (1, 1234, 1)x(64, 1, 1)",2,330.27,42.33,53.14,22.58,98.62,32.29,0.58,57.22,9.06,jetson_fno_profile_ncu_sched,dense_math,True
darcy_r281_ts_fp32_ncu_sched,"fused_add_gelu (6571, 1, 1)x(512, 1, 1)",fused_add_gelu,4,861.64,31.95,72.15,0.0,27.5,79.16,0.64,67.84,38.75,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"fused_add_mul_add (155, 1, 1)x(512, 1, 1)",fused_add_mul_add,1,16.29,41.94,33.84,19.94,50.16,80.65,0.53,75.05,38.66,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"fused_unsqueeze_sub_add_div (155, 1, 1)x(512, 1, 1)",fused_unsqueeze_sub_add_div,1,16.96,37.68,32.52,19.94,50.02,80.33,0.65,69.01,31.09,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"std::enable_if<!T7, void>::type internal::kernel<int, int, float2, float2, float2, float2, 0, 1, 0, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float2>, cublasGemvTensorStridedBatched<const float2>, cublasGemvTensorStridedBatched<float2>, float2>>(T13) (2, 1, 256)x(32, 2, 1)",cublas_internal_kernel,16,56.16,20.36,62.22,12.93,4.15,23.15,0.26,78.46,12.9,jetson_fno_profile_ncu_sched,dense_math,True
darcy_r281_ts_fp32_ncu_sched,"void <unnamed>::elementwise_kernel_with_index<int, at::linspace_cuda_out(const c10::Scalar &, const c10::Scalar &, long, at::Tensor &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *) (5, 1, 1)x(64, 1, 1)","void <unnamed>::elementwise_kernel_with_index<int, at::linspace_cuda_out(const c10::Scalar &, const c10::Scalar &, long,",4,5.57,0.64,0.96,0.0,49.69,4.1,0.02,97.97,48.5,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<4>, unsigned int, 4, 64, 64>(T1 *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2) (16, 3, 1)x(512, 1, 1)",CatArrayBatchedCopy,2,47.26,55.21,65.01,18.29,89.84,88.32,1.87,41.93,18.51,jetson_fno_profile_ncu_sched,movement_copy,True
darcy_r281_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (309, 1, 1)x(128, 1, 1)",elementwise_kernel,1,16.19,26.77,34.69,11.08,49.41,81.88,0.67,65.56,28.75,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (309, 1, 1)x(128, 1, 1)",elementwise_kernel,1,15.9,22.91,35.13,11.08,49.57,82.52,0.58,71.46,34.1,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (13141, 1, 1)x(128, 1, 1)",elementwise_kernel,9,527.24,39.35,66.54,51.85,45.55,91.51,0.6,60.37,37.7,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (29611, 1, 1)x(128, 1, 1)",elementwise_kernel,2,820.34,43.49,63.93,55.55,50.0,91.43,0.66,56.35,24.95,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (309, 1, 1)x(128, 1, 1)",elementwise_kernel,4,15.86,22.69,35.44,33.3,49.57,81.38,0.62,71.42,34.13,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (12338, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,4,365.42,39.9,61.46,11.39,49.99,90.94,0.6,59.65,27.0,jetson_fno_profile_ncu_sched,movement_copy,True
darcy_r281_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (1600, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,16,119.65,12.97,85.79,9.1,77.97,91.26,0.17,86.74,82.3,jetson_fno_profile_ncu_sched,movement_copy,True
darcy_r281_ts_fp32_ncu_sched,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::complex<float>) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3) (40, 1, 1)x(128, 1, 1)",direct_copy_kernel_cuda,32,12.28,6.71,20.56,36.64,62.55,36.85,0.16,89.79,44.2,jetson_fno_profile_ncu_sched,movement_copy,True
darcy_r281_ts_fp32_ncu_sched,"void at::vectorized_elementwise_kernel<4, at::AUnaryFunctor<float, float, float, binary_internal::MulFunctor<float>>, detail::Array<char *, 2>>(int, T2, T3) (6571, 1, 1)x(128, 1, 1)",vectorized_elementwise_kernel,8,282.02,7.07,78.55,49.3,50.0,88.42,0.07,93.41,160.07,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, detail::Array<char *, 2>>(int, T2, T3) (1, 1, 1)x(128, 1, 1)",vectorized_elementwise_kernel,2,6.48,0.27,0.77,0.0,32.74,6.44,0.02,98.18,55.42,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<float>, detail::Array<char *, 3>>(int, T2, T3) (6571, 1, 1)x(128, 1, 1)",vectorized_elementwise_kernel,3,419.73,5.51,80.97,0.0,33.34,91.93,0.05,95.05,221.53,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"void at::vectorized_elementwise_kernel<4, at::FillFunctor<c10::complex<float>>, detail::Array<char *, 1>>(int, T2, T3) (3308, 1, 1)x(128, 1, 1)",vectorized_elementwise_kernel,8,286.07,4.91,91.45,22.84,99.99,94.12,0.07,96.31,305.45,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"void at::vectorized_elementwise_kernel<4, at::FillFunctor<float>, detail::Array<char *, 1>>(int, T2, T3) (6571, 1, 1)x(128, 1, 1)",vectorized_elementwise_kernel,2,189.76,11.3,54.92,0.0,99.97,85.3,0.18,88.93,87.65,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"void at::vectorized_elementwise_kernel<4, at::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::GeluType)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3) (14806, 1, 1)x(128, 1, 1)",vectorized_elementwise_kernel,2,636.4,37.4,78.53,0.0,50.0,88.46,1.06,62.37,27.95,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"void at::vectorized_elementwise_kernel<4, at::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::GeluType)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], detail::Array<char *, 2>>(int, T2, T3) (6571, 1, 1)x(128, 1, 1)",vectorized_elementwise_kernel,4,284.52,37.32,78.01,0.0,49.99,88.92,1.21,62.15,27.96,jetson_fno_profile_ncu_sched,elementwise_fused,True
darcy_r281_ts_fp32_ncu_sched,"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_256x128_16x3_nn_align1>(T1::Params) (8, 39, 1)x(256, 1, 1)",cutlass_kernel,2,637.68,29.49,65.82,65.42,84.86,16.62,0.4,69.25,6.57,jetson_fno_profile_ncu_sched,dense_math,True
darcy_r281_ts_fp32_ncu_sched,"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_256x64_16x4_nn_align4>(T1::Params) (8, 42, 1)x(128, 1, 1)",cutlass_kernel,6,301.75,26.94,88.52,6.12,79.83,16.37,0.34,72.6,7.17,jetson_fno_profile_ncu_sched,dense_math,True
darcy_r281_ts_fp32_ncu_sched,"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(T1::Params) (1315, 1, 1)x(128, 1, 1)",cutlass_kernel,2,377.07,50.95,75.97,2.86,88.52,24.2,0.75,48.99,5.67,jetson_fno_profile_ncu_sched,dense_math,True
darcy_r281_ts_fp32_ncu_sched,"void gemvNSP_kernel<float, float, float, float, 1, 4, 4, 1024, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T10) (2468, 1, 1)x(32, 4, 1)","void gemvNSP_kernel<float, float, float, float, 1, 4, 4, 1024, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched",2,363.7,42.37,89.15,16.9,18.65,64.37,0.64,57.15,18.05,jetson_fno_profile_ncu_sched,dense_math,True
darcy_r281_ts_fp32_ncu_sched,"void kernel_wrapper<unsigned int, &packR2C_kernel_impl<unsigned int, float>>(RealComplex_st<T1>) (6571, 1, 1)x(256, 1, 1)",packR2C_kernel,2,1.68,4.86,91.21,0.0,11.11,83.35,0.05,95.62,227.98,jetson_fno_profile_ncu_sched,fft_transform,True
darcy_r281_ts_fp32_ncu_sched,"void postprocess_kernel<float, unsigned int, 2>(real_complex_args_t<T2>) (3308, 1, 1)x(256, 1, 1)",postprocess_kernel,8,287.68,31.96,91.24,17.88,53.02,88.57,0.53,67.88,32.85,jetson_fno_profile_ncu_sched,fft_transform,True
darcy_r281_ts_fp32_ncu_sched,"void preprocess_kernel<float, unsigned int, 2>(real_complex_args_t<T2>) (3308, 1, 1)x(256, 1, 1)",preprocess_kernel,8,286.6,36.27,90.5,16.84,52.8,88.6,0.65,63.39,29.06,jetson_fno_profile_ncu_sched,fft_transform,True
darcy_r281_ts_fp32_ncu_sched,"void prime_fft_factor<29, EPT<2>, 8, 0, 1, 14, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T10>) (7300, 1, 1)x(8, 15, 1)",prime_fft_factor,16,528.38,82.82,76.32,11.39,55.52,96.54,4.3,16.69,13.87,jetson_fno_profile_ncu_sched,fft_transform,True
darcy_r281_ts_fp32_ncu_sched,"void regular_fft_factor<2, EPT<2>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (3308, 1, 1)x(256, 1, 1)",regular_fft_factor,16,372.24,76.2,69.29,52.05,51.67,89.6,3.34,23.16,13.95,jetson_fno_profile_ncu_sched,fft_transform,True
darcy_r281_ts_fp32_ncu_sched,"void regular_fft_factor<5, EPT<5>, 256, 0, 6, 0, 2, 1, unsigned int, float>(kernel_arguments_t<T9>) (1324, 1, 1)x(256, 1, 1)",regular_fft_factor,16,285.14,49.75,80.81,7.96,50.16,80.32,1.5,49.39,19.11,jetson_fno_profile_ncu_sched,fft_transform,True
darcy_r281_ts_fp32_ncu_sched,"void vector_fft<145, EPT<29>, 4, 0, 14, 0, 2, 0, unsigned int, float>(kernel_arguments_t<T9>) (2900, 1, 1)x(5, 4, 1)",vector_fft,16,416.27,37.24,95.93,56.82,61.64,29.55,0.84,62.28,9.42,jetson_fno_profile_ncu_sched,fft_transform,True
