run_id,source_group,experiment_name,dataset,model_family,variant_type,backend,precision,batch_size,mode,params,train_resolution,input_resolution,mean_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms,cuda_peak_allocated_mb,input_bank,source,sample_index,notes,bank_meta_dataset,bank_meta_resolution,bank_meta_num_samples,synthetic_frontier,synthetic_from,soft_infeasible_200ms,soft_infeasible_500ms,soft_infeasible_1000ms,json_path,tegrastats_path
jetson_fno:burgers_fno_base_pad40_seed1_eager_fp32,jetson_fno,burgers_fno_base_pad40_seed1_eager_fp32,burgers,FNO,ablation,eager,fp32,1,eager,,2048,2048,4.650685857050121,4.647364607080817,4.731189925223589,4.754581954330206,4.559153690934181,4.781975876539946,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/checkpoints/burgers_fno_base_pad40_seed1_best.pt,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_pad40_seed1_eager_fp32.json,results/jetson_fno/burgers_fno_base_pad40_seed1_eager_fp32_tegrastats.log
jetson_fno:burgers_fno_base_pad40_seed1_torchscript_fp32,jetson_fno,burgers_fno_base_pad40_seed1_torchscript_fp32,burgers,FNO,ablation,torchscript,fp32,1,torchscript,,2048,2048,3.236024915240705,3.2118563540279865,3.425878006964922,3.5113198682665825,3.140399232506752,3.5656574182212353,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/torchscript/burgers_fno_base_pad40_seed1.ts,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_pad40_seed1_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_pad40_seed1_torchscript_fp32_tegrastats.log
jetson_fno:burgers_fno_base_r1024_seed0_eager_fp32,jetson_fno,burgers_fno_base_r1024_seed0_eager_fp32,burgers,FNO,resolution,eager,fp32,1,eager,,1024,1024,4.758374439552426,4.757368005812168,4.829913843423128,4.907418973743916,4.659062251448631,4.944348707795143,,artifacts/benchmark_inputs/burgers_r1024_bank.pt,artifacts/checkpoints/burgers_fno_base_r1024_seed0_best.pt,0,,burgers,1024,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r1024_seed0_eager_fp32.json,results/jetson_fno/burgers_fno_base_r1024_seed0_eager_fp32_tegrastats.log
jetson_fno:burgers_fno_base_r1024_seed0_torchscript_fp32,jetson_fno,burgers_fno_base_r1024_seed0_torchscript_fp32,burgers,FNO,resolution,torchscript,fp32,1,torchscript,,1024,1024,3.196423975750804,3.1955051235854626,3.254322335124016,3.2922113314270973,3.1032785773277283,3.299891948699951,,artifacts/benchmark_inputs/burgers_r1024_bank.pt,artifacts/torchscript/burgers_fno_base_r1024_seed0.ts,0,,burgers,1024,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r1024_seed0_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_r1024_seed0_torchscript_fp32_tegrastats.log
jetson_fno:burgers_fno_base_r2048_seed2_eager_fp32,jetson_fno,burgers_fno_base_r2048_seed2_eager_fp32,burgers,FNO,resolution,eager,fp32,1,eager,,2048,2048,4.81193867046386,4.812074126675725,4.880508873611689,4.936702083796263,4.7395131550729275,4.940669052302837,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/checkpoints/burgers_fno_base_r2048_seed2_best.pt,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r2048_seed2_eager_fp32.json,results/jetson_fno/burgers_fno_base_r2048_seed2_eager_fp32_tegrastats.log
jetson_fno:burgers_fno_base_r2048_seed2_torchscript_fp32,jetson_fno,burgers_fno_base_r2048_seed2_torchscript_fp32,burgers,FNO,resolution,torchscript,fp32,1,torchscript,,2048,2048,3.239669520407915,3.2389620319008827,3.2961159013211727,3.381269983947277,3.158960025757551,3.4072869457304478,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/torchscript/burgers_fno_base_r2048_seed2.ts,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r2048_seed2_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_r2048_seed2_torchscript_fp32_tegrastats.log
jetson_fno:burgers_fno_base_r4096_seed0_eager_fp32,jetson_fno,burgers_fno_base_r4096_seed0_eager_fp32,burgers,FNO,resolution,eager,fp32,1,eager,,4096,4096,4.935651998966932,4.905278095975518,5.11907460168004,5.45261986553669,4.8083472065627575,5.453547928482294,,artifacts/benchmark_inputs/burgers_r4096_bank.pt,artifacts/checkpoints/burgers_fno_base_r4096_seed0_best.pt,0,,burgers,4096,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r4096_seed0_eager_fp32.json,results/jetson_fno/burgers_fno_base_r4096_seed0_eager_fp32_tegrastats.log
jetson_fno:burgers_fno_base_r4096_seed0_torchscript_fp32,jetson_fno,burgers_fno_base_r4096_seed0_torchscript_fp32,burgers,FNO,resolution,torchscript,fp32,1,torchscript,,4096,4096,3.337754965759814,3.3249175176024437,3.4044398926198483,3.768577240407467,3.2412027940154076,3.868867177516222,,artifacts/benchmark_inputs/burgers_r4096_bank.pt,artifacts/torchscript/burgers_fno_base_r4096_seed0.ts,0,,burgers,4096,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r4096_seed0_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_r4096_seed0_torchscript_fp32_tegrastats.log
jetson_fno:burgers_fno_base_r512_seed2_eager_fp32,jetson_fno,burgers_fno_base_r512_seed2_eager_fp32,burgers,FNO,resolution,eager,fp32,1,eager,,512,512,4.7839142475277185,4.766922909766436,4.92143863812089,5.121412221342325,4.673080984503031,5.153477191925049,,artifacts/benchmark_inputs/burgers_r512_bank.pt,artifacts/checkpoints/burgers_fno_base_r512_seed2_best.pt,0,,burgers,512,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r512_seed2_eager_fp32.json,results/jetson_fno/burgers_fno_base_r512_seed2_eager_fp32_tegrastats.log
jetson_fno:burgers_fno_base_r512_seed2_torchscript_fp32,jetson_fno,burgers_fno_base_r512_seed2_torchscript_fp32,burgers,FNO,resolution,torchscript,fp32,1,torchscript,,512,512,3.1933573121204972,3.193875076249242,3.2451720908284187,3.316278103739023,3.088688012212515,3.34440590813756,,artifacts/benchmark_inputs/burgers_r512_bank.pt,artifacts/torchscript/burgers_fno_base_r512_seed2.ts,0,,burgers,512,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r512_seed2_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_r512_seed2_torchscript_fp32_tegrastats.log
jetson_fno:burgers_fno_base_r8192_seed1_eager_fp32,jetson_fno,burgers_fno_base_r8192_seed1_eager_fp32,burgers,FNO,resolution,eager,fp32,1,eager,,8192,8192,5.292606874136254,5.1014365162700415,6.107438006438315,6.144368089735508,4.822978982701898,6.239218986593187,,artifacts/benchmark_inputs/burgers_r8192_bank.pt,artifacts/checkpoints/burgers_fno_base_r8192_seed1_best.pt,0,,burgers,8192,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r8192_seed1_eager_fp32.json,results/jetson_fno/burgers_fno_base_r8192_seed1_eager_fp32_tegrastats.log
jetson_fno:burgers_fno_base_r8192_seed1_torchscript_fp32,jetson_fno,burgers_fno_base_r8192_seed1_torchscript_fp32,burgers,FNO,resolution,torchscript,fp32,1,torchscript,,8192,8192,4.276001018006355,3.9634944987483323,5.919239949434996,5.9643619460985065,3.3100000582635403,6.061644991859794,,artifacts/benchmark_inputs/burgers_r8192_bank.pt,artifacts/torchscript/burgers_fno_base_r8192_seed1.ts,0,,burgers,8192,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_r8192_seed1_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_r8192_seed1_torchscript_fp32_tegrastats.log
jetson_fno:burgers_fno_base_seed3_eager_fp32,jetson_fno,burgers_fno_base_seed3_eager_fp32,burgers,FNO,scale,eager,fp32,1,eager,,2048,2048,4.797510839998722,4.797296831384301,4.862578120082617,4.913331009447575,4.690797999501228,4.954036325216293,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/checkpoints/burgers_fno_base_seed3_best.pt,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_seed3_eager_fp32.json,results/jetson_fno/burgers_fno_base_seed3_eager_fp32_tegrastats.log
jetson_fno:burgers_fno_base_seed3_torchscript_fp32,jetson_fno,burgers_fno_base_seed3_torchscript_fp32,burgers,FNO,scale,torchscript,fp32,1,torchscript,,2048,2048,3.2464150711894035,3.24857234954834,3.3118221908807755,3.3395662903785706,3.1438181176781654,3.346286714076996,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/torchscript/burgers_fno_base_seed3.ts,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_base_seed3_torchscript_fp32.json,results/jetson_fno/burgers_fno_base_seed3_torchscript_fp32_tegrastats.log
jetson_fno:burgers_fno_large_seed0_eager_fp32,jetson_fno,burgers_fno_large_seed0_eager_fp32,burgers,FNO,scale,eager,fp32,1,eager,,2048,2048,6.601604367606342,6.593899568542838,6.701421923935413,6.836786400526762,6.495720706880093,6.879411172121763,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/checkpoints/burgers_fno_large_seed0_best.pt,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_large_seed0_eager_fp32.json,results/jetson_fno/burgers_fno_large_seed0_eager_fp32_tegrastats.log
jetson_fno:burgers_fno_large_seed0_torchscript_fp32,jetson_fno,burgers_fno_large_seed0_torchscript_fp32,burgers,FNO,scale,torchscript,fp32,1,torchscript,,2048,2048,4.285124335438013,4.280704073607922,4.377010278403759,4.428564105182886,4.162989091128111,4.429523833096027,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/torchscript/burgers_fno_large_seed0.ts,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_large_seed0_torchscript_fp32.json,results/jetson_fno/burgers_fno_large_seed0_torchscript_fp32_tegrastats.log
jetson_fno:burgers_fno_small_seed2_eager_fp32,jetson_fno,burgers_fno_small_seed2_eager_fp32,burgers,FNO,scale,eager,fp32,1,eager,,2048,2048,4.8651965521276,4.861135501414537,4.92102513089776,4.9340492114424706,4.796062130481005,4.986274987459183,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/checkpoints/burgers_fno_small_seed2_best.pt,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_small_seed2_eager_fp32.json,results/jetson_fno/burgers_fno_small_seed2_eager_fp32_tegrastats.log
jetson_fno:burgers_fno_small_seed2_torchscript_fp32,jetson_fno,burgers_fno_small_seed2_torchscript_fp32,burgers,FNO,scale,torchscript,fp32,1,torchscript,,2048,2048,3.2457223581150174,3.24509316124022,3.290134947746992,3.3031911589205265,3.1672841869294643,3.3467113971710205,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,artifacts/torchscript/burgers_fno_small_seed2.ts,0,,burgers,2048,8,False,,False,False,False,results/jetson_fno/burgers_fno_small_seed2_torchscript_fp32.json,results/jetson_fno/burgers_fno_small_seed2_torchscript_fp32_tegrastats.log
jetson_fno:darcy_fno_base_modes12_seed1_eager_fp32,jetson_fno,darcy_fno_base_modes12_seed1_eager_fp32,darcy,FNO,ablation,eager,fp32,1,eager,,141x141,141x141,8.668288835324347,8.173784939572215,11.04858098551631,14.509888831526041,7.4885510839521885,14.564129989594221,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/checkpoints/darcy_fno_base_modes12_seed1_best.pt,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_modes12_seed1_eager_fp32.json,results/jetson_fno/darcy_fno_base_modes12_seed1_eager_fp32_tegrastats.log
jetson_fno:darcy_fno_base_modes12_seed1_torchscript_fp32,jetson_fno,darcy_fno_base_modes12_seed1_torchscript_fp32,darcy,FNO,ablation,torchscript,fp32,1,torchscript,,141x141,141x141,7.293179323896766,6.934536388143897,8.613094221800566,10.79417485743761,6.896312348544598,13.020891230553389,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/torchscript/darcy_fno_base_modes12_seed1.ts,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_modes12_seed1_torchscript_fp32.json,results/jetson_fno/darcy_fno_base_modes12_seed1_torchscript_fp32_tegrastats.log
jetson_fno:darcy_fno_base_modes24_seed1_eager_fp32,jetson_fno,darcy_fno_base_modes24_seed1_eager_fp32,darcy,FNO,ablation,eager,fp32,1,eager,,141x141,141x141,10.02908072900027,9.831862291321158,10.718814097344875,14.573412947356701,9.750403929501772,15.597984194755554,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/checkpoints/darcy_fno_base_modes24_seed1_best.pt,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_modes24_seed1_eager_fp32.json,results/jetson_fno/darcy_fno_base_modes24_seed1_eager_fp32_tegrastats.log
jetson_fno:darcy_fno_base_modes24_seed1_torchscript_fp32,jetson_fno,darcy_fno_base_modes24_seed1_torchscript_fp32,darcy,FNO,ablation,torchscript,fp32,1,torchscript,,141x141,141x141,9.509550500661135,9.297961136326194,9.780069813132286,14.148314949125051,9.267991874366999,17.510676756501198,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/torchscript/darcy_fno_base_modes24_seed1.ts,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_modes24_seed1_torchscript_fp32.json,results/jetson_fno/darcy_fno_base_modes24_seed1_torchscript_fp32_tegrastats.log
jetson_fno:darcy_fno_base_nocoords_seed2_eager_fp32,jetson_fno,darcy_fno_base_nocoords_seed2_eager_fp32,darcy,FNO,ablation,eager,fp32,1,eager,,141x141,141x141,7.991833724081516,7.7884329948574305,8.54154210537672,12.610547244548798,7.754865102469921,14.873838983476162,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/checkpoints/darcy_fno_base_nocoords_seed2_best.pt,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_nocoords_seed2_eager_fp32.json,results/jetson_fno/darcy_fno_base_nocoords_seed2_eager_fp32_tegrastats.log
jetson_fno:darcy_fno_base_nocoords_seed2_torchscript_fp32,jetson_fno,darcy_fno_base_nocoords_seed2_torchscript_fp32,darcy,FNO,ablation,torchscript,fp32,1,torchscript,,141x141,141x141,7.614447269588709,7.424695882946253,8.429857902228832,11.50162098929286,7.4005830101668835,12.205767910927534,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/torchscript/darcy_fno_base_nocoords_seed2.ts,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_nocoords_seed2_torchscript_fp32.json,results/jetson_fno/darcy_fno_base_nocoords_seed2_torchscript_fp32_tegrastats.log
jetson_fno:darcy_fno_base_pad0_seed1_eager_fp32,jetson_fno,darcy_fno_base_pad0_seed1_eager_fp32,darcy,FNO,ablation,eager,fp32,1,eager,,141x141,141x141,10.829322133213282,10.601135203614831,11.338193900883198,16.072401776909828,10.561405215412378,18.253260292112827,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/checkpoints/darcy_fno_base_pad0_seed1_best.pt,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_pad0_seed1_eager_fp32.json,results/jetson_fno/darcy_fno_base_pad0_seed1_eager_fp32_tegrastats.log
jetson_fno:darcy_fno_base_pad0_seed1_torchscript_fp32,jetson_fno,darcy_fno_base_pad0_seed1_torchscript_fp32,darcy,FNO,ablation,torchscript,fp32,1,torchscript,,141x141,141x141,10.4761754674837,10.130370268598199,11.664380319416523,15.995984897017479,10.072847828269005,16.87962468713522,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/torchscript/darcy_fno_base_pad0_seed1.ts,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_pad0_seed1_torchscript_fp32.json,results/jetson_fno/darcy_fno_base_pad0_seed1_torchscript_fp32_tegrastats.log
jetson_fno:darcy_fno_base_pad15_seed0_eager_fp32,jetson_fno,darcy_fno_base_pad15_seed0_eager_fp32,darcy,FNO,ablation,eager,fp32,1,eager,,141x141,141x141,8.565548020415008,8.362178923562169,9.325981140136719,12.618901673704386,8.326369803398848,15.216412954032421,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/checkpoints/darcy_fno_base_pad15_seed0_best.pt,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_pad15_seed0_eager_fp32.json,results/jetson_fno/darcy_fno_base_pad15_seed0_eager_fp32_tegrastats.log
jetson_fno:darcy_fno_base_pad15_seed0_torchscript_fp32,jetson_fno,darcy_fno_base_pad15_seed0_torchscript_fp32,darcy,FNO,ablation,torchscript,fp32,1,torchscript,,141x141,141x141,7.970276353880763,7.77224381454289,9.001556783914566,11.777759995311499,7.746770977973938,12.82732468098402,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/torchscript/darcy_fno_base_pad15_seed0.ts,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_pad15_seed0_torchscript_fp32.json,results/jetson_fno/darcy_fno_base_pad15_seed0_torchscript_fp32_tegrastats.log
jetson_fno:darcy_fno_base_r141_seed0_eager_fp32,jetson_fno,darcy_fno_base_r141_seed0_eager_fp32,darcy,FNO,resolution,eager,fp32,1,eager,,141x141,141x141,8.300800491124392,8.063691901043057,9.83799621462822,11.8972840718925,8.010202087461948,12.939488980919123,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/checkpoints/darcy_fno_base_r141_seed0_best.pt,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_r141_seed0_eager_fp32.json,results/jetson_fno/darcy_fno_base_r141_seed0_eager_fp32_tegrastats.log
jetson_fno:darcy_fno_base_r141_seed0_torchscript_fp32,jetson_fno,darcy_fno_base_r141_seed0_torchscript_fp32,darcy,FNO,resolution,torchscript,fp32,1,torchscript,,141x141,141x141,7.7145782532170415,7.515821373090148,8.697581011801958,11.742305010557175,7.491724565625191,13.809402007609606,,artifacts/benchmark_inputs/darcy_r141_bank.pt,artifacts/torchscript/darcy_fno_base_r141_seed0.ts,0,,darcy,141x141,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_r141_seed0_torchscript_fp32.json,results/jetson_fno/darcy_fno_base_r141_seed0_torchscript_fp32_tegrastats.log
jetson_fno:darcy_fno_base_r211_seed1_eager_fp32,jetson_fno,darcy_fno_base_r211_seed1_eager_fp32,darcy,FNO,resolution,eager,fp32,1,eager,,211x211,211x211,16.674556266516447,16.41187397763133,17.53097726032138,23.311486933380365,15.878227073699236,23.596839047968388,,artifacts/benchmark_inputs/darcy_r211_bank.pt,artifacts/checkpoints/darcy_fno_base_r211_seed1_best.pt,0,,darcy,211x211,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_r211_seed1_eager_fp32.json,results/jetson_fno/darcy_fno_base_r211_seed1_eager_fp32_tegrastats.log
jetson_fno:darcy_fno_base_r211_seed1_torchscript_fp32,jetson_fno,darcy_fno_base_r211_seed1_torchscript_fp32,darcy,FNO,resolution,torchscript,fp32,1,torchscript,,211x211,211x211,15.4623620538041,15.318228863179684,16.541351098567247,19.071948248893023,14.997596386820078,23.25724670663476,,artifacts/benchmark_inputs/darcy_r211_bank.pt,artifacts/torchscript/darcy_fno_base_r211_seed1.ts,0,,darcy,211x211,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_r211_seed1_torchscript_fp32.json,results/jetson_fno/darcy_fno_base_r211_seed1_torchscript_fp32_tegrastats.log
jetson_fno:darcy_fno_base_r281_seed1_eager_fp32,jetson_fno,darcy_fno_base_r281_seed1_eager_fp32,darcy,FNO,resolution,eager,fp32,1,eager,,281x281,281x281,35.04297106061131,34.53442361205816,38.57882274314761,43.474284932017326,33.78998627886176,46.035443898290396,,artifacts/benchmark_inputs/darcy_r281_bank.pt,artifacts/checkpoints/darcy_fno_base_r281_seed1_best.pt,0,,darcy,281x281,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_r281_seed1_eager_fp32.json,results/jetson_fno/darcy_fno_base_r281_seed1_eager_fp32_tegrastats.log
jetson_fno:darcy_fno_base_r281_seed1_torchscript_fp32,jetson_fno,darcy_fno_base_r281_seed1_torchscript_fp32,darcy,FNO,resolution,torchscript,fp32,1,torchscript,,281x281,281x281,33.6131129367277,33.19221246056259,36.80399293079972,41.649534832686186,32.013299874961376,42.02250437811017,,artifacts/benchmark_inputs/darcy_r281_bank.pt,artifacts/torchscript/darcy_fno_base_r281_seed1.ts,0,,darcy,281x281,8,False,,False,False,False,results/jetson_fno/darcy_fno_base_r281_seed1_torchscript_fp32.json,results/jetson_fno/darcy_fno_base_r281_seed1_torchscript_fp32_tegrastats.log
