tag,experiment_name,selected_seed,mode,precision_mode,json_path,status,dataset,resolution,parameter_count,input_bank,input_shape,input_dtype,mean_ms,median_ms,p95_ms,p99_ms,repeat_median_ms_median,repeat_median_ms_std,peak_cuda_alloc_mb,peak_cuda_reserved_mb,error_type,failure_class,error_message_short
darcy_fno_base_pad0_seed1_torchscript_fp16_autocast,darcy_fno_base_pad0,1,torchscript,fp16_autocast,results/jetson_fno_precision/darcy_fno_base_pad0_seed1_torchscript_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_141, 141","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_pad0_seed1_torchscript_fp16_native,darcy_fno_base_pad0,1,torchscript,fp16_native,results/jetson_fno_precision/darcy_fno_base_pad0_seed1_torchscript_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_141, 141","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_pad0_seed1_torchscript_fp32_strict,darcy_fno_base_pad0,1,torchscript,fp32_strict,results/jetson_fno_precision/darcy_fno_base_pad0_seed1_torchscript_fp32_strict.json,success,darcy,"[141, 141]",3287553,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,11.649208067295453,11.24664582312107,12.952617835253477,21.32996078580618,11.250774376094341,0.006045318005345326,51.5361328125,62.0,,,
darcy_fno_base_pad0_seed1_torchscript_tf32,darcy_fno_base_pad0,1,torchscript,tf32,results/jetson_fno_precision/darcy_fno_base_pad0_seed1_torchscript_tf32.json,success,darcy,"[141, 141]",3287553,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,10.506422196825346,10.1987742818892,11.603328865021467,18.42424226924777,10.195958893746138,0.01450823423881526,51.5361328125,62.0,,,
darcy_fno_base_pad15_seed0_eager_bf16_autocast,darcy_fno_base_pad15,0,eager,bf16_autocast,results/jetson_fno_precision/darcy_fno_base_pad15_seed0_eager_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,Unsupported dtype BFloat16
darcy_fno_base_pad15_seed0_eager_fp16_autocast,darcy_fno_base_pad15,0,eager,fp16_autocast,results/jetson_fno_precision/darcy_fno_base_pad15_seed0_eager_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_156, 156","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[156, 156]"
darcy_fno_base_pad15_seed0_eager_fp16_native,darcy_fno_base_pad15,0,eager,fp16_native,results/jetson_fno_precision/darcy_fno_base_pad15_seed0_eager_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_156, 156","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[156, 156]"
darcy_fno_base_pad15_seed0_eager_fp32_strict,darcy_fno_base_pad15,0,eager,fp32_strict,results/jetson_fno_precision/darcy_fno_base_pad15_seed0_eager_fp32_strict.json,success,darcy,"[141, 141]",3287553,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,9.894028664566576,9.64416703209281,10.835242923349142,17.21425401046872,9.644294856116176,0.002239689688047991,55.94677734375,82.0,,,
darcy_fno_base_pad15_seed0_eager_tf32,darcy_fno_base_pad15,0,eager,tf32,results/jetson_fno_precision/darcy_fno_base_pad15_seed0_eager_tf32.json,success,darcy,"[141, 141]",3287553,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,8.60240270694097,8.410625159740448,9.549763984978199,12.214262038469315,8.412256836891174,0.0047682424370874875,55.94677734375,82.0,,,
darcy_fno_base_pad15_seed0_torchscript_bf16_autocast,darcy_fno_base_pad15,0,torchscript,bf16_autocast,results/jetson_fno_precision/darcy_fno_base_pad15_seed0_torchscript_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,"The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_pad15_seed0_torchscript_fp16_autocast,darcy_fno_base_pad15,0,torchscript,fp16_autocast,results/jetson_fno_precision/darcy_fno_base_pad15_seed0_torchscript_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_156, 156","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_pad15_seed0_torchscript_fp16_native,darcy_fno_base_pad15,0,torchscript,fp16_native,results/jetson_fno_precision/darcy_fno_base_pad15_seed0_torchscript_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_156, 156","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_pad15_seed0_torchscript_fp32_strict,darcy_fno_base_pad15,0,torchscript,fp32_strict,results/jetson_fno_precision/darcy_fno_base_pad15_seed0_torchscript_fp32_strict.json,success,darcy,"[141, 141]",3287553,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,9.277212255013486,9.107382968068123,10.197305120527744,12.163316830992699,9.107783203944564,0.003890099755555822,52.005859375,62.0,,,
darcy_fno_base_pad15_seed0_torchscript_tf32,darcy_fno_base_pad15,0,torchscript,tf32,results/jetson_fno_precision/darcy_fno_base_pad15_seed0_torchscript_tf32.json,success,darcy,"[141, 141]",3287553,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,8.123376732692122,7.874801522120833,9.136056061834097,13.326297048479319,7.87427369505167,0.0018640932036498696,52.005859375,62.0,,,
darcy_fno_base_r141_seed0_eager_bf16_autocast,darcy_fno_base_r141,0,eager,bf16_autocast,results/jetson_fno_precision/darcy_fno_base_r141_seed0_eager_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,Unsupported dtype BFloat16
darcy_fno_base_r141_seed0_eager_fp16_autocast,darcy_fno_base_r141,0,eager,fp16_autocast,results/jetson_fno_precision/darcy_fno_base_r141_seed0_eager_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_150, 150","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[150, 150]"
darcy_fno_base_r141_seed0_eager_fp16_native,darcy_fno_base_r141,0,eager,fp16_native,results/jetson_fno_precision/darcy_fno_base_r141_seed0_eager_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_150, 150","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[150, 150]"
darcy_fno_base_r141_seed0_eager_fp32_strict,darcy_fno_base_r141,0,eager,fp32_strict,results/jetson_fno_precision/darcy_fno_base_r141_seed0_eager_fp32_strict.json,success,darcy,"[141, 141]",3287553,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,9.642542448515693,9.371872060000896,10.849358048290014,14.165938831865788,9.371327934786677,0.008300978377052185,54.25830078125,82.0,,,
darcy_fno_base_r141_seed0_eager_tf32,darcy_fno_base_r141,0,eager,tf32,results/jetson_fno_precision/darcy_fno_base_r141_seed0_eager_tf32.json,success,darcy,"[141, 141]",3287553,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,8.27307180967182,8.057784056290984,9.100152179598808,12.378013227134943,8.054888108745217,0.006336444673176252,54.25830078125,82.0,,,
darcy_fno_base_r141_seed0_torchscript_bf16_autocast,darcy_fno_base_r141,0,torchscript,bf16_autocast,results/jetson_fno_precision/darcy_fno_base_r141_seed0_torchscript_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,"The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_r141_seed0_torchscript_fp16_autocast,darcy_fno_base_r141,0,torchscript,fp16_autocast,results/jetson_fno_precision/darcy_fno_base_r141_seed0_torchscript_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_150, 150","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_r141_seed0_torchscript_fp16_native,darcy_fno_base_r141,0,torchscript,fp16_native,results/jetson_fno_precision/darcy_fno_base_r141_seed0_torchscript_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_150, 150","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_r141_seed0_torchscript_fp32_strict,darcy_fno_base_r141,0,torchscript,fp32_strict,results/jetson_fno_precision/darcy_fno_base_r141_seed0_torchscript_fp32_strict.json,success,darcy,"[141, 141]",3287553,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,9.066314265752832,8.806976256892085,10.259995702654123,15.089296735823154,8.805408142507076,0.003727824304264444,50.59716796875,62.0,,,
darcy_fno_base_r141_seed0_torchscript_tf32,darcy_fno_base_r141,0,torchscript,tf32,results/jetson_fno_precision/darcy_fno_base_r141_seed0_torchscript_tf32.json,success,darcy,"[141, 141]",3287553,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,7.74534381305178,7.533032447099686,8.218653965741396,14.467038679867983,7.527448236942291,0.007397831629887193,50.59716796875,62.0,,,
darcy_fno_base_r211_seed1_eager_bf16_autocast,darcy_fno_base_r211,1,eager,bf16_autocast,results/jetson_fno_precision/darcy_fno_base_r211_seed1_eager_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r211_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,Unsupported dtype BFloat16
darcy_fno_base_r211_seed1_eager_fp16_autocast,darcy_fno_base_r211,1,eager,fp16_autocast,results/jetson_fno_precision/darcy_fno_base_r211_seed1_eager_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r211_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_220, 220","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[220, 220]"
darcy_fno_base_r211_seed1_eager_fp16_native,darcy_fno_base_r211,1,eager,fp16_native,results/jetson_fno_precision/darcy_fno_base_r211_seed1_eager_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r211_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_220, 220","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[220, 220]"
darcy_fno_base_r211_seed1_eager_fp32_strict,darcy_fno_base_r211,1,eager,fp32_strict,results/jetson_fno_precision/darcy_fno_base_r211_seed1_eager_fp32_strict.json,success,darcy,"[211, 211]",3287553,artifacts/benchmark_inputs/darcy_r211_bank.pt,"[1, 211, 211]",torch.float32,18.638942502439022,18.128017196431756,20.52303496748209,30.849178787320852,18.1305930018425,0.005076118056913298,78.43212890625,104.0,,,
darcy_fno_base_r211_seed1_eager_tf32,darcy_fno_base_r211,1,eager,tf32,results/jetson_fno_precision/darcy_fno_base_r211_seed1_eager_tf32.json,success,darcy,"[211, 211]",3287553,artifacts/benchmark_inputs/darcy_r211_bank.pt,"[1, 211, 211]",torch.float32,16.74435854734232,16.459069913253188,18.220819998532534,24.599961936473846,16.476894496008754,0.02711563820168818,78.43212890625,104.0,,,
darcy_fno_base_r211_seed1_torchscript_bf16_autocast,darcy_fno_base_r211,1,torchscript,bf16_autocast,results/jetson_fno_precision/darcy_fno_base_r211_seed1_torchscript_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r211_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,"The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_r211_seed1_torchscript_fp16_autocast,darcy_fno_base_r211,1,torchscript,fp16_autocast,results/jetson_fno_precision/darcy_fno_base_r211_seed1_torchscript_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r211_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_220, 220","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_r211_seed1_torchscript_fp16_native,darcy_fno_base_r211,1,torchscript,fp16_native,results/jetson_fno_precision/darcy_fno_base_r211_seed1_torchscript_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r211_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_220, 220","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_r211_seed1_torchscript_fp32_strict,darcy_fno_base_r211,1,torchscript,fp32_strict,results/jetson_fno_precision/darcy_fno_base_r211_seed1_torchscript_fp32_strict.json,success,darcy,"[211, 211]",3287553,artifacts/benchmark_inputs/darcy_r211_bank.pt,"[1, 211, 211]",torch.float32,17.619980921347935,17.23829540424049,19.027278758585453,28.28788571059704,17.25528691895306,0.0406613343730451,70.4697265625,104.0,,,
darcy_fno_base_r211_seed1_torchscript_tf32,darcy_fno_base_r211,1,torchscript,tf32,results/jetson_fno_precision/darcy_fno_base_r211_seed1_torchscript_tf32.json,success,darcy,"[211, 211]",3287553,artifacts/benchmark_inputs/darcy_r211_bank.pt,"[1, 211, 211]",torch.float32,15.965660673876604,15.446463832631707,17.75427907705307,25.871555786579847,15.44292806647718,0.010351072756832298,70.4697265625,104.0,,,
darcy_fno_base_r281_seed1_eager_bf16_autocast,darcy_fno_base_r281,1,eager,bf16_autocast,results/jetson_fno_precision/darcy_fno_base_r281_seed1_eager_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r281_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,Unsupported dtype BFloat16
darcy_fno_base_r281_seed1_eager_fp16_autocast,darcy_fno_base_r281,1,eager,fp16_autocast,results/jetson_fno_precision/darcy_fno_base_r281_seed1_eager_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r281_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_290, 290","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[290, 290]"
darcy_fno_base_r281_seed1_eager_fp16_native,darcy_fno_base_r281,1,eager,fp16_native,results/jetson_fno_precision/darcy_fno_base_r281_seed1_eager_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r281_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_290, 290","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[290, 290]"
darcy_fno_base_r281_seed1_eager_fp32_strict,darcy_fno_base_r281,1,eager,fp32_strict,results/jetson_fno_precision/darcy_fno_base_r281_seed1_eager_fp32_strict.json,success,darcy,"[281, 281]",3287553,artifacts/benchmark_inputs/darcy_r281_bank.pt,"[1, 281, 281]",torch.float32,39.105983331489064,38.12659508548677,44.19942479580641,54.6545647084713,38.130420027300715,0.034097869980405274,112.64501953125,164.0,,,
darcy_fno_base_r281_seed1_eager_tf32,darcy_fno_base_r281,1,eager,tf32,results/jetson_fno_precision/darcy_fno_base_r281_seed1_eager_tf32.json,success,darcy,"[281, 281]",3287553,artifacts/benchmark_inputs/darcy_r281_bank.pt,"[1, 281, 281]",torch.float32,35.45752855328222,34.73730734549463,37.810332141816616,52.25731013342738,34.724186873063445,0.05142423121695469,112.64501953125,194.0,,,
darcy_fno_base_r281_seed1_torchscript_bf16_autocast,darcy_fno_base_r281,1,torchscript,bf16_autocast,results/jetson_fno_precision/darcy_fno_base_r281_seed1_torchscript_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r281_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,"The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_r281_seed1_torchscript_fp16_autocast,darcy_fno_base_r281,1,torchscript,fp16_autocast,results/jetson_fno_precision/darcy_fno_base_r281_seed1_torchscript_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r281_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_290, 290","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_r281_seed1_torchscript_fp16_native,darcy_fno_base_r281,1,torchscript,fp16_native,results/jetson_fno_precision/darcy_fno_base_r281_seed1_torchscript_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r281_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_290, 290","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_r281_seed1_torchscript_fp32_strict,darcy_fno_base_r281,1,torchscript,fp32_strict,results/jetson_fno_precision/darcy_fno_base_r281_seed1_torchscript_fp32_strict.json,success,darcy,"[281, 281]",3287553,artifacts/benchmark_inputs/darcy_r281_bank.pt,"[1, 281, 281]",torch.float32,37.774475274297096,36.85185709036887,41.43601702526212,53.4978648647666,36.85628902167082,0.012034688877531622,98.81982421875,180.0,,,
darcy_fno_base_r281_seed1_torchscript_tf32,darcy_fno_base_r281,1,torchscript,tf32,results/jetson_fno_precision/darcy_fno_base_r281_seed1_torchscript_tf32.json,success,darcy,"[281, 281]",3287553,artifacts/benchmark_inputs/darcy_r281_bank.pt,"[1, 281, 281]",torch.float32,34.32011868028591,33.58260402455926,36.959045100957155,49.088576808571815,33.59366022050381,0.04942052752497144,98.81982421875,180.0,,,
darcy_fno_base_r421_seed1_eager_bf16_autocast,darcy_fno_base_r421,1,eager,bf16_autocast,results/jetson_fno_precision/darcy_fno_base_r421_seed1_eager_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r421_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,Unsupported dtype BFloat16
darcy_fno_base_r421_seed1_eager_fp16_autocast,darcy_fno_base_r421,1,eager,fp16_autocast,results/jetson_fno_precision/darcy_fno_base_r421_seed1_eager_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r421_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_430, 430","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[430, 430]"
darcy_fno_base_r421_seed1_eager_fp16_native,darcy_fno_base_r421,1,eager,fp16_native,results/jetson_fno_precision/darcy_fno_base_r421_seed1_eager_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r421_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_430, 430","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[430, 430]"
darcy_fno_base_r421_seed1_eager_fp32_strict,darcy_fno_base_r421,1,eager,fp32_strict,results/jetson_fno_precision/darcy_fno_base_r421_seed1_eager_fp32_strict.json,success,darcy,"[421, 421]",3287553,artifacts/benchmark_inputs/darcy_r421_bank.pt,"[1, 421, 421]",torch.float32,84.18367681015904,84.19109304668382,85.0359529722482,85.6352070113644,84.17773252585903,0.08978140609962001,205.68310546875,384.0,,,
darcy_fno_base_r421_seed1_eager_tf32,darcy_fno_base_r421,1,eager,tf32,results/jetson_fno_precision/darcy_fno_base_r421_seed1_eager_tf32.json,success,darcy,"[421, 421]",3287553,artifacts/benchmark_inputs/darcy_r421_bank.pt,"[1, 421, 421]",torch.float32,79.4877754834791,79.45310598006472,80.39614604786038,81.09165797941387,79.50862753205001,0.19113428475095232,205.68310546875,384.0,,,
darcy_fno_base_r421_seed1_torchscript_bf16_autocast,darcy_fno_base_r421,1,torchscript,bf16_autocast,results/jetson_fno_precision/darcy_fno_base_r421_seed1_torchscript_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r421_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,"The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_r421_seed1_torchscript_fp16_autocast,darcy_fno_base_r421,1,torchscript,fp16_autocast,results/jetson_fno_precision/darcy_fno_base_r421_seed1_torchscript_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r421_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_430, 430","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_r421_seed1_torchscript_fp16_native,darcy_fno_base_r421,1,torchscript,fp16_native,results/jetson_fno_precision/darcy_fno_base_r421_seed1_torchscript_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r421_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_430, 430","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_r421_seed1_torchscript_fp32_strict,darcy_fno_base_r421,1,torchscript,fp32_strict,results/jetson_fno_precision/darcy_fno_base_r421_seed1_torchscript_fp32_strict.json,success,darcy,"[421, 421]",3287553,artifacts/benchmark_inputs/darcy_r421_bank.pt,"[1, 421, 421]",torch.float32,82.08647811280873,81.9754459662363,82.9430470475927,83.32139602862298,82.04082399606705,0.08417949713417461,175.3095703125,354.0,,,
darcy_fno_base_r421_seed1_torchscript_tf32,darcy_fno_base_r421,1,torchscript,tf32,results/jetson_fno_precision/darcy_fno_base_r421_seed1_torchscript_tf32.json,success,darcy,"[421, 421]",3287553,artifacts/benchmark_inputs/darcy_r421_bank.pt,"[1, 421, 421]",torch.float32,76.697677897367,76.53669896535575,77.57943798787892,78.1348809832707,76.79686800111085,0.2146336467438596,175.3095703125,354.0,,,
darcy_fno_base_r85_seed2_eager_bf16_autocast,darcy_fno_base_r85,2,eager,bf16_autocast,results/jetson_fno_precision/darcy_fno_base_r85_seed2_eager_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r85_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,Unsupported dtype BFloat16
darcy_fno_base_r85_seed2_eager_fp16_autocast,darcy_fno_base_r85,2,eager,fp16_autocast,results/jetson_fno_precision/darcy_fno_base_r85_seed2_eager_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r85_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_94, 94","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[94, 94]"
darcy_fno_base_r85_seed2_eager_fp16_native,darcy_fno_base_r85,2,eager,fp16_native,results/jetson_fno_precision/darcy_fno_base_r85_seed2_eager_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r85_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_94, 94","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[94, 94]"
darcy_fno_base_r85_seed2_eager_fp32_strict,darcy_fno_base_r85,2,eager,fp32_strict,results/jetson_fno_precision/darcy_fno_base_r85_seed2_eager_fp32_strict.json,success,darcy,"[85, 85]",3287553,artifacts/benchmark_inputs/darcy_r85_bank.pt,"[1, 85, 85]",torch.float32,6.521275172320505,6.346567068248987,6.767731625586748,11.258081998676062,6.355063524097204,0.010110177476991427,41.6611328125,62.0,,,
darcy_fno_base_r85_seed2_eager_tf32,darcy_fno_base_r85,2,eager,tf32,results/jetson_fno_precision/darcy_fno_base_r85_seed2_eager_tf32.json,success,darcy,"[85, 85]",3287553,artifacts/benchmark_inputs/darcy_r85_bank.pt,"[1, 85, 85]",torch.float32,6.641199528239667,6.587759125977755,6.861016154289246,7.65988789498806,6.581742549315095,0.00815266329802164,41.6611328125,62.0,,,
darcy_fno_base_r85_seed2_torchscript_bf16_autocast,darcy_fno_base_r85,2,torchscript,bf16_autocast,results/jetson_fno_precision/darcy_fno_base_r85_seed2_torchscript_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r85_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,"The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
