tag,experiment_name,selected_seed,mode,precision_mode,json_path,status,dataset,resolution,parameter_count,input_bank,input_shape,input_dtype,mean_ms,median_ms,p95_ms,p99_ms,repeat_median_ms_median,repeat_median_ms_std,peak_cuda_alloc_mb,peak_cuda_reserved_mb,error_type,failure_class,error_message_short
darcy_fno_base_r85_seed2_torchscript_fp16_autocast,darcy_fno_base_r85,2,torchscript,fp16_autocast,results/jetson_fno_precision/darcy_fno_base_r85_seed2_torchscript_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r85_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_94, 94","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_r85_seed2_torchscript_fp16_native,darcy_fno_base_r85,2,torchscript,fp16_native,results/jetson_fno_precision/darcy_fno_base_r85_seed2_torchscript_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r85_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_94, 94","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_r85_seed2_torchscript_fp32_strict,darcy_fno_base_r85,2,torchscript,fp32_strict,results/jetson_fno_precision/darcy_fno_base_r85_seed2_torchscript_fp32_strict.json,success,darcy,"[85, 85]",3287553,artifacts/benchmark_inputs/darcy_r85_bank.pt,"[1, 85, 85]",torch.float32,5.935150746566554,5.8242150116711855,5.939066875725985,9.94872860610485,5.8237670455127954,0.0011111555434265216,40.7568359375,62.0,,,
darcy_fno_base_r85_seed2_torchscript_tf32,darcy_fno_base_r85,2,torchscript,tf32,results/jetson_fno_precision/darcy_fno_base_r85_seed2_torchscript_tf32.json,success,darcy,"[85, 85]",3287553,artifacts/benchmark_inputs/darcy_r85_bank.pt,"[1, 85, 85]",torch.float32,5.416713029456635,5.348264006897807,5.4358188062906265,7.609871216118336,5.348840029910207,0.0036356053780996073,40.7568359375,62.0,,,
darcy_fno_base_seed0_eager_bf16_autocast,darcy_fno_base,0,eager,bf16_autocast,results/jetson_fno_precision/darcy_fno_base_seed0_eager_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,Unsupported dtype BFloat16
darcy_fno_base_seed0_eager_fp16_autocast,darcy_fno_base,0,eager,fp16_autocast,results/jetson_fno_precision/darcy_fno_base_seed0_eager_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_150, 150","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[150, 150]"
darcy_fno_base_seed0_eager_fp16_native,darcy_fno_base,0,eager,fp16_native,results/jetson_fno_precision/darcy_fno_base_seed0_eager_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_150, 150","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[150, 150]"
darcy_fno_base_seed0_eager_fp32_strict,darcy_fno_base,0,eager,fp32_strict,results/jetson_fno_precision/darcy_fno_base_seed0_eager_fp32_strict.json,success,darcy,"[141, 141]",3287553,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,9.682288744176427,9.342159377411008,11.012766975909472,14.631591737270355,9.34311910532415,0.004187563204211462,54.25830078125,82.0,,,
darcy_fno_base_seed0_eager_tf32,darcy_fno_base,0,eager,tf32,results/jetson_fno_precision/darcy_fno_base_seed0_eager_tf32.json,success,darcy,"[141, 141]",3287553,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,8.363911230117083,8.117995923385024,9.329486638307571,14.654922299087048,8.119004080072045,0.0033700512320628422,54.25830078125,82.0,,,
darcy_fno_base_seed0_torchscript_bf16_autocast,darcy_fno_base,0,torchscript,bf16_autocast,results/jetson_fno_precision/darcy_fno_base_seed0_torchscript_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,"The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_seed0_torchscript_fp16_autocast,darcy_fno_base,0,torchscript,fp16_autocast,results/jetson_fno_precision/darcy_fno_base_seed0_torchscript_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_150, 150","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_seed0_torchscript_fp16_native,darcy_fno_base,0,torchscript,fp16_native,results/jetson_fno_precision/darcy_fno_base_seed0_torchscript_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_150, 150","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_base_seed0_torchscript_fp32_strict,darcy_fno_base,0,torchscript,fp32_strict,results/jetson_fno_precision/darcy_fno_base_seed0_torchscript_fp32_strict.json,success,darcy,"[141, 141]",3287553,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,8.978159508357445,8.804609533399343,9.920801967382431,11.883036233484745,8.800833020359278,0.002649256730500416,50.59716796875,62.0,,,
darcy_fno_base_seed0_torchscript_tf32,darcy_fno_base,0,torchscript,tf32,results/jetson_fno_precision/darcy_fno_base_seed0_torchscript_tf32.json,success,darcy,"[141, 141]",3287553,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,7.814768296666443,7.574349408969283,8.818530011922121,13.500298839062452,7.567214081063867,0.008975690964482476,50.59716796875,62.0,,,
darcy_fno_large_seed0_eager_bf16_autocast,darcy_fno_large,0,eager,bf16_autocast,results/jetson_fno_precision/darcy_fno_large_seed0_eager_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,Unsupported dtype BFloat16
darcy_fno_large_seed0_eager_fp16_autocast,darcy_fno_large,0,eager,fp16_autocast,results/jetson_fno_precision/darcy_fno_large_seed0_eager_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_153, 153","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[153, 153]"
darcy_fno_large_seed0_eager_fp16_native,darcy_fno_large,0,eager,fp16_native,results/jetson_fno_precision/darcy_fno_large_seed0_eager_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_153, 153","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[153, 153]"
darcy_fno_large_seed0_eager_fp32_strict,darcy_fno_large,0,eager,fp32_strict,results/jetson_fno_precision/darcy_fno_large_seed0_eager_fp32_strict.json,success,darcy,"[141, 141]",28345217,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,31.260859621688724,30.550465919077396,33.83559314534068,46.13082902505994,30.547969974577427,0.0161218100946949,265.49755859375,276.0,,,
darcy_fno_large_seed0_eager_tf32,darcy_fno_large,0,eager,tf32,results/jetson_fno_precision/darcy_fno_large_seed0_eager_tf32.json,success,darcy,"[141, 141]",28345217,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,29.21718981427451,28.528259601444006,32.00769703835249,44.352150056511164,28.533523669466376,0.02861378561105082,265.49755859375,276.0,,,
darcy_fno_large_seed0_torchscript_bf16_autocast,darcy_fno_large,0,torchscript,bf16_autocast,results/jetson_fno_precision/darcy_fno_large_seed0_torchscript_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,"The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_large_seed0_torchscript_fp16_autocast,darcy_fno_large,0,torchscript,fp16_autocast,results/jetson_fno_precision/darcy_fno_large_seed0_torchscript_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_153, 153","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_large_seed0_torchscript_fp16_native,darcy_fno_large,0,torchscript,fp16_native,results/jetson_fno_precision/darcy_fno_large_seed0_torchscript_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_153, 153","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_large_seed0_torchscript_fp32_strict,darcy_fno_large,0,torchscript,fp32_strict,results/jetson_fno_precision/darcy_fno_large_seed0_torchscript_fp32_strict.json,success,darcy,"[141, 141]",28345217,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,30.353322788141668,29.653912177309394,32.91310276836157,46.356632839888334,29.68245791271329,0.020762311698525052,260.93359375,276.0,,,
darcy_fno_large_seed0_torchscript_tf32,darcy_fno_large,0,torchscript,tf32,results/jetson_fno_precision/darcy_fno_large_seed0_torchscript_tf32.json,success,darcy,"[141, 141]",28345217,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,28.64846789898972,27.874897001311183,31.226843129843473,43.39625220745802,27.87262503989041,0.12656154296038585,260.93359375,276.0,,,
darcy_fno_small_seed4_eager_bf16_autocast,darcy_fno_small,4,eager,bf16_autocast,results/jetson_fno_precision/darcy_fno_small_seed4_eager_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,Unsupported dtype BFloat16
darcy_fno_small_seed4_eager_fp16_autocast,darcy_fno_small,4,eager,fp16_autocast,results/jetson_fno_precision/darcy_fno_small_seed4_eager_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_149, 149","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[149, 149]"
darcy_fno_small_seed4_eager_fp16_native,darcy_fno_small,4,eager,fp16_native,results/jetson_fno_precision/darcy_fno_small_seed4_eager_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_149, 149","cuFFT only supports dimensions whose sizes are powers of two when computing in half precision, but got a signal size of[149, 149]"
darcy_fno_small_seed4_eager_fp32_strict,darcy_fno_small,4,eager,fp32_strict,results/jetson_fno_precision/darcy_fno_small_seed4_eager_fp32_strict.json,success,darcy,"[141, 141]",667713,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,7.977823629043996,7.792694494128227,8.25453270226717,13.47223436459899,7.789382245391607,0.006287525617688861,27.78369140625,48.0,,,
darcy_fno_small_seed4_eager_tf32,darcy_fno_small,4,eager,tf32,results/jetson_fno_precision/darcy_fno_small_seed4_eager_tf32.json,success,darcy,"[141, 141]",667713,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,7.404534875725706,7.402234012261033,7.449388038367033,7.478092797100544,7.400810020044446,0.0020454513477025185,27.78369140625,48.0,,,
darcy_fno_small_seed4_torchscript_bf16_autocast,darcy_fno_small,4,torchscript,bf16_autocast,results/jetson_fno_precision/darcy_fno_small_seed4_torchscript_bf16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,fft_bf16_unsupported,"The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_small_seed4_torchscript_fp16_autocast,darcy_fno_small,4,torchscript,fp16_autocast,results/jetson_fno_precision/darcy_fno_small_seed4_torchscript_fp16_autocast.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_149, 149","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_small_seed4_torchscript_fp16_native,darcy_fno_small,4,torchscript,fp16_native,results/jetson_fno_precision/darcy_fno_small_seed4_torchscript_fp16_native.json,failed,,null,,artifacts/benchmark_inputs/darcy_r141_bank.pt,null,,,,,,,,,,RuntimeError,"fft_fp16_non_power_of_two_size_149, 149","The following operation failed in the TorchScript interpreter. Traceback of TorchScript, serialized code (most recent call last):   File ""code/__torch__/src/eval/common.py"", line 43, in forward           x4 = x3         model0 = self.model         y1 = (model0).forward(x4, )               ~~~~~~~~~~"
darcy_fno_small_seed4_torchscript_fp32_strict,darcy_fno_small,4,torchscript,fp32_strict,results/jetson_fno_precision/darcy_fno_small_seed4_torchscript_fp32_strict.json,success,darcy,"[141, 141]",667713,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,7.329758557801445,7.155378581956029,7.373768836259842,13.982171192765236,7.156451232731342,0.0025680561695290566,25.5234375,48.0,,,
darcy_fno_small_seed4_torchscript_tf32,darcy_fno_small,4,torchscript,tf32,results/jetson_fno_precision/darcy_fno_small_seed4_torchscript_tf32.json,success,darcy,"[141, 141]",667713,artifacts/benchmark_inputs/darcy_r141_bank.pt,"[1, 141, 141]",torch.float32,6.932141655124724,6.82187988422811,6.899226922541857,11.3866007886827,6.822392111644149,0.0021531025517977907,25.5234375,48.0,,,
fno_burgers_tf32_vs_fp32_perturb,,,,,results/jetson_fno_precision/fno_burgers_tf32_vs_fp32_perturb.json,unknown,,null,,/home/jetson/jjyoo3/EDCNO/artifacts/benchmark_inputs/burgers_r2048_bank.pt,"[8, 2048]",,,,,,,,,,,other_runtime_failure,
fno_darcy_tf32_vs_fp32_perturb,,,,,results/jetson_fno_precision/fno_darcy_tf32_vs_fp32_perturb.json,unknown,,null,,/home/jetson/jjyoo3/EDCNO/artifacts/benchmark_inputs/darcy_r141_bank.pt,"[8, 141, 141]",,,,,,,,,,,other_runtime_failure,
