field,value
run_ts,20260715_014423
run_dir,<REPO>/results/gh200_fp32_20260715/hx/full_rep1
report_dir,<REPO>/results/gh200_fp32_20260715/hx/full_rep1/reports
device,cuda
gpu_name,NVIDIA GH200 120GB
torch_version,2.11.0+cu128
cuda_version,12.8
model_checkpoint,<JETSON_HPC>/VirSO/For_Jetson/For_Jetson/sp2gno_final.pth
model_checkpoint_name,sp2gno_final.pth
model_params,1661828
num_edges,134570
profiled_flops_per_sample,2035699672.0
analytic_flops_per_sample,8964817920.0
macs_per_sample,1017849836.0
graph_type,knn
k,30
r,0.001
k_lower,45
start_radius,0.0005
factor_of_lower,1
dataset_largest_mode,150
model_max_mode,64
num_nodes,3977
num_samples,11470
input_dim,102
output_dim,4
num_layers,10
width,48
max_mode,64
k_neighbors,30
embed,1
spectral,1
spatial,1
collab_skip,1
spectral_skip,1
dataset_build_time_s,1.5084583759307861
single_sample_latency_ms,105.93390464782715
avg_latency_ms,10.473220890879944
p50_latency_ms,10.429859161376953
p95_latency_ms,10.880625247955322
total_inference_time_s,120.86751961708069
inference_start_wall_s,1784097882.8817093
inference_end_wall_s,1784098003.749229
inference_elapsed_wall_s,120.86751961708069
latency_s_per_iteration,0.010537708772195353
avg_total_loss,0.04155499490226417
avg_pressure_loss,0.004679708795073103
avg_vx_loss,0.008713222047396867
avg_vy_loss,0.008597574668831688
avg_vz_loss,0.007145895935236147
peak_gpu_mem_mb,133.15625
cuda_peak_alloc_mb,133.15625
cuda_peak_reserved_mb,176.0
cuda_mem_get_info_peak_used_mb,912.0625
cuda_mem_get_info_delta_from_program_start_mb,348.0
cuda_mem_get_info_delta_from_after_model_load_mb,340.0
cuda_mem_snapshots_json,"[{""tag"": ""program_start"", ""alloc_mb"": 0.0, ""reserved_mb"": 0.0, ""max_alloc_mb"": 0.0, ""max_reserved_mb"": 0.0, ""mem_get_info_free_mb"": 96794.125, ""mem_get_info_total_mb"": 97358.1875, ""mem_get_info_used_mb"": 564.0625}, {""tag"": ""after_normalizers"", ""alloc_mb"": 0.0009765625, ""reserved_mb"": 2.0, ""max_alloc_mb"": 0.0009765625, ""max_reserved_mb"": 2.0, ""mem_get_info_free_mb"": 96792.125, ""mem_get_info_total_mb"": 97358.1875, ""mem_get_info_used_mb"": 566.0625}, {""tag"": ""after_model_load"", ""alloc_mb"": 6.39404296875, ""reserved_mb"": 8.0, ""max_alloc_mb"": 6.39404296875, ""max_reserved_mb"": 8.0, ""mem_get_info_free_mb"": 96786.125, ""mem_get_info_total_mb"": 97358.1875, ""mem_get_info_used_mb"": 572.0625}, {""tag"": ""before_peak_reset_after_model_load"", ""alloc_mb"": 39.39404296875, ""reserved_mb"": 176.0, ""max_alloc_mb"": 133.0791015625, ""max_reserved_mb"": 176.0, ""mem_get_info_free_mb"": 96446.125, ""mem_get_info_total_mb"": 97358.1875, ""mem_get_info_used_mb"": 912.0625}, {""tag"": ""after_peak_reset_before_inference"", ""alloc_mb"": 39.39404296875, ""reserved_mb"": 176.0, ""max_alloc_mb"": 39.39404296875, ""max_reserved_mb"": 176.0, ""mem_get_info_free_mb"": 96446.125, ""mem_get_info_total_mb"": 97358.1875, ""mem_get_info_used_mb"": 912.0625}, {""tag"": ""after_first_sample_before_delete"", ""alloc_mb"": 46.3193359375, ""reserved_mb"": 176.0, ""max_alloc_mb"": 133.1552734375, ""max_reserved_mb"": 176.0, ""mem_get_info_free_mb"": 96446.125, ""mem_get_info_total_mb"": 97358.1875, ""mem_get_info_used_mb"": 912.0625}, {""tag"": ""after_timed_loop"", ""alloc_mb"": 39.39501953125, ""reserved_mb"": 176.0, ""max_alloc_mb"": 133.15625, ""max_reserved_mb"": 176.0, ""mem_get_info_free_mb"": 96446.125, ""mem_get_info_total_mb"": 97358.1875, ""mem_get_info_used_mb"": 912.0625}]"
predictions_path,<REPO>/results/gh200_fp32_20260715/hx/full_rep1/outputs/virso_predictions.npy
targets_path,<REPO>/results/gh200_fp32_20260715/hx/full_rep1/outputs/virso_targets.npy
predictions_shape,"(310, 3977, 4)"
targets_shape,"(310, 3977, 4)"
dry_prediction_path,<REPO>/results/gh200_fp32_20260715/hx/full_rep1/outputs/virso_single_pred.npy
dry_target_path,<REPO>/results/gh200_fp32_20260715/hx/full_rep1/outputs/virso_single_gold.npy
monitor_cmd,nvidia-smi
monitor_log,<REPO>/results/gh200_fp32_20260715/hx/full_rep1/logs/tegrastats_20260715_014423.log
log_file,<REPO>/results/gh200_fp32_20260715/hx/full_rep1/logs/virso_inference_20260715_014423.log
amp_mode,off
amp_resolved_dtype,None
tf32_mode,strict
cuda_matmul_allow_tf32,False
cudnn_allow_tf32,False
float32_matmul_precision,highest
