08-04-2026 17:23:23 RAM 3994/7620MB (lfb 13x1MB) SWAP 2195/12002MB (cached 118MB) CPU [0%@1728,27%@1728,0%@1728,0%@1728,10%@1728,0%@1728] GR3D_FREQ 0% cpu@58.75C soc2@57.625C soc0@58.343C gpu@58.75C tj@59.781C soc1@59.781C VDD_IN 9312mW/9312mW VDD_CPU_GPU_CV 3108mW/3108mW VDD_SOC 2703mW/2703mW
08-04-2026 17:23:23 RAM 3994/7620MB (lfb 13x1MB) SWAP 2195/12002MB (cached 118MB) CPU [0%@1728,0%@1728,9%@1728,0%@1728,0%@1728,0%@1728] GR3D_FREQ 0% cpu@58.406C soc2@57.562C soc0@58.5C gpu@58.375C tj@59.937C soc1@59.937C VDD_IN 8943mW/9128mW VDD_CPU_GPU_CV 2785mW/2947mW VDD_SOC 2666mW/2685mW
08-04-2026 17:23:23 RAM 3994/7620MB (lfb 13x1MB) SWAP 2195/12002MB (cached 118MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,72%@1728] GR3D_FREQ 21% cpu@58.687C soc2@57.625C soc0@58.5C gpu@58.968C tj@59.937C soc1@59.75C VDD_IN 8902mW/9052mW VDD_CPU_GPU_CV 2785mW/2893mW VDD_SOC 2666mW/2678mW
08-04-2026 17:23:24 RAM 3995/7620MB (lfb 13x1MB) SWAP 2195/12002MB (cached 118MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,100%@1728] GR3D_FREQ 29% cpu@58.875C soc2@57.593C soc0@58.375C gpu@58.937C tj@59.812C soc1@59.812C VDD_IN 9107mW/9066mW VDD_CPU_GPU_CV 2944mW/2906mW VDD_SOC 2707mW/2686mW
08-04-2026 17:23:24 RAM 3995/7620MB (lfb 13x1MB) SWAP 2195/12002MB (cached 118MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@1728,100%@1728] GR3D_FREQ 20% cpu@58.781C soc2@57.5C soc0@58.406C gpu@59.218C tj@59.812C soc1@59.812C VDD_IN 9230mW/9099mW VDD_CPU_GPU_CV 3026mW/2930mW VDD_SOC 2703mW/2689mW
08-04-2026 17:23:24 RAM 3995/7620MB (lfb 13x1MB) SWAP 2195/12002MB (cached 118MB) CPU [9%@1728,0%@1728,0%@1728,0%@1728,0%@1728,100%@1728] GR3D_FREQ 21% cpu@58.468C soc2@57.531C soc0@58.343C gpu@59C tj@59.875C soc1@59.875C VDD_IN 9312mW/9134mW VDD_CPU_GPU_CV 3148mW/2966mW VDD_SOC 2703mW/2691mW
08-04-2026 17:23:24 RAM 3995/7620MB (lfb 13x1MB) SWAP 2195/12002MB (cached 118MB) CPU [9%@1728,0%@1728,9%@1728,0%@1728,0%@1728,100%@1728] GR3D_FREQ 18% cpu@58.718C soc2@57.593C soc0@58.468C gpu@58.968C tj@59.937C soc1@59.937C VDD_IN 9476mW/9183mW VDD_CPU_GPU_CV 3230mW/3004mW VDD_SOC 2703mW/2693mW
08-04-2026 17:23:24 RAM 3995/7620MB (lfb 13x1MB) SWAP 2195/12002MB (cached 118MB) CPU [0%@1728,16%@1728,9%@1728,9%@1728,0%@1728,100%@1728] GR3D_FREQ 21% cpu@58.812C soc2@57.562C soc0@58.343C gpu@59.125C tj@59.75C soc1@59.75C VDD_IN 9476mW/9220mW VDD_CPU_GPU_CV 3271mW/3037mW VDD_SOC 2703mW/2694mW
08-04-2026 17:23:24 RAM 3995/7620MB (lfb 13x1MB) SWAP 2195/12002MB (cached 118MB) CPU [9%@1728,0%@1728,0%@1728,0%@1728,9%@1728,100%@1728] GR3D_FREQ 21% cpu@58.75C soc2@57.5C soc0@58.312C gpu@59.125C tj@59.781C soc1@59.781C VDD_IN 9517mW/9253mW VDD_CPU_GPU_CV 3312mW/3068mW VDD_SOC 2703mW/2695mW
08-04-2026 17:23:24 RAM 3995/7620MB (lfb 13x1MB) SWAP 2195/12002MB (cached 118MB) CPU [0%@1728,0%@1728,0%@1728,8%@1728,0%@1728,100%@1728] GR3D_FREQ 19% cpu@58.468C soc2@57.562C soc0@58.281C gpu@58.875C tj@59.875C soc1@59.875C VDD_IN 9558mW/9283mW VDD_CPU_GPU_CV 3353mW/3096mW VDD_SOC 2703mW/2696mW
08-04-2026 17:23:24 RAM 3995/7620MB (lfb 13x1MB) SWAP 2195/12002MB (cached 118MB) CPU [0%@1728,25%@1728,9%@1728,9%@1728,0%@1728,100%@1728] GR3D_FREQ 21% cpu@58.625C soc2@57.593C soc0@58.437C gpu@59.125C tj@59.906C soc1@59.906C VDD_IN 9599mW/9312mW VDD_CPU_GPU_CV 3353mW/3120mW VDD_SOC 2703mW/2697mW
