field,value
run_ts,allocaudit_full_ampfp16_one
run_dir,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/allocaudit_full_ampfp16_one
report_dir,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/allocaudit_full_ampfp16_one/reports
device,cuda
gpu_name,Orin
torch_version,2.5.0a0+872d972e41.nv24.08
cuda_version,12.6
model_checkpoint,/home/jetson/VirSO/For_Jetson/For_Jetson/sp2gno_final.pth
model_checkpoint_name,sp2gno_final.pth
model_params,1661828
num_edges,134570
profiled_flops_per_sample,
analytic_flops_per_sample,
macs_per_sample,
graph_type,knn
k,30
r,0.001
k_lower,45
start_radius,0.0005
factor_of_lower,1
dataset_largest_mode,150
model_max_mode,64
num_nodes,3977
num_samples,1
input_dim,102
output_dim,4
num_layers,10
width,48
max_mode,64
k_neighbors,30
embed,1
spectral,1
spatial,1
collab_skip,1
spectral_skip,1
dataset_build_time_s,5.537193775177002
single_sample_latency_ms,492.46954917907715
avg_latency_ms,492.46954917907715
p50_latency_ms,492.46954917907715
p95_latency_ms,492.46954917907715
total_inference_time_s,0.496614933013916
inference_start_wall_s,1781293190.1460187
inference_end_wall_s,1781293190.6426337
inference_elapsed_wall_s,0.496614933013916
latency_s_per_iteration,0.496614933013916
avg_total_loss,0.04883892787620425
avg_pressure_loss,0.0049476358108222485
avg_vx_loss,0.01086881197988987
avg_vy_loss,0.010461986064910889
avg_vz_loss,0.009271305985748768
peak_gpu_mem_mb,85.892578125
cuda_peak_alloc_mb,85.892578125
cuda_peak_reserved_mb,118.0
cuda_mem_get_info_peak_used_mb,4346.53125
cuda_mem_get_info_delta_from_program_start_mb,501.92578125
cuda_mem_get_info_delta_from_after_model_load_mb,420.20703125
