tegrastats_samples,vdd_in_mean_w,vdd_in_min_w,vdd_in_max_w,vdd_in_last_avg_field_w,board_ram_mean_mb,board_ram_peak_mb,peak_temp_c,gr3d_mean_pct,gr3d_peak_pct
1144,14.014229020979021,12.208,14.164,14.014,3722.1966783216785,3733.0,69.25,65.53758741258741,69.0
