"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Body Item Label","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","2487139","python3.10","127.0.0.1","fused_unsqueeze_sub_add_div","1","7","(512, 1, 1)","(347, 1, 1)","0","8.7","GPU Speed Of Light Throughput","","gpc__cycles_elapsed.avg.per_second","hz","305,132,808.94",
"0","2487139","python3.10","127.0.0.1","fused_unsqueeze_sub_add_div","1","7","(512, 1, 1)","(347, 1, 1)","0","8.7","GPU Speed Of Light Throughput","","gpc__cycles_elapsed.max","cycle","21,413",
"0","2487139","python3.10","127.0.0.1","fused_unsqueeze_sub_add_div","1","7","(512, 1, 1)","(347, 1, 1)","0","8.7","GPU Speed Of Light Throughput","","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","%","28.97",
"0","2487139","python3.10","127.0.0.1","fused_unsqueeze_sub_add_div","1","7","(512, 1, 1)","(347, 1, 1)","0","8.7","GPU Speed Of Light Throughput","","gpu__time_duration.sum","ns","70,176",
"0","2487139","python3.10","127.0.0.1","fused_unsqueeze_sub_add_div","1","7","(512, 1, 1)","(347, 1, 1)","0","8.7","GPU Speed Of Light Throughput","","l1tex__throughput.avg.pct_of_peak_sustained_active","%","24.92",
"0","2487139","python3.10","127.0.0.1","fused_unsqueeze_sub_add_div","1","7","(512, 1, 1)","(347, 1, 1)","0","8.7","GPU Speed Of Light Throughput","","launch__waves_per_multiprocessor","","14.46",
"0","2487139","python3.10","127.0.0.1","fused_unsqueeze_sub_add_div","1","7","(512, 1, 1)","(347, 1, 1)","0","8.7","GPU Speed Of Light Throughput","","lts__throughput.avg.pct_of_peak_sustained_elapsed","%","28.97",
"0","2487139","python3.10","127.0.0.1","fused_unsqueeze_sub_add_div","1","7","(512, 1, 1)","(347, 1, 1)","0","8.7","GPU Speed Of Light Throughput","","sm__cycles_active.avg","cycle","15,572.50",
"0","2487139","python3.10","127.0.0.1","fused_unsqueeze_sub_add_div","1","7","(512, 1, 1)","(347, 1, 1)","0","8.7","GPU Speed Of Light Throughput","","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","61.87",
"0","2487139","python3.10","127.0.0.1","fused_unsqueeze_sub_add_div","1","7","(512, 1, 1)","(347, 1, 1)","0","8.7","GPU Speed Of Light Throughput","GPU Throughput","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","%","28.97",
