"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Roofline Chart","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum.per_cycle_elapsed","inst/cycle","142.98","143.51","143.29"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","gpc__cycles_elapsed.avg.per_second","hz","407,946,732.24","509,956,003.51","448,760,272.40"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","gpc__cycles_elapsed.max","cycle","532,742.00","538,742.00","535,384.40"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","%","71.27","71.56","71.44"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","gpu__time_duration.sum","ns","1,055,744.00","1,307,808.00","1,206,720.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","l1tex__throughput.avg.pct_of_peak_sustained_active","%","71.64","71.88","71.74"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","launch__waves_per_multiprocessor","","64.00","64.00","64.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","lts__throughput.avg.pct_of_peak_sustained_elapsed","%","30.56","30.93","30.78"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__cycles_active.avg","cycle","523,753.62","525,262.62","524,750.45"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","69.62","69.88","69.77"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","%","71.27","71.56","71.44"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","69.62","69.88","69.77"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","idc__request_cycles_active.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__inst_executed.avg.pct_of_peak_sustained_elapsed","%","68.36","68.61","68.51"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed","%","17.84","17.91","17.88"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__inst_executed_pipe_cbu_pred_on_any.avg.pct_of_peak_sustained_elapsed","%","3.59","3.61","3.60"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__inst_executed_pipe_ipa.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed","%","43.05","43.21","43.15"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_elapsed","%","0.78","0.78","0.78"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__instruction_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__issue_active.avg.pct_of_peak_sustained_elapsed","%","68.37","68.62","68.52"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__memory_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed","%","16.70","16.77","16.74"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__mio_inst_issued.avg.pct_of_peak_sustained_elapsed","%","25.99","26.08","26.04"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed","%","17.45","17.52","17.49"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed","%","17.45","17.52","17.49"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed","%","69.62","69.88","69.77"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed","%","17.55","17.62","17.59"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__pipe_fmaheavy_cycles_active.avg.pct_of_peak_sustained_elapsed","%","7.90","7.97","7.94"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","gpu__compute_memory_access_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed","%","12.92","13.07","13.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","gpu__compute_memory_request_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed","%","14.11","14.16","14.14"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed","%","10.67","10.70","10.69"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed","%","71.27","71.56","71.44"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed","%","31.10","31.21","31.16"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed","%","43.05","43.21","43.15"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed","%","29.24","29.37","29.31"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","l1tex__m_xbar2l1tex_read_sectors.avg.pct_of_peak_sustained_elapsed","%","13.19","13.23","13.21"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed","%","0.54","0.54","0.54"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","lts__d_sectors.avg.pct_of_peak_sustained_elapsed","%","18.49","18.70","18.61"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed","%","0.00","0.00","0.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","lts__d_sectors_fill_sysmem.avg.pct_of_peak_sustained_elapsed","%","0.58","0.59","0.59"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","lts__lts2xbar_cycles_active.avg.pct_of_peak_sustained_elapsed","%","27.49","27.80","27.67"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","lts__t_sectors.avg.pct_of_peak_sustained_elapsed","%","25.10","25.39","25.26"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed","%","12.90","13.05","12.99"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU Speed Of Light Throughput","lts__xbar2lts_cycles_active.avg.pct_of_peak_sustained_elapsed","%","30.56","30.93","30.78"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","l1tex__cycles_active.avg","cycle","523,753.62","525,262.62","524,750.45"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","l1tex__cycles_elapsed.sum","cycle","4,208,680.00","4,224,224.00","4,215,140.80"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","lts__cycles_active.avg","cycle","483,062.62","486,877.00","485,516.80"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","lts__cycles_elapsed.sum","cycle","4,261,920.00","4,309,864.00","4,283,056.00"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","sm__cycles_active.avg","cycle","523,753.62","525,262.62","524,750.45"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","sm__cycles_elapsed.sum","cycle","4,208,680.00","4,224,224.00","4,215,140.80"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","smsp__cycles_active.avg","cycle","523,475.84","525,133.12","524,268.05"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","smsp__cycles_elapsed.sum","cycle","16,834,720.00","16,896,896.00","16,860,563.20"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution"
"2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","l1tex__cycles_active.avg","cycle","523,753.62","525,262.62","524,750.45","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","l1tex__cycles_active.max","cycle","524,047.00","525,872.00","525,151.00","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","l1tex__cycles_active.min","cycle","523,380.00","524,908.00","524,334.80","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","l1tex__cycles_active.sum","cycle","4,190,029.00","4,202,101.00","4,198,003.60","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","lts__cycles_active.avg","cycle","483,062.62","486,877.00","485,516.80","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","lts__cycles_active.max","cycle","515,102.00","517,837.00","516,339.20","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","lts__cycles_active.min","cycle","449,357.00","456,684.00","454,178.00","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","lts__cycles_active.sum","cycle","3,864,501.00","3,895,016.00","3,884,134.40","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","sm__cycles_active.avg","cycle","523,753.62","525,262.62","524,750.45","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","sm__cycles_active.max","cycle","524,047.00","525,872.00","525,151.00","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","sm__cycles_active.min","cycle","523,380.00","524,908.00","524,334.80","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","sm__cycles_active.sum","cycle","4,190,029.00","4,202,101.00","4,198,003.60","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","smsp__cycles_active.avg","cycle","523,475.84","525,133.12","524,268.05","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","smsp__cycles_active.max","cycle","524,007.00","525,745.00","524,819.40","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(2, 1024, 1)","0","8.7","5","GPU and Memory Workload Distribution","smsp__cycles_active.min","cycle","522,723.00","524,455.00","523,719.20","2487139","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
