tegrastats_samples,vdd_in_mean_w,vdd_in_min_w,vdd_in_max_w,vdd_in_last_avg_field_w,board_ram_mean_mb,board_ram_peak_mb,peak_temp_c,gr3d_mean_pct,gr3d_peak_pct
1148,19.431619337979093,13.127,19.756,19.432,5285.256097560976,5310.0,74.5,98.70557491289199,99.0
