result_tag,status,failure_class,mode,precision,checkpoint,torchscript,input_bank,batch_size,num_warmup,num_iters,mean_ms,median_ms,p95_ms,p99_ms,peak_cuda_allocated_mb,json
burgers_deeponet_large_torchscript_fp16_autocast,success,,torchscript,fp16_autocast,artifacts/checkpoints/burgers_deeponet_large_seed3_best.pt,artifacts/torchscript/burgers_deeponet_large_seed3.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,1,20,50,2.5924226082861423,2.5182333774864674,2.8370609506964684,4.419900942593813,25.1826171875,results/jetson_deeponet_precision/burgers_deeponet_large_torchscript_fp16_autocast.json
burgers_deeponet_large_torchscript_fp16_native,success,,torchscript,fp16_native,artifacts/checkpoints/burgers_deeponet_large_seed3_best.pt,artifacts/torchscript/burgers_deeponet_large_seed3.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,1,20,50,1.748191500082612,1.689947908744216,2.209325786679983,2.6300139725208282,17.6669921875,results/jetson_deeponet_precision/burgers_deeponet_large_torchscript_fp16_native.json
burgers_deeponet_large_torchscript_fp32_strict,success,,torchscript,fp32_strict,artifacts/checkpoints/burgers_deeponet_large_seed3_best.pt,artifacts/torchscript/burgers_deeponet_large_seed3.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,1,20,50,4.676039395853877,4.47447900660336,5.33519871532917,5.620360840111971,26.19091796875,results/jetson_deeponet_precision/burgers_deeponet_large_torchscript_fp32_strict.json
burgers_deeponet_large_torchscript_tf32,success,,torchscript,tf32,artifacts/checkpoints/burgers_deeponet_large_seed3_best.pt,artifacts/torchscript/burgers_deeponet_large_seed3.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,1,20,50,2.3674334213137627,2.34603532589972,2.6389420963823795,4.296920727938414,26.19091796875,results/jetson_deeponet_precision/burgers_deeponet_large_torchscript_tf32.json
burgers_deeponet_small_eager_bf16_autocast,success,,eager,bf16_autocast,artifacts/checkpoints/burgers_deeponet_small_seed1_best.pt,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,1,20,50,2.728145122528076,2.7149298693984747,2.805509138852358,3.32594383507967,10.6435546875,results/jetson_deeponet_precision/burgers_deeponet_small_eager_bf16_autocast.json
burgers_deeponet_small_eager_fp16_autocast,success,,eager,fp16_autocast,artifacts/checkpoints/burgers_deeponet_small_seed1_best.pt,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,1,20,50,2.583148516714573,2.566732931882143,2.6565436273813248,3.069838974624872,10.6435546875,results/jetson_deeponet_precision/burgers_deeponet_small_eager_fp16_autocast.json
burgers_deeponet_small_eager_fp16_native,success,,eager,fp16_native,artifacts/checkpoints/burgers_deeponet_small_seed1_best.pt,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,1,20,50,2.2791879810392857,2.1661422215402126,3.005259670317173,4.290394019335508,10.3232421875,results/jetson_deeponet_precision/burgers_deeponet_small_eager_fp16_native.json
burgers_deeponet_small_eager_fp32_strict,success,,eager,fp32_strict,artifacts/checkpoints/burgers_deeponet_small_seed1_best.pt,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,1,20,50,2.203887039795518,2.191247185692191,2.2563370876014233,2.649471163749695,11.49951171875,results/jetson_deeponet_precision/burgers_deeponet_small_eager_fp32_strict.json
burgers_deeponet_small_eager_tf32,success,,eager,tf32,artifacts/checkpoints/burgers_deeponet_small_seed1_best.pt,,artifacts/benchmark_inputs/burgers_r2048_bank.pt,1,20,50,2.1080345287919044,2.0901875104755163,2.1667657420039177,2.6216949336230755,11.49951171875,results/jetson_deeponet_precision/burgers_deeponet_small_eager_tf32.json
burgers_deeponet_small_torchscript_bf16_autocast,success,,torchscript,bf16_autocast,artifacts/checkpoints/burgers_deeponet_small_seed1_best.pt,artifacts/torchscript/burgers_deeponet_small_seed1.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,1,20,50,1.6851391457021236,1.6699160914868116,1.7778240144252777,2.1526222117245197,10.515625,results/jetson_deeponet_precision/burgers_deeponet_small_torchscript_bf16_autocast.json
burgers_deeponet_small_torchscript_fp16_autocast,success,,torchscript,fp16_autocast,artifacts/checkpoints/burgers_deeponet_small_seed1_best.pt,artifacts/torchscript/burgers_deeponet_small_seed1.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,1,20,50,1.6113417223095894,1.6011132393032312,1.6582999378442764,2.120749093592167,10.515625,results/jetson_deeponet_precision/burgers_deeponet_small_torchscript_fp16_autocast.json
burgers_deeponet_small_torchscript_fp16_native,success,,torchscript,fp16_native,artifacts/checkpoints/burgers_deeponet_small_seed1_best.pt,artifacts/torchscript/burgers_deeponet_small_seed1.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,1,20,50,1.1428289394825697,1.1215927079319954,1.2185079976916313,1.6556121408939362,10.3154296875,results/jetson_deeponet_precision/burgers_deeponet_small_torchscript_fp16_native.json
burgers_deeponet_small_torchscript_fp32_strict,success,,torchscript,fp32_strict,artifacts/checkpoints/burgers_deeponet_small_seed1_best.pt,artifacts/torchscript/burgers_deeponet_small_seed1.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,1,20,50,1.2058527301996946,1.1988431215286255,1.314446795731783,1.6251788474619389,11.48388671875,results/jetson_deeponet_precision/burgers_deeponet_small_torchscript_fp32_strict.json
burgers_deeponet_small_torchscript_tf32,success,,torchscript,tf32,artifacts/checkpoints/burgers_deeponet_small_seed1_best.pt,artifacts/torchscript/burgers_deeponet_small_seed1.ts,artifacts/benchmark_inputs/burgers_r2048_bank.pt,1,20,50,1.1603444069623947,1.1529529001563787,1.2103798799216747,1.5720888040959835,11.48388671875,results/jetson_deeponet_precision/burgers_deeponet_small_torchscript_tf32.json
darcy_deeponet_base_eager_bf16_autocast,success,,eager,bf16_autocast,artifacts/checkpoints/darcy_deeponet_base_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,5.059204241260886,4.974127979949117,5.451648961752653,6.266110111027956,45.0029296875,results/jetson_deeponet_precision/darcy_deeponet_base_eager_bf16_autocast.json
darcy_deeponet_base_eager_fp16_autocast,success,,eager,fp16_autocast,artifacts/checkpoints/darcy_deeponet_base_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,4.865043703466654,4.823450930416584,4.963407758623362,6.2514860183000565,45.0029296875,results/jetson_deeponet_precision/darcy_deeponet_base_eager_fp16_autocast.json
darcy_deeponet_base_eager_fp16_native,success,,eager,fp16_native,artifacts/checkpoints/darcy_deeponet_base_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,4.571256646886468,4.5352962333709,4.7427271492779255,5.412927828729153,34.65625,results/jetson_deeponet_precision/darcy_deeponet_base_eager_fp16_native.json
darcy_deeponet_base_eager_fp32_strict,success,,eager,fp32_strict,artifacts/checkpoints/darcy_deeponet_base_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,10.169705413281918,9.721015812829137,11.73129491508007,16.803923062980175,60.03125,results/jetson_deeponet_precision/darcy_deeponet_base_eager_fp32_strict.json
darcy_deeponet_base_eager_tf32,success,,eager,tf32,artifacts/checkpoints/darcy_deeponet_base_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,6.126916455104947,5.896400427445769,7.898903917521238,9.364427998661995,60.03125,results/jetson_deeponet_precision/darcy_deeponet_base_eager_tf32.json
darcy_deeponet_base_r141_eager_bf16_autocast,success,,eager,bf16_autocast,artifacts/checkpoints/darcy_deeponet_base_r141_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,5.291521614417434,5.034126108512282,7.66227999702096,8.298974949866533,45.0029296875,results/jetson_deeponet_precision/darcy_deeponet_base_r141_eager_bf16_autocast.json
darcy_deeponet_base_r141_eager_fp16_autocast,success,,eager,fp16_autocast,artifacts/checkpoints/darcy_deeponet_base_r141_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,5.352993160486221,5.025950027629733,8.13954509794712,9.248607326298952,45.0029296875,results/jetson_deeponet_precision/darcy_deeponet_base_r141_eager_fp16_autocast.json
darcy_deeponet_base_r141_eager_fp16_native,success,,eager,fp16_native,artifacts/checkpoints/darcy_deeponet_base_r141_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,4.5081268064677715,4.493531538173556,4.6973139978945255,4.868424031883478,34.65625,results/jetson_deeponet_precision/darcy_deeponet_base_r141_eager_fp16_native.json
darcy_deeponet_base_r141_eager_fp32_strict,success,,eager,fp32_strict,artifacts/checkpoints/darcy_deeponet_base_r141_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,10.200464352965355,9.716335451230407,13.66716017946601,16.539739910513163,60.03125,results/jetson_deeponet_precision/darcy_deeponet_base_r141_eager_fp32_strict.json
darcy_deeponet_base_r141_eager_tf32,success,,eager,tf32,artifacts/checkpoints/darcy_deeponet_base_r141_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,6.058332780376077,5.924524972215295,7.738027255982161,8.925972040742636,60.03125,results/jetson_deeponet_precision/darcy_deeponet_base_r141_eager_tf32.json
darcy_deeponet_base_r141_torchscript_bf16_autocast,success,,torchscript,bf16_autocast,artifacts/checkpoints/darcy_deeponet_base_r141_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r141_seed2.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,4.532608138397336,4.488282836973667,4.802437964826822,5.230484064668417,58.7275390625,results/jetson_deeponet_precision/darcy_deeponet_base_r141_torchscript_bf16_autocast.json
darcy_deeponet_base_r141_torchscript_fp16_autocast,success,,torchscript,fp16_autocast,artifacts/checkpoints/darcy_deeponet_base_r141_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r141_seed2.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,4.634097060188651,4.576110048219562,4.893417004495859,4.981804173439741,58.7275390625,results/jetson_deeponet_precision/darcy_deeponet_base_r141_torchscript_fp16_autocast.json
darcy_deeponet_base_r141_torchscript_fp16_native,success,,torchscript,fp16_native,artifacts/checkpoints/darcy_deeponet_base_r141_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r141_seed2.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,3.786435713991523,3.463607747107744,5.157169885933399,7.927889004349709,34.54248046875,results/jetson_deeponet_precision/darcy_deeponet_base_r141_torchscript_fp16_native.json
darcy_deeponet_base_r141_torchscript_fp32_strict,success,,torchscript,fp32_strict,artifacts/checkpoints/darcy_deeponet_base_r141_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r141_seed2.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,8.708044337108731,8.55090282857418,9.584011044353247,9.849203750491142,59.8037109375,results/jetson_deeponet_precision/darcy_deeponet_base_r141_torchscript_fp32_strict.json
darcy_deeponet_base_r141_torchscript_tf32,success,,torchscript,tf32,artifacts/checkpoints/darcy_deeponet_base_r141_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r141_seed2.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,4.924337463453412,4.903753055259585,5.1680500619113445,5.257334094494581,59.8037109375,results/jetson_deeponet_precision/darcy_deeponet_base_r141_torchscript_tf32.json
darcy_deeponet_base_r211_eager_bf16_autocast,success,,eager,bf16_autocast,artifacts/checkpoints/darcy_deeponet_base_r211_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r211_bank.pt,1,20,50,8.179868841543794,7.876463001593947,9.719086810946465,14.980355743318796,71.19189453125,results/jetson_deeponet_precision/darcy_deeponet_base_r211_eager_bf16_autocast.json
darcy_deeponet_base_r211_eager_fp16_autocast,success,,eager,fp16_autocast,artifacts/checkpoints/darcy_deeponet_base_r211_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r211_bank.pt,1,20,50,7.848069258034229,7.82682909630239,8.205338846892118,9.135257918387651,71.19189453125,results/jetson_deeponet_precision/darcy_deeponet_base_r211_eager_fp16_autocast.json
darcy_deeponet_base_r211_eager_fp16_native,success,,eager,fp16_native,artifacts/checkpoints/darcy_deeponet_base_r211_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r211_bank.pt,1,20,50,7.543884012848139,7.513538701459765,7.693576160818338,8.730988018214703,51.60009765625,results/jetson_deeponet_precision/darcy_deeponet_base_r211_eager_fp16_native.json
darcy_deeponet_base_r211_eager_fp32_strict,success,,eager,fp32_strict,artifacts/checkpoints/darcy_deeponet_base_r211_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r211_bank.pt,1,20,50,20.32751169987023,19.53400019556284,25.345193222165108,30.566684901714325,93.88720703125,results/jetson_deeponet_precision/darcy_deeponet_base_r211_eager_fp32_strict.json
darcy_deeponet_base_r211_eager_tf32,success,,eager,tf32,artifacts/checkpoints/darcy_deeponet_base_r211_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r211_bank.pt,1,20,50,11.130171557888389,10.807060403749347,12.483757920563221,18.23982782661915,93.88720703125,results/jetson_deeponet_precision/darcy_deeponet_base_r211_eager_tf32.json
darcy_deeponet_base_r211_torchscript_bf16_autocast,success,,torchscript,bf16_autocast,artifacts/checkpoints/darcy_deeponet_base_r211_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r211_seed2.ts,artifacts/benchmark_inputs/darcy_r211_bank.pt,1,20,50,14.971832698211074,14.731914270669222,15.934884082525969,23.01880717277527,92.37744140625,results/jetson_deeponet_precision/darcy_deeponet_base_r211_torchscript_bf16_autocast.json
darcy_deeponet_base_r211_torchscript_fp16_autocast,success,,torchscript,fp16_autocast,artifacts/checkpoints/darcy_deeponet_base_r211_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r211_seed2.ts,artifacts/benchmark_inputs/darcy_r211_bank.pt,1,20,50,14.760469077154994,14.425296103581786,15.94157237559557,26.48395113646984,92.37744140625,results/jetson_deeponet_precision/darcy_deeponet_base_r211_torchscript_fp16_autocast.json
darcy_deeponet_base_r211_torchscript_fp16_native,success,,torchscript,fp16_native,artifacts/checkpoints/darcy_deeponet_base_r211_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r211_seed2.ts,artifacts/benchmark_inputs/darcy_r211_bank.pt,1,20,50,6.476379409432411,6.4924790058285,6.735686678439379,6.906989961862564,51.34521484375,results/jetson_deeponet_precision/darcy_deeponet_base_r211_torchscript_fp16_native.json
darcy_deeponet_base_r211_torchscript_fp32_strict,success,,torchscript,fp32_strict,artifacts/checkpoints/darcy_deeponet_base_r211_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r211_seed2.ts,artifacts/benchmark_inputs/darcy_r211_bank.pt,1,20,50,18.46094942651689,17.88648753426969,22.994230967015028,26.59541228786111,93.37744140625,results/jetson_deeponet_precision/darcy_deeponet_base_r211_torchscript_fp32_strict.json
darcy_deeponet_base_r211_torchscript_tf32,success,,torchscript,tf32,artifacts/checkpoints/darcy_deeponet_base_r211_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r211_seed2.ts,artifacts/benchmark_inputs/darcy_r211_bank.pt,1,20,50,9.893078915774822,9.86731587909162,10.223487857729197,11.025819927453995,93.37744140625,results/jetson_deeponet_precision/darcy_deeponet_base_r211_torchscript_tf32.json
darcy_deeponet_base_r281_eager_bf16_autocast,success,,eager,bf16_autocast,artifacts/checkpoints/darcy_deeponet_base_r281_seed0_best.pt,,artifacts/benchmark_inputs/darcy_r281_bank.pt,1,20,50,12.705208640545607,12.334311380982399,15.65807405859232,20.410781260579824,99.9072265625,results/jetson_deeponet_precision/darcy_deeponet_base_r281_eager_bf16_autocast.json
darcy_deeponet_base_r281_eager_fp16_autocast,success,,eager,fp16_autocast,artifacts/checkpoints/darcy_deeponet_base_r281_seed0_best.pt,,artifacts/benchmark_inputs/darcy_r281_bank.pt,1,20,50,12.22966531291604,11.947178281843662,12.914459221065044,21.910896990448236,99.9072265625,results/jetson_deeponet_precision/darcy_deeponet_base_r281_eager_fp16_autocast.json
darcy_deeponet_base_r281_eager_fp16_native,success,,eager,fp16_native,artifacts/checkpoints/darcy_deeponet_base_r281_seed0_best.pt,,artifacts/benchmark_inputs/darcy_r281_bank.pt,1,20,50,11.518808230757713,11.43399253487587,11.984987184405327,12.366856914013624,66.95068359375,results/jetson_deeponet_precision/darcy_deeponet_base_r281_eager_fp16_native.json
darcy_deeponet_base_r281_eager_fp32_strict,success,,eager,fp32_strict,artifacts/checkpoints/darcy_deeponet_base_r281_seed0_best.pt,,artifacts/benchmark_inputs/darcy_r281_bank.pt,1,20,50,33.63543919287622,32.95746864750981,37.84286882728338,40.178181137889624,124.16845703125,results/jetson_deeponet_precision/darcy_deeponet_base_r281_eager_fp32_strict.json
darcy_deeponet_base_r281_eager_tf32,success,,eager,tf32,artifacts/checkpoints/darcy_deeponet_base_r281_seed0_best.pt,,artifacts/benchmark_inputs/darcy_r281_bank.pt,1,20,50,18.246559519320726,17.85810152068734,19.653667230159044,28.528787661343813,124.16845703125,results/jetson_deeponet_precision/darcy_deeponet_base_r281_eager_tf32.json
darcy_deeponet_base_r281_torchscript_bf16_autocast,success,,torchscript,bf16_autocast,artifacts/checkpoints/darcy_deeponet_base_r281_seed0_best.pt,artifacts/torchscript/darcy_deeponet_base_r281_seed0.ts,artifacts/benchmark_inputs/darcy_r281_bank.pt,1,20,50,25.8980958070606,25.40149469859898,30.16292303800583,34.70675786957145,106.2021484375,results/jetson_deeponet_precision/darcy_deeponet_base_r281_torchscript_bf16_autocast.json
darcy_deeponet_base_r281_torchscript_fp16_autocast,success,,torchscript,fp16_autocast,artifacts/checkpoints/darcy_deeponet_base_r281_seed0_best.pt,artifacts/torchscript/darcy_deeponet_base_r281_seed0.ts,artifacts/benchmark_inputs/darcy_r281_bank.pt,1,20,50,25.32802414149046,24.991881102323532,26.222979184240103,37.66036266461015,106.2021484375,results/jetson_deeponet_precision/darcy_deeponet_base_r281_torchscript_fp16_autocast.json
darcy_deeponet_base_r281_torchscript_fp16_native,success,,torchscript,fp16_native,artifacts/checkpoints/darcy_deeponet_base_r281_seed0_best.pt,artifacts/torchscript/darcy_deeponet_base_r281_seed0.ts,artifacts/benchmark_inputs/darcy_r281_bank.pt,1,20,50,10.563958259299397,10.482534999027848,11.623086873441935,11.983835138380527,58.49853515625,results/jetson_deeponet_precision/darcy_deeponet_base_r281_torchscript_fp16_native.json
darcy_deeponet_base_r281_torchscript_fp32_strict,success,,torchscript,fp32_strict,artifacts/checkpoints/darcy_deeponet_base_r281_seed0_best.pt,artifacts/torchscript/darcy_deeponet_base_r281_seed0.ts,artifacts/benchmark_inputs/darcy_r281_bank.pt,1,20,50,32.738480838015676,31.882918439805508,35.800076089799404,44.29793590679765,107.2646484375,results/jetson_deeponet_precision/darcy_deeponet_base_r281_torchscript_fp32_strict.json
darcy_deeponet_base_r281_torchscript_tf32,success,,torchscript,tf32,artifacts/checkpoints/darcy_deeponet_base_r281_seed0_best.pt,artifacts/torchscript/darcy_deeponet_base_r281_seed0.ts,artifacts/benchmark_inputs/darcy_r281_bank.pt,1,20,50,17.166650323197246,16.728621907532215,19.055853132158518,29.530197381973267,107.2646484375,results/jetson_deeponet_precision/darcy_deeponet_base_r281_torchscript_tf32.json
darcy_deeponet_base_r421_eager_bf16_autocast,success,,eager,bf16_autocast,artifacts/checkpoints/darcy_deeponet_base_r421_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r421_bank.pt,1,20,50,23.8668855256401,23.81967002293095,24.612530949525535,25.249450001865625,158.05224609375,results/jetson_deeponet_precision/darcy_deeponet_base_r421_eager_bf16_autocast.json
darcy_deeponet_base_r421_eager_fp16_autocast,success,,eager,fp16_autocast,artifacts/checkpoints/darcy_deeponet_base_r421_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r421_bank.pt,1,20,50,24.442538018338382,24.344585021026433,25.502643082290888,25.621815002523363,158.05224609375,results/jetson_deeponet_precision/darcy_deeponet_base_r421_eager_fp16_autocast.json
darcy_deeponet_base_r421_eager_fp16_native,success,,eager,fp16_native,artifacts/checkpoints/darcy_deeponet_base_r421_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r421_bank.pt,1,20,50,23.81420758087188,23.689201567322016,26.190635981038213,27.162190061062574,88.20556640625,results/jetson_deeponet_precision/darcy_deeponet_base_r421_eager_fp16_native.json
darcy_deeponet_base_r421_eager_fp32_strict,success,,eager,fp32_strict,artifacts/checkpoints/darcy_deeponet_base_r421_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r421_bank.pt,1,20,50,66.88178994227201,66.79017347050831,67.55586504004896,69.0885599469766,164.556640625,results/jetson_deeponet_precision/darcy_deeponet_base_r421_eager_fp32_strict.json
darcy_deeponet_base_r421_eager_tf32,success,,eager,tf32,artifacts/checkpoints/darcy_deeponet_base_r421_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r421_bank.pt,1,20,50,36.90002494258806,36.91695653833449,37.44143899530172,38.18229795433581,164.556640625,results/jetson_deeponet_precision/darcy_deeponet_base_r421_eager_tf32.json
darcy_deeponet_base_r421_torchscript_bf16_autocast,success,,torchscript,bf16_autocast,artifacts/checkpoints/darcy_deeponet_base_r421_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r421_seed2.ts,artifacts/benchmark_inputs/darcy_r421_bank.pt,1,20,50,54.356176191940904,54.33613806962967,55.093494011089206,55.92801992315799,145.27783203125,results/jetson_deeponet_precision/darcy_deeponet_base_r421_torchscript_bf16_autocast.json
darcy_deeponet_base_r421_torchscript_fp16_autocast,success,,torchscript,fp16_autocast,artifacts/checkpoints/darcy_deeponet_base_r421_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r421_seed2.ts,artifacts/benchmark_inputs/darcy_r421_bank.pt,1,20,50,53.853954176884145,53.77522204071283,54.66832604724914,54.75636094342917,145.27783203125,results/jetson_deeponet_precision/darcy_deeponet_base_r421_torchscript_fp16_autocast.json
darcy_deeponet_base_r421_torchscript_fp16_native,success,,torchscript,fp16_native,artifacts/checkpoints/darcy_deeponet_base_r421_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r421_seed2.ts,artifacts/benchmark_inputs/darcy_r421_bank.pt,1,20,50,22.248443248681724,22.18127396190539,23.58935691881925,23.904120083898306,78.50537109375,results/jetson_deeponet_precision/darcy_deeponet_base_r421_torchscript_fp16_native.json
darcy_deeponet_base_r421_torchscript_fp32_strict,success,,torchscript,fp32_strict,artifacts/checkpoints/darcy_deeponet_base_r421_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r421_seed2.ts,artifacts/benchmark_inputs/darcy_r421_bank.pt,1,20,50,64.45012906100601,64.3398420070298,65.36083901301026,65.92521094717085,146.52783203125,results/jetson_deeponet_precision/darcy_deeponet_base_r421_torchscript_fp32_strict.json
darcy_deeponet_base_r421_torchscript_tf32,success,,torchscript,tf32,artifacts/checkpoints/darcy_deeponet_base_r421_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r421_seed2.ts,artifacts/benchmark_inputs/darcy_r421_bank.pt,1,20,50,34.498178304638714,34.486307529732585,35.21623800043017,35.51000903826207,146.52783203125,results/jetson_deeponet_precision/darcy_deeponet_base_r421_torchscript_tf32.json
darcy_deeponet_base_r85_eager_bf16_autocast,success,,eager,bf16_autocast,artifacts/checkpoints/darcy_deeponet_base_r85_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r85_bank.pt,1,20,50,3.794857067987323,3.762498963624239,3.8977027870714664,4.515675827860832,26.25439453125,results/jetson_deeponet_precision/darcy_deeponet_base_r85_eager_bf16_autocast.json
darcy_deeponet_base_r85_eager_fp16_autocast,success,,eager,fp16_autocast,artifacts/checkpoints/darcy_deeponet_base_r85_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r85_bank.pt,1,20,50,3.763819318264723,3.730161115527153,3.8863099180161953,4.332149866968393,26.25439453125,results/jetson_deeponet_precision/darcy_deeponet_base_r85_eager_fp16_autocast.json
darcy_deeponet_base_r85_eager_fp16_native,success,,eager,fp16_native,artifacts/checkpoints/darcy_deeponet_base_r85_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r85_bank.pt,1,20,50,3.2318060006946325,2.894260687753558,5.11243287473917,6.187158171087503,19.775390625,results/jetson_deeponet_precision/darcy_deeponet_base_r85_eager_fp16_native.json
darcy_deeponet_base_r85_eager_fp32_strict,success,,eager,fp32_strict,artifacts/checkpoints/darcy_deeponet_base_r85_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r85_bank.pt,1,20,50,5.282734576612711,4.919482860714197,6.833836901932955,8.312352001667023,30.09619140625,results/jetson_deeponet_precision/darcy_deeponet_base_r85_eager_fp32_strict.json
darcy_deeponet_base_r85_eager_tf32,success,,eager,tf32,artifacts/checkpoints/darcy_deeponet_base_r85_seed2_best.pt,,artifacts/benchmark_inputs/darcy_r85_bank.pt,1,20,50,3.448528330773115,3.4193031024187803,3.5925721749663353,3.902791067957878,30.09619140625,results/jetson_deeponet_precision/darcy_deeponet_base_r85_eager_tf32.json
darcy_deeponet_base_r85_torchscript_bf16_autocast,success,,torchscript,bf16_autocast,artifacts/checkpoints/darcy_deeponet_base_r85_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r85_seed2.ts,artifacts/benchmark_inputs/darcy_r85_bank.pt,1,20,50,2.778600947931409,2.7667833492159843,2.8378902934491634,3.1566531397402287,28.9853515625,results/jetson_deeponet_precision/darcy_deeponet_base_r85_torchscript_bf16_autocast.json
darcy_deeponet_base_r85_torchscript_fp16_autocast,success,,torchscript,fp16_autocast,artifacts/checkpoints/darcy_deeponet_base_r85_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r85_seed2.ts,artifacts/benchmark_inputs/darcy_r85_bank.pt,1,20,50,2.7703625429421663,2.6168739423155785,3.7177279591560364,5.710373166948557,28.9853515625,results/jetson_deeponet_precision/darcy_deeponet_base_r85_torchscript_fp16_autocast.json
darcy_deeponet_base_r85_torchscript_fp16_native,success,,torchscript,fp16_native,artifacts/checkpoints/darcy_deeponet_base_r85_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r85_seed2.ts,artifacts/benchmark_inputs/darcy_r85_bank.pt,1,20,50,1.8326193746179342,1.8120622262358665,1.9605797715485096,2.1927161142230034,19.73388671875,results/jetson_deeponet_precision/darcy_deeponet_base_r85_torchscript_fp16_native.json
darcy_deeponet_base_r85_torchscript_fp32_strict,success,,torchscript,fp32_strict,artifacts/checkpoints/darcy_deeponet_base_r85_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r85_seed2.ts,artifacts/benchmark_inputs/darcy_r85_bank.pt,1,20,50,3.853652710095048,3.7830111104995012,4.355734214186668,4.9465070478618145,30.01318359375,results/jetson_deeponet_precision/darcy_deeponet_base_r85_torchscript_fp32_strict.json
darcy_deeponet_base_r85_torchscript_tf32,success,,torchscript,tf32,artifacts/checkpoints/darcy_deeponet_base_r85_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_r85_seed2.ts,artifacts/benchmark_inputs/darcy_r85_bank.pt,1,20,50,2.3812439292669296,2.3382408544421196,2.550872042775154,2.7336617931723595,30.01318359375,results/jetson_deeponet_precision/darcy_deeponet_base_r85_torchscript_tf32.json
darcy_deeponet_base_torchscript_bf16_autocast,success,,torchscript,bf16_autocast,artifacts/checkpoints/darcy_deeponet_base_seed2_best.pt,artifacts/torchscript/darcy_deeponet_base_seed2.ts,artifacts/benchmark_inputs/darcy_r141_bank.pt,1,20,50,4.537605866789818,4.485550569370389,4.779079928994179,5.050737876445055,58.7275390625,results/jetson_deeponet_precision/darcy_deeponet_base_torchscript_bf16_autocast.json
