experiment_name,backend,precision,status,failure_stage,rel_l2_vs_fp32,max_abs_diff_vs_fp32,mean_abs_diff_vs_fp32,error
burgers_deeponet_base_r1024,torchscript,tf32,success,,0.0001532948372187093,0.0004401206970214844,5.331120337359607e-05,
burgers_deeponet_base_r1024,torchscript,bf16_autocast,success,,0.004291406366974115,0.01168358325958252,0.0014305070508271456,
burgers_deeponet_base_r1024,torchscript,fp16_autocast,success,,0.003209659829735756,0.01097831130027771,0.001166283036582172,
burgers_deeponet_base_r1024,torchscript,fp16_native,success,,0.0016634523635730147,0.0110664963722229,0.0004772079992108047,
burgers_deeponet_base_r2048,eager,tf32,success,,0.0002453975612297654,0.0006858110427856445,8.642867032904178e-05,
burgers_deeponet_base_r2048,eager,bf16_autocast,success,,0.004200803581625223,0.014931917190551758,0.0014401553198695183,
burgers_deeponet_base_r2048,eager,fp16_autocast,success,,0.0005562480073422194,0.0013297870755195618,0.000192704945220612,
burgers_deeponet_base_r2048,eager,fp16_native,success,,0.0020647074561566114,0.011351078748703003,0.0005850096931681037,
burgers_deeponet_base_r2048,torchscript,tf32,success,,0.00024539721198379993,0.0006858110427856445,8.642885222798213e-05,
burgers_deeponet_base_r2048,torchscript,bf16_autocast,success,,0.004200803581625223,0.014931917190551758,0.0014401553198695183,
burgers_deeponet_base_r2048,torchscript,fp16_autocast,success,,0.0032895971089601517,0.01034766435623169,0.0011484264396131039,
burgers_deeponet_base_r2048,torchscript,fp16_native,success,,0.0020647074561566114,0.011351078748703003,0.0005850096931681037,
burgers_deeponet_base_r4096,eager,tf32,success,,0.00025169141008518636,0.0006996393203735352,8.987393812276423e-05,
burgers_deeponet_base_r4096,eager,bf16_autocast,success,,0.00402258662506938,0.01076623797416687,0.001417138846591115,
burgers_deeponet_base_r4096,eager,fp16_autocast,success,,0.00048075441736727953,0.0019355714321136475,0.0001692203077254817,
burgers_deeponet_base_r4096,eager,fp16_native,success,,0.0020338657777756453,0.015428148210048676,0.0005758648039773107,
burgers_deeponet_base_r4096,torchscript,tf32,success,,0.00025169196305796504,0.0006995201110839844,8.987414184957743e-05,
burgers_deeponet_base_r4096,torchscript,bf16_autocast,success,,0.00402258662506938,0.01076623797416687,0.001417138846591115,
burgers_deeponet_base_r4096,torchscript,fp16_autocast,success,,0.003021039068698883,0.01169133186340332,0.0010137866484001279,
burgers_deeponet_base_r4096,torchscript,fp16_native,success,,0.0020338657777756453,0.015428148210048676,0.0005758648039773107,
darcy_deeponet_base_r85,eager,tf32,success,,9.176760795526206e-05,2.982094883918762e-06,5.057536327512935e-07,
darcy_deeponet_base_r85,eager,bf16_autocast,success,,0.0021605039946734905,9.328313171863556e-05,1.1933827408938669e-05,
darcy_deeponet_base_r85,eager,fp16_autocast,success,,0.0002362328814342618,8.15652310848236e-06,1.2862851690442767e-06,
darcy_deeponet_base_r85,eager,fp16_native,success,,0.001281447010114789,4.596821963787079e-05,6.143973223515786e-06,
darcy_deeponet_base_r85,torchscript,tf32,success,,9.176742605632171e-05,2.9821821954101324e-06,5.057538032815501e-07,
darcy_deeponet_base_r85,torchscript,bf16_autocast,success,,0.0021605039946734905,9.328313171863556e-05,1.1933827408938669e-05,
darcy_deeponet_base_r85,torchscript,fp16_autocast,success,,0.0013673737412318587,5.095638334751129e-05,7.312198249564972e-06,
darcy_deeponet_base_r85,torchscript,fp16_native,success,,0.001281447010114789,4.596821963787079e-05,6.143973223515786e-06,
darcy_deeponet_base_r141,eager,tf32,success,,0.0001006234742817469,3.584660589694977e-06,5.51050277408649e-07,
darcy_deeponet_base_r141,eager,bf16_autocast,success,,0.001955355517566204,7.648207247257233e-05,1.0691697752918117e-05,
darcy_deeponet_base_r141,eager,fp16_autocast,success,,0.0002591978991404176,1.2286938726902008e-05,1.4084279200687888e-06,
darcy_deeponet_base_r141,eager,fp16_native,success,,0.0014545994345098734,5.3851399570703506e-05,6.681976628897246e-06,
darcy_deeponet_base_r141,torchscript,tf32,success,,0.00010062344517791644,3.584660589694977e-06,5.510501637218113e-07,
darcy_deeponet_base_r141,torchscript,bf16_autocast,success,,0.001955355517566204,7.648207247257233e-05,1.0691697752918117e-05,
darcy_deeponet_base_r141,torchscript,fp16_autocast,success,,0.001320063485763967,4.611629992723465e-05,7.18831552148913e-06,
darcy_deeponet_base_r141,torchscript,fp16_native,success,,0.0014545994345098734,5.3851399570703506e-05,6.681976628897246e-06,
darcy_deeponet_base_r211,eager,tf32,success,,0.00010166909487452358,4.002824425697327e-06,5.655689392369823e-07,
darcy_deeponet_base_r211,eager,bf16_autocast,success,,0.0018007935723289847,8.779764175415039e-05,1.0012234270107001e-05,
darcy_deeponet_base_r211,eager,fp16_autocast,success,,0.00023952267656568438,1.0945834219455719e-05,1.3278142887429567e-06,
darcy_deeponet_base_r211,eager,fp16_native,success,,0.001241706544533372,5.925353616476059e-05,6.122253125795396e-06,
darcy_deeponet_base_r211,torchscript,tf32,success,,0.00010166916035814211,4.002824425697327e-06,5.655693371409143e-07,
darcy_deeponet_base_r211,torchscript,bf16_autocast,success,,0.0018007935723289847,8.779764175415039e-05,1.0012234270107001e-05,
darcy_deeponet_base_r211,torchscript,fp16_autocast,success,,0.0012344860006123781,5.798693746328354e-05,6.864930128358537e-06,
darcy_deeponet_base_r211,torchscript,fp16_native,success,,0.001241706544533372,5.925353616476059e-05,6.122253125795396e-06,
darcy_deeponet_base_r281,eager,tf32,success,,0.00013650429900735617,4.980713129043579e-06,7.576567213618546e-07,
darcy_deeponet_base_r281,eager,bf16_autocast,success,,0.0020453447941690683,7.901526987552643e-05,1.1085879123129416e-05,
darcy_deeponet_base_r281,eager,fp16_autocast,success,,0.0002497744280844927,1.0576099157333374e-05,1.3789325521429419e-06,
darcy_deeponet_base_r281,eager,fp16_native,success,,0.0012517838040366769,5.2823685109615326e-05,6.499373739643488e-06,
darcy_deeponet_base_r281,torchscript,tf32,success,,0.00013650438631884754,4.980713129043579e-06,7.576570055789489e-07,
darcy_deeponet_base_r281,torchscript,bf16_autocast,success,,0.0020453447941690683,7.901526987552643e-05,1.1085879123129416e-05,
darcy_deeponet_base_r281,torchscript,fp16_autocast,success,,0.0013381073949858546,4.6475790441036224e-05,7.357836693699937e-06,
darcy_deeponet_base_r281,torchscript,fp16_native,success,,0.0012517838040366769,5.2823685109615326e-05,6.499373739643488e-06,
