run_ts,case,precision,rep,exit_status,median_ms,avg_ms,p95_ms,avg_power_w,j_per_it,rel_l2,peak_ram_mb,max_temp_c,params,num_nodes,num_samples,Tegrastats_time_stamps_count,elapsed_s,mean_dt_s,power_source,median_power_w,peak_power_w,energy_j_total,avg_gpu_util_pct,peak_gpu_util_pct,avg_gpu_freq_mhz,avg_cpu_util_pct,avg_ram_used_mb,peak_ram_used_mb,ram_total_mb,device,gpu_name,torch_version,cuda_version,run_status,model_checkpoint,model_params,profiled_flops_per_sample,analytic_flops_per_sample,macs_per_sample,graph_type,k,r,k_lower,start_radius,factor_of_lower,dataset_largest_mode,model_max_mode,num_edges,input_dim,output_dim,dataset_build_time_s,single_sample_latency_ms,avg_latency_ms,p50_latency_ms,p95_latency_ms,total_inference_time_s,latency_s_per_iteration,throughput_samples_per_s,throughput_from_latency_samples_per_s,avg_total_loss,avg_pressure_loss,avg_vx_loss,avg_vy_loss,avg_vz_loss,energy_j_per_sample_est,energy_j_per_sample_from_total,edp_j_s,peak_gpu_mem_mb,predictions_path,targets_path,predictions_shape,targets_shape,dry_prediction_path,dry_target_path,monitor_cmd,monitor_log,log_file,amp_mode,amp_resolved_dtype,collab_skip,embed,inference_elapsed_wall_s,inference_end_wall_s,inference_start_wall_s,k_neighbors,max_mode,model_checkpoint_name,num_layers,report_dir,run_dir,spatial,spectral,spectral_skip,width,precision_mode,tf32_cudnn_allowed,tf32_matmul_allowed,j_per_it_est
completion_full_bf16_r1,full,bf16,1,0,665.8440828323364,642.4682886369767,675.6393671035767,8.08692394655704,5.213639204288291,0.19475961384033,5699.0,56.156,1661828,3977,310,973,199.8529999256134,0.20561008222799732,VDD_IN/POM_5V_IN preferred; fallback sum/common rails,8.024,9.312,1616.2281533293701,38.23638232271326,78.0,,32.845495032545394,5643.211716341213,5699.0,7620.0,cuda,Orin,2.5.0a0+872d972e41.nv24.08,12.6,0,/home/jetson/VirSO/For_Jetson/For_Jetson/sp2gno_final.pth,1661828,,,,knn,30,0.001,45,0.0005,1,150,64,134570,102,4,5.6337878704071045,864.7747039794922,642.4682886369767,665.8440828323364,675.6393671035767,199.9978473186493,0.6451543461891913,1.5500166834600388,1.5564970562540008,0.19475961384033003,0.011101392272018618,0.05494635685557319,0.05197281683644941,0.04270498515857804,5.1955921882818865,5.213639204288291,3.3380032216611086,0.0,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r1/outputs/virso_predictions.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r1/outputs/virso_targets.npy,"(310, 3977, 4)","(310, 3977, 4)",/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r1/outputs/virso_single_pred.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r1/outputs/virso_single_gold.npy,tegrastats,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r1/logs/tegrastats_completion_full_bf16_r1.log,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r1/logs/virso_inference_completion_full_bf16_r1.log,bf16,torch.bfloat16,1,1,199.9978473186493,1781161392.1561706,1781161192.1583233,30,64,sp2gno_final.pth,10,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r1/reports,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r1,1,1,1,48,,,,5.195592188281887
completion_full_bf16_r2,full,bf16,2,0,654.3400287628174,636.1249862178679,661.7445349693298,8.097158004158004,5.168946623343795,0.1947301178119115,5729.0,56.093,1661828,3977,310,962,197.89299988746643,0.20592403734387765,VDD_IN/POM_5V_IN preferred; fallback sum/common rails,8.065,9.189,1602.3734532365766,38.82432432432432,77.0,,33.074670824670825,5644.107068607069,5729.0,7620.0,cuda,Orin,2.5.0a0+872d972e41.nv24.08,12.6,0,/home/jetson/VirSO/For_Jetson/For_Jetson/sp2gno_final.pth,1661828,,,,knn,30,0.001,45,0.0005,1,150,64,134570,102,4,5.9281699657440186,805.574893951416,636.1249862178679,654.3400287628174,661.7445349693298,198.0211136341095,0.6387777859164823,1.5654896304279846,1.5720181122668677,0.19473011781191152,0.011082049324026993,0.055001967796875585,0.051866724966995174,0.042727179633032894,5.150804523798909,5.168946623343795,3.276555456712513,0.0,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r2/outputs/virso_predictions.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r2/outputs/virso_targets.npy,"(310, 3977, 4)","(310, 3977, 4)",/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r2/outputs/virso_single_pred.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r2/outputs/virso_single_gold.npy,tegrastats,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r2/logs/tegrastats_completion_full_bf16_r2.log,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r2/logs/virso_inference_completion_full_bf16_r2.log,bf16,torch.bfloat16,1,1,198.0211136341095,1781161627.0820138,1781161429.0609002,30,64,sp2gno_final.pth,10,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r2/reports,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r2,1,1,1,48,,,,5.150804523798909
completion_full_bf16_r3,full,bf16,3,0,656.0815572738647,627.6226751265988,675.3815412521362,8.118402105263158,5.114557341795563,0.1947871438798404,5703.0,56.031,1661828,3977,310,950,195.2960000038147,0.2057913593296256,VDD_IN/POM_5V_IN preferred; fallback sum/common rails,8.024,9.353,1585.5127759566244,39.15263157894737,78.0,,32.78087719298246,5634.7294736842105,5703.0,7620.0,cuda,Orin,2.5.0a0+872d972e41.nv24.08,12.6,0,/home/jetson/VirSO/For_Jetson/For_Jetson/sp2gno_final.pth,1661828,,,,knn,30,0.001,45,0.0005,1,150,64,134570,102,4,5.664752721786499,753.6756992340088,627.6226751265988,656.0815572738647,675.3815412521362,195.38348174095154,0.6302692959385533,1.586623378996861,1.593314007971889,0.19478714387984045,0.011080337988753472,0.05501150870996137,0.05186903730275169,0.04274575772785371,5.095293247058675,5.114557341795563,3.197921578273459,0.0,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r3/outputs/virso_predictions.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r3/outputs/virso_targets.npy,"(310, 3977, 4)","(310, 3977, 4)",/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r3/outputs/virso_single_pred.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r3/outputs/virso_single_gold.npy,tegrastats,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r3/logs/tegrastats_completion_full_bf16_r3.log,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r3/logs/virso_inference_completion_full_bf16_r3.log,bf16,torch.bfloat16,1,1,195.38348174095154,1781161859.0439885,1781161663.6605067,30,64,sp2gno_final.pth,10,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r3/reports,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r3,1,1,1,48,,,,5.095293247058675
completion_full_bf16_r4,full,bf16,4,0,654.4481515884399,641.4096255456247,662.5450015068054,8.079218556701031,5.199620826961124,0.194613505142831,5726.0,56.125,1661828,3977,310,970,199.510999917984,0.20589370476572136,VDD_IN/POM_5V_IN preferred; fallback sum/common rails,8.024,9.312,1611.8824563579485,37.94948453608247,79.0,,32.71202749140893,5665.040206185567,5726.0,7620.0,cuda,Orin,2.5.0a0+872d972e41.nv24.08,12.6,0,/home/jetson/VirSO/For_Jetson/For_Jetson/sp2gno_final.pth,1661828,,,,knn,30,0.001,45,0.0005,1,150,64,134570,102,4,5.6202170848846436,762.3062133789062,641.4096255456247,654.4481515884399,662.5450015068054,199.63899850845337,0.6439967693821076,1.5528028206717015,1.559066094696248,0.19461350514283104,0.011090828538421662,0.05494886869865079,0.051840028166770934,0.04269488974203987,5.182088549154871,5.199620826961124,3.3238414758576957,0.0,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r4/outputs/virso_predictions.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r4/outputs/virso_targets.npy,"(310, 3977, 4)","(310, 3977, 4)",/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r4/outputs/virso_single_pred.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r4/outputs/virso_single_gold.npy,tegrastats,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r4/logs/tegrastats_completion_full_bf16_r4.log,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r4/logs/virso_inference_completion_full_bf16_r4.log,bf16,torch.bfloat16,1,1,199.63899850845337,1781162094.8817906,1781161895.2427921,30,64,sp2gno_final.pth,10,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r4/reports,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r4,1,1,1,48,,,,5.182088549154871
completion_full_bf16_r5,full,bf16,5,0,654.723048210144,639.3261140392673,669.7728753089905,8.08754291623578,5.188256385630171,0.1944995882710622,5715.0,56.218,1661828,3977,310,967,198.8659999370575,0.20586542436548394,VDD_IN/POM_5V_IN preferred; fallback sum/common rails,8.065,8.998,1608.3594795453532,38.265770423991725,75.0,,32.87038952085488,5651.6370217166495,5715.0,7620.0,cuda,Orin,2.5.0a0+872d972e41.nv24.08,12.6,0,/home/jetson/VirSO/For_Jetson/For_Jetson/sp2gno_final.pth,1661828,,,,knn,30,0.001,45,0.0005,1,150,64,134570,102,4,5.660539865493774,841.888427734375,639.3261140392673,654.723048210144,669.7728753089905,199.0076105594635,0.6419600340627855,1.557729370894446,1.5641469635613543,0.19449958827106223,0.011080947524357227,0.05488257974145874,0.051797836430130466,0.0426999454416575,5.170577384762825,5.188256385630171,3.305685146739734,0.0,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r5/outputs/virso_predictions.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r5/outputs/virso_targets.npy,"(310, 3977, 4)","(310, 3977, 4)",/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r5/outputs/virso_single_pred.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r5/outputs/virso_single_gold.npy,tegrastats,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r5/logs/tegrastats_completion_full_bf16_r5.log,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r5/logs/virso_inference_completion_full_bf16_r5.log,bf16,torch.bfloat16,1,1,199.0076105594635,1781162330.3240187,1781162131.3164082,30,64,sp2gno_final.pth,10,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r5/reports,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_bf16_r5,1,1,1,48,,,,5.170577384762825
completion_full_tf32_r1,full,tf32,1,0,568.2249069213867,545.6879477347097,578.0549168586731,8.49273607748184,4.645327731824706,0.0436952832815868,5625.0,55.843,1661828,3977,310,826,169.55800008773804,0.20552484859119763,VDD_IN/POM_5V_IN preferred; fallback sum/common rails,8.381,9.845,1440.0515968656587,36.634382566585955,80.0,,35.27320419693301,5546.476997578692,5625.0,7620.0,cuda,Orin,2.5.0a0+872d972e41.nv24.08,12.6,0,/home/jetson/VirSO/For_Jetson/For_Jetson/sp2gno_final.pth,1661828,,,,knn,30,0.001,45,0.0005,1,150,64,134570,102,4,5.477603912353516,721.7550277709961,545.6879477347097,568.2249069213867,578.0549168586731,169.6296272277832,0.5471923458960748,1.827510942906947,1.8325491778795113,0.043695283281586825,0.004812043938305109,0.009355120967713095,0.009145124523990578,0.007757978207401691,4.634383720773594,4.645327731824706,2.5289273416040907,0.0,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r1/outputs/virso_predictions.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r1/outputs/virso_targets.npy,"(310, 3977, 4)","(310, 3977, 4)",/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r1/outputs/virso_single_pred.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r1/outputs/virso_single_gold.npy,tegrastats,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r1/logs/tegrastats_completion_full_tf32_r1.log,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r1/logs/virso_inference_completion_full_tf32_r1.log,off,,1,1,169.6296272277832,1781160307.8347657,1781160138.2051384,30,64,sp2gno_final.pth,10,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r1/reports,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r1,1,1,1,48,tf32,1,1,4.634383720773594
completion_full_tf32_r2,full,tf32,2,0,570.7199573516846,560.4844424032395,583.5469722747803,8.40494929245283,4.720305994404546,0.043695528896886,5612.0,56.468,1661828,3977,310,848,174.09999990463257,0.205548996345493,VDD_IN/POM_5V_IN preferred; fallback sum/common rails,8.34,9.763,1463.2948582654092,36.090801886792455,81.0,,34.32724056603774,5545.371462264151,5612.0,7620.0,cuda,Orin,2.5.0a0+872d972e41.nv24.08,12.6,0,/home/jetson/VirSO/For_Jetson/For_Jetson/sp2gno_final.pth,1661828,,,,knn,30,0.001,45,0.0005,1,150,64,134570,102,4,5.837514638900757,972.2294807434082,560.4844424032395,570.7199573516846,583.5469722747803,174.20769143104553,0.5619602949388566,1.7794851504745612,1.784170842837689,0.043695528896886014,0.0048120189953835745,0.009355264024869088,0.009145285901162894,0.0077580335730266185,4.710843317607927,4.720305994404546,2.6403543901185063,0.0,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r2/outputs/virso_predictions.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r2/outputs/virso_targets.npy,"(310, 3977, 4)","(310, 3977, 4)",/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r2/outputs/virso_single_pred.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r2/outputs/virso_single_gold.npy,tegrastats,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r2/logs/tegrastats_completion_full_tf32_r2.log,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r2/logs/virso_inference_completion_full_tf32_r2.log,off,,1,1,174.20769143104553,1781160518.606573,1781160344.3988817,30,64,sp2gno_final.pth,10,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r2/reports,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r2,1,1,1,48,tf32,1,1,4.710843317607927
completion_full_tf32_r3,full,tf32,3,0,573.3256340026855,562.8213205645161,580.6590437889099,8.424223266745006,4.751022171966495,0.0436955831539366,5603.0,56.75,1661828,3977,310,851,174.82999992370605,0.2056823528514189,VDD_IN/POM_5V_IN preferred; fallback sum/common rails,8.381,9.763,1472.8168733096136,35.693301997649826,80.0,,34.83666274970623,5540.575793184489,5603.0,7620.0,cuda,Orin,2.5.0a0+872d972e41.nv24.08,12.6,0,/home/jetson/VirSO/For_Jetson/For_Jetson/sp2gno_final.pth,1661828,,,,knn,30,0.001,45,0.0005,1,150,64,134570,102,4,5.620630979537964,790.3006076812744,562.8213205645161,573.3256340026855,580.6590437889099,174.94353795051575,0.5643339933887604,1.772000290103234,1.7767628258947064,0.04369558315393665,0.004811926255182874,0.00935520506013305,0.009145217082433162,0.0077580542859411045,4.741332463719746,4.751022171966495,2.668522998466158,0.0,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r3/outputs/virso_predictions.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r3/outputs/virso_targets.npy,"(310, 3977, 4)","(310, 3977, 4)",/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r3/outputs/virso_single_pred.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r3/outputs/virso_single_gold.npy,tegrastats,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r3/logs/tegrastats_completion_full_tf32_r3.log,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r3/logs/virso_inference_completion_full_tf32_r3.log,off,,1,1,174.94353795051575,1781160730.5387318,1781160555.5951939,30,64,sp2gno_final.pth,10,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r3/reports,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r3,1,1,1,48,tf32,1,1,4.741332463719746
completion_full_tf32_r4,full,tf32,4,0,568.543553352356,564.2830664111722,580.7619094848633,8.398730363423212,4.746707883324935,0.0436945247148434,5606.0,56.781,1661828,3977,310,853,175.2020001411438,0.20563615040040353,VDD_IN/POM_5V_IN preferred; fallback sum/common rails,8.381,9.681,1471.4794438307297,35.52168815943728,79.0,,34.25009769441188,5538.025791324736,5606.0,7620.0,cuda,Orin,2.5.0a0+872d972e41.nv24.08,12.6,0,/home/jetson/VirSO/For_Jetson/For_Jetson/sp2gno_final.pth,1661828,,,,knn,30,0.001,45,0.0005,1,150,64,134570,102,4,5.826907157897949,919.1346168518066,564.2830664111722,568.543553352356,580.7619094848633,175.38200640678406,0.5657484077638195,1.7675701535822361,1.7721602144823836,0.0436945247148434,0.0048121897999437585,0.009354619621749848,0.009144963813765394,0.007757832383316371,4.739261323433069,4.746707883324935,2.674284912110682,0.0,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r4/outputs/virso_predictions.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r4/outputs/virso_targets.npy,"(310, 3977, 4)","(310, 3977, 4)",/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r4/outputs/virso_single_pred.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r4/outputs/virso_single_gold.npy,tegrastats,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r4/logs/tegrastats_completion_full_tf32_r4.log,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r4/logs/virso_inference_completion_full_tf32_r4.log,off,,1,1,175.38200640678406,1781160942.3427901,1781160766.9607837,30,64,sp2gno_final.pth,10,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r4/reports,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r4,1,1,1,48,tf32,1,1,4.739261323433069
completion_full_tf32_r5,full,tf32,5,0,575.0097036361694,569.5578782789169,584.0055584907532,8.40017305458769,4.791107220786619,0.0436970018075719,5616.0,56.75,1661828,3977,310,861,176.81200003623962,0.2055953488793484,VDD_IN/POM_5V_IN preferred; fallback sum/common rails,8.381,9.681,1485.243238443852,35.743321718931476,79.0,,34.52419667053813,5551.277584204414,5616.0,7620.0,cuda,Orin,2.5.0a0+872d972e41.nv24.08,12.6,0,/home/jetson/VirSO/For_Jetson/For_Jetson/sp2gno_final.pth,1661828,,,,knn,30,0.001,45,0.0005,1,150,64,134570,102,4,5.834739685058594,860.4648113250732,569.5578782789169,575.0097036361694,584.0055584907532,177.03673386573792,0.5710862382765739,1.7510490237302925,1.7557478144658238,0.0436970018075719,0.00481233510579313,0.009356000689008544,0.00914516553523079,0.0077581949697266665,4.784384742146693,4.791107220786619,2.724984022607093,0.0,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r5/outputs/virso_predictions.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r5/outputs/virso_targets.npy,"(310, 3977, 4)","(310, 3977, 4)",/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r5/outputs/virso_single_pred.npy,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r5/outputs/virso_single_gold.npy,tegrastats,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r5/logs/tegrastats_completion_full_tf32_r5.log,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r5/logs/virso_inference_completion_full_tf32_r5.log,off,,1,1,177.03673386573792,1781161155.7053356,1781160978.6686018,30,64,sp2gno_final.pth,10,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r5/reports,/home/jetson/VirSO/For_Jetson/For_Jetson/inference_runs/completion_full_tf32_r5,1,1,1,48,tf32,1,1,4.784384742146693
