run_name,case_id,run_dir,status,dataset,precision,rep,runtime_path,timing_boundary,parameter_count,precision_info,num_test_samples,num_timed_inferences,cycles,timed_elapsed_s,throughput_inf_s,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,min_latency_ms,max_latency_ms,test_rel_l2,perturb_rel_l2_vs_fp32,cuda_peak_allocated_mb,cuda_peak_reserved_mb,energy_j_per_inference,tegrastats_samples,vdd_in_mean_w,vdd_in_min_w,vdd_in_max_w,vdd_in_last_avg_field_w,board_ram_mean_mb,board_ram_peak_mb,peak_temp_c,gr3d_mean_pct,gr3d_peak_pct,nvsmi_samples,gpu_power_mean_w,gpu_power_median_w,gpu_power_min_w,gpu_power_max_w,gpu_power_p95_w,gpu_mem_used_mean_mb,gpu_mem_used_peak_mb,gpu_temp_peak_c,gpu_util_mean_pct,gpu_util_peak_pct,resolution,num_nodes,num_test,input_norm_mean,input_norm_std,checkpoint,checkpoint_epoch,checkpoint_val_rel_l2,checkpoint_test_rel_l2,cache_path,width,n_layers,num_freq,k,batch_size,warmup,min_duration_s,torch_version,cuda_version,device_name,allow_tf32_matmul,allow_tf32_cudnn,pytorch_no_cuda_memory_caching,pytorch_cuda_alloc_conf
sp2gno_darcy_base_r141_fp32_strict_rep3,sp2gno_darcy_base_r141,<REPO>/results/gh200_fp32_20260715/sp2gno/sp2gno_darcy_base_r141_fp32_strict_rep3,success,darcy,fp32_strict,3,original_sp2gno_eager_cached_graph_no_dtype_patch,preloaded_batch_size_one_request_tensor_plus_cached_graph,234371,"{""precision_mode"": ""fp32_strict"", ""model_cast"": ""fp32"", ""input_cast"": ""fp32"", ""autocast_enabled"": false, ""autocast_dtype"": null, ""allow_tf32_matmul"": false, ""allow_tf32_cudnn"": false, ""float32_matmul_precision"": ""highest""}",200,14000,70,120.62800288805738,116.059286938473,8.574515683975603,8.466298575513065,8.903821930289268,10.0410961243324,8.27073585242033,16.9971389696002,0.009682444855570793,nan,253.44580078125,264.0,2.131195813535446,602,247.34506644518274,136.17,251.23,247.34506644518274,988.4019933554817,989.0,32.0,77.75083056478405,80.0,602,247.34506644518274,248.9,136.17,251.23,250.34,988.4019933554817,989.0,32.0,77.75083056478405,80.0,141,19881,200,7.499073028564453,4.499995708465576,<WORK>/edge/checkpoints/sp2gno_darcy_base_r141.pth,994,0.009314917027950287,0.009682447649538517,<JETSON_HPC>/VirSO/sp2gno/sp2gno_new_benchmarks_june_2026/cache/darcy_s141_k20_f64.pt,24,6,64,20,1,20,120.0,2.11.0+cu128,12.8,NVIDIA GH200 120GB,False,False,UNSET,expandable_segments:True
