tegrastats_samples,vdd_in_mean_w,vdd_in_min_w,vdd_in_max_w,vdd_in_last_avg_field_w,board_ram_mean_mb,board_ram_peak_mb,peak_temp_c,gr3d_mean_pct,gr3d_peak_pct
1141,17.097397020157757,14.386,17.271,17.097,2643.993865030675,2660.0,74.312,96.28133216476775,99.0
