tegrastats_samples,vdd_in_mean_w,vdd_in_min_w,vdd_in_max_w,vdd_in_last_avg_field_w,board_ram_mean_mb,board_ram_peak_mb,peak_temp_c,gr3d_mean_pct,gr3d_peak_pct
1144,18.168527972027974,14.972,18.576,18.169,2810.132867132867,2826.0,74.406,98.4458041958042,99.0
