run_name,case_id,run_dir,status,dataset,precision,rep,runtime_path,timing_boundary,timing_class,protocol,num_iters_requested,parameter_count,precision_info,num_test_samples,num_timed_inferences,cycles,timed_elapsed_s,throughput_inf_s,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,min_latency_ms,max_latency_ms,test_rel_l2,perturb_rel_l2_vs_fp32,cuda_peak_allocated_mb,cuda_peak_reserved_mb,energy_j_per_inference,tegrastats_samples,vdd_in_mean_w,vdd_in_min_w,vdd_in_max_w,vdd_in_last_avg_field_w,board_ram_mean_mb,board_ram_peak_mb,peak_temp_c,gr3d_mean_pct,gr3d_peak_pct,resolution,num_nodes,num_test,input_norm_mean,input_norm_std,checkpoint,checkpoint_epoch,checkpoint_val_rel_l2,checkpoint_test_rel_l2,cache_path,width,n_layers,num_freq,k,batch_size,warmup,min_duration_s,torch_version,cuda_version,device_name,allow_tf32_matmul,allow_tf32_cudnn,pytorch_no_cuda_memory_caching,pytorch_cuda_alloc_conf
sp2gno_darcy_small_r141_tf32_rep2,sp2gno_darcy_small_r141,inference_runs/sp2gno_unified_sustained/sp2gno_darcy_small_r141_tf32_rep2,success,darcy,tf32,2,original_sp2gno_eager_cached_graph_no_dtype_patch,preloaded_batch_size_one_request_tensor_plus_cached_graph,sustained,unified_prestaged,,70658,"{""precision_mode"": ""tf32"", ""model_cast"": ""fp32"", ""input_cast"": ""fp32"", ""autocast_enabled"": false, ""autocast_dtype"": null, ""allow_tf32_matmul"": true, ""allow_tf32_cudnn"": true, ""float32_matmul_precision"": ""high""}",8,1279,1,120.12326231086627,10.64739647754557,93.83446214708957,93.32385426387191,97.10130956955254,97.68900870345533,92.81718684360385,98.25313882902265,0.013693736866116524,nan,208.5654296875,240.0,1.7065794122251285,1144,18.170627622377623,15.053,18.455,18.171,2813.9248251748254,2835.0,74.437,98.5104895104895,99.0,141,19881,200,7.499073028564453,4.499995708465576,/home/jetson/jjyoo3/WNO_Sp2GNO_Benchmarks/checkpoints/sp2gno_darcy_small_r141.pth,994,0.012385332956910133,0.01264247763901949,cache/darcy_s141_k20_f64.pt,13,6,64,20,1,20,120.0,2.5.0a0+872d972e41.nv24.08,12.6,Orin,True,True,UNSET,UNSET
