tegrastats_samples,vdd_in_mean_w,vdd_in_min_w,vdd_in_max_w,vdd_in_last_avg_field_w,board_ram_mean_mb,board_ram_peak_mb,peak_temp_c,gr3d_mean_pct,gr3d_peak_pct
1142,16.507395796847636,13.635,17.149,16.507,2811.852014010508,2825.0,74.25,98.18739054290718,101.0
