tegrastats_samples,vdd_in_mean_w,vdd_in_min_w,vdd_in_max_w,vdd_in_last_avg_field_w,board_ram_mean_mb,board_ram_peak_mb,peak_temp_c,gr3d_mean_pct,gr3d_peak_pct
1143,9.606643044619423,9.189,9.953,9.607,3887.7200349956256,3902.0,61.968,17.124234470691164,25.0
