2026/07/15 01:55:44.747, 141.05, 789, 25, 13
2026/07/15 01:55:44.950, 140.50, 789, 25, 10
2026/07/15 01:55:45.150, 139.50, 793, 25, 0
2026/07/15 01:55:45.350, 139.17, 793, 25, 0
2026/07/15 01:55:45.551, 139.14, 793, 25, 12
2026/07/15 01:55:45.751, 139.20, 793, 25, 12
2026/07/15 01:55:45.951, 139.86, 793, 25, 12
2026/07/15 01:55:46.151, 140.99, 793, 25, 12
2026/07/15 01:55:46.351, 141.29, 793, 25, 12
2026/07/15 01:55:46.551, 141.35, 793, 25, 12
2026/07/15 01:55:46.751, 141.34, 793, 25, 12
2026/07/15 01:55:46.951, 141.31, 793, 25, 12
2026/07/15 01:55:47.151, 141.33, 793, 25, 13
2026/07/15 01:55:47.351, 141.39, 793, 25, 12
2026/07/15 01:55:47.551, 141.34, 793, 25, 12
2026/07/15 01:55:47.752, 141.26, 793, 25, 12
2026/07/15 01:55:47.952, 141.18, 793, 25, 12
2026/07/15 01:55:48.152, 141.12, 793, 25, 13
2026/07/15 01:55:48.352, 141.09, 793, 25, 12
2026/07/15 01:55:48.552, 141.05, 793, 25, 12
2026/07/15 01:55:48.752, 141.10, 793, 25, 12
2026/07/15 01:55:48.952, 141.14, 793, 25, 13
2026/07/15 01:55:49.152, 141.14, 793, 25, 12
2026/07/15 01:55:49.352, 141.15, 793, 25, 13
2026/07/15 01:55:49.552, 141.17, 793, 25, 12
2026/07/15 01:55:49.752, 141.17, 793, 25, 13
2026/07/15 01:55:49.952, 141.25, 793, 25, 12
2026/07/15 01:55:50.153, 141.39, 793, 25, 12
2026/07/15 01:55:50.353, 141.32, 793, 25, 13
2026/07/15 01:55:50.553, 141.32, 793, 25, 11
2026/07/15 01:55:50.753, 141.14, 793, 25, 10
2026/07/15 01:55:50.953, 140.88, 793, 25, 13
2026/07/15 01:55:51.153, 140.70, 793, 25, 12
2026/07/15 01:55:51.353, 140.74, 793, 25, 11
2026/07/15 01:55:51.553, 140.79, 793, 25, 13
2026/07/15 01:55:51.753, 140.89, 793, 25, 13
2026/07/15 01:55:51.953, 141.04, 793, 25, 12
2026/07/15 01:55:52.153, 141.08, 793, 25, 13
2026/07/15 01:55:52.353, 141.05, 793, 25, 13
2026/07/15 01:55:52.554, 141.05, 793, 25, 13
2026/07/15 01:55:52.754, 141.15, 793, 25, 13
2026/07/15 01:55:52.954, 141.23, 793, 25, 13
2026/07/15 01:55:53.154, 141.32, 793, 25, 13
2026/07/15 01:55:53.354, 141.39, 793, 25, 13
2026/07/15 01:55:53.554, 141.39, 793, 25, 12
2026/07/15 01:55:53.754, 141.38, 793, 25, 13
2026/07/15 01:55:53.954, 141.29, 793, 25, 13
2026/07/15 01:55:54.154, 141.26, 793, 25, 12
2026/07/15 01:55:54.354, 141.28, 793, 25, 13
2026/07/15 01:55:54.554, 141.29, 793, 25, 13
2026/07/15 01:55:54.754, 141.24, 793, 25, 13
2026/07/15 01:55:54.955, 141.29, 793, 25, 13
2026/07/15 01:55:55.155, 141.32, 793, 25, 12
2026/07/15 01:55:55.355, 141.24, 793, 25, 13
2026/07/15 01:55:55.555, 141.16, 793, 25, 13
2026/07/15 01:55:55.755, 141.14, 793, 25, 12
2026/07/15 01:55:55.955, 141.12, 793, 25, 12
2026/07/15 01:55:56.155, 141.09, 793, 25, 13
2026/07/15 01:55:56.355, 141.17, 793, 25, 12
2026/07/15 01:55:56.555, 141.25, 793, 25, 13
2026/07/15 01:55:56.755, 141.30, 793, 25, 13
2026/07/15 01:55:56.955, 141.31, 793, 25, 13
2026/07/15 01:55:57.155, 141.27, 793, 25, 13
2026/07/15 01:55:57.356, 141.23, 793, 25, 13
2026/07/15 01:55:57.556, 141.23, 793, 25, 12
2026/07/15 01:55:57.756, 141.18, 793, 25, 12
2026/07/15 01:55:57.956, 141.15, 793, 25, 12
2026/07/15 01:55:58.156, 141.10, 793, 25, 13
2026/07/15 01:55:58.356, 140.88, 793, 25, 10
2026/07/15 01:55:58.556, 140.70, 793, 25, 12
2026/07/15 01:55:58.756, 140.60, 793, 25, 12
2026/07/15 01:55:58.956, 140.57, 793, 25, 12
2026/07/15 01:55:59.156, 140.46, 793, 25, 10
2026/07/15 01:55:59.356, 140.77, 793, 25, 13
2026/07/15 01:55:59.556, 140.99, 793, 25, 12
2026/07/15 01:55:59.757, 141.12, 793, 25, 13
2026/07/15 01:55:59.957, 141.16, 793, 25, 12
2026/07/15 01:56:00.157, 141.33, 793, 25, 12
2026/07/15 01:56:00.357, 141.27, 793, 25, 13
2026/07/15 01:56:00.557, 141.20, 793, 25, 13
2026/07/15 01:56:00.757, 141.22, 793, 25, 12
