"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"2246702","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.00","1.00","1.00"
"2246702","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","333,939.00","334,233.00","334,086.00"
"2246702","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","Memory Throughput","%","52.94","53.09","53.01"
"2246702","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","Duration","us","332.64","332.99","332.82"
"2246702","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","53.61","53.75","53.68"
"2246702","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","L2 Cache Throughput","%","39.26","39.31","39.29"
"2246702","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","SM Active Cycles","cycle","326,613.00","327,242.50","326,927.75"
"2246702","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","42.16","42.31","42.23"
"2246702","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Block Size","","64.00","64.00","64.00"
"2246702","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Grid Size","","1,234.00","1,234.00","1,234.00"
"2246702","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Registers Per Thread","register/thread","126.00","126.00","126.00"
"2246702","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Shared Memory Configuration Size","Kbyte","102.40","102.40","102.40"
"2246702","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Driver Shared Memory Per Block","Kbyte/block","1.02","1.02","1.02"
"2246702","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Dynamic Shared Memory Per Block","byte/block","0.00","0.00","0.00"
