"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"2079026","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(3, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed.avg.per_cycle_active","inst/cycle","2.65","2.65","2.65"
"2079026","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(3, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_executed.avg.per_cycle_elapsed","inst/cycle","2.63","2.63","2.63"
"2079026","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(3, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_issued.avg.pct_of_peak_sustained_active","%","66.20","66.20","66.20"
"2079026","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(3, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_issued.avg.per_cycle_active","inst/cycle","2.65","2.65","2.65"
"2079026","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(3, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__inst_issued.max.pct_of_peak_sustained_active","%","66.41","66.41","66.41"
"2079026","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(3, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__instruction_throughput.avg.pct_of_peak_sustained_active","%","67.41","67.41","67.41"
"2079026","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(3, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_active","%","67.41","67.41","67.41"
"2079026","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(3, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active","%","16.99","16.99","16.99"
"2079026","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(3, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00"
"2079026","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)","(3, 622, 1)","0","8.7","1","Compute Workload Analysis","2079026","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
"(3, 622, 1)","0","8.7","1","Compute Workload Analysis","sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_active","%","0.00","0.00","0.00","2079026","python3.10","127.0.0.1","ampere_sgemm_128x32_tn","(256, 1, 1)"
