Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.1,2127424,160,13296.4,13408.0,12352,14464,512.1,ampere_fp16_s16816gemm_fp16_128x64_ldg8_relu_f2f_stages_32x6_tn
0.1,1257504,160,7859.4,7840.0,7680,9184,169.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.1,1170176,80,14627.2,14656.0,13248,15616,471.1,"void at::native::<unnamed>::upsample_bilinear2d_out_frame<float, float>(int, T2, T2, bool, at::GenericPackedTensorAccessor<const T1, (unsigned long)4, at::DefaultPtrTraits, long>, at::GenericPackedTensorAccessor<T1, (unsigned long)4, at::DefaultPtrTraits, long>)"
0.1,1104640,80,13808.0,13728.0,13472,14528,231.7,"void at::native::<unnamed>::CatArrayBatchedCopy_contig<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.1,1018912,80,12736.4,12736.0,11968,15456,642.4,fused_unsqueeze__auto_464496079936812015
0.0,788288,80,9853.6,9728.0,9536,10336,264.3,fused__autocast_to_f_1652784095547090246
0.0,753216,80,9415.2,9376.0,8992,10400,212.4,fused__autocast_to_f_7551602222649711185
0.0,744512,320,2326.6,2208.0,2112,7776,413.2,"void <unnamed>::elementwise_kernel_with_index<int, at::native::linspace_cuda_out(const c10::Scalar &, const c10::Scalar &, long, at::Tensor &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
0.0,550688,240,2294.5,2272.0,2176,3328,130.3,fused__autocast_to__15592442233918055823
0.0,156192,80,1952.4,1920.0,1856,3648,267.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)"
