Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
92.1,2109255904,81,26040196.3,20700544.0,19797600,397335488,41818631.0,cudaDeviceSynchronize
5.7,130445856,3014,43280.0,21472.0,14272,13429120,401559.7,cudaLaunchKernel
0.8,17289184,4,4322296.0,5199904.0,1170976,5718400,2115818.0,cuLibraryLoadData
0.3,7739456,10,773945.6,441104.0,6912,1676224,607995.0,cudaMalloc
0.3,7453536,297,25096.1,20832.0,18144,94016,11397.2,cuLaunchKernel
0.2,4759296,300,15864.3,14352.0,12288,35616,4147.8,cudaMemsetAsync
0.2,4231808,26,162761.8,36000.0,14752,2583232,499184.0,cudaMemcpyAsync
0.1,3279328,1,3279328.0,3279328.0,3279328,3279328,0.0,cudaFree
0.1,2829408,26,108823.4,37024.0,3616,408992,148985.9,cudaStreamSynchronize
0.1,1432224,3,477408.0,495104.0,352320,584800,117245.9,cuModuleLoadData
0.0,252992,826,306.3,224.0,128,10144,384.2,cuGetProcAddress_v2
0.0,58720,18,3262.2,1088.0,704,33120,7535.4,cudaEventCreateWithFlags
0.0,42976,7,6139.4,5088.0,3072,11168,2939.7,cudaStreamIsCapturing_v10000
0.0,12704,3,4234.7,4352.0,3744,4608,443.8,cuInit
0.0,7104,4,1776.0,1872.0,1376,1984,272.2,cuLibraryGetKernel
0.0,2304,2,1152.0,1152.0,608,1696,769.3,cudaGetDriverEntryPoint_v11030
0.0,2272,3,757.3,448.0,256,1568,708.6,cuModuleGetLoadingMode
