Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
79.3,1820526656,81,22475637.7,19522848.0,18669504,206904640,20914757.6,cudaDeviceSynchronize
16.0,367782400,8825,41675.1,19392.0,11584,17718048,329144.3,cudaLaunchKernel
1.7,38219136,1193,32036.2,19936.0,13600,646880,72440.8,cuLaunchKernel
1.1,25637088,10,2563708.8,2618976.0,86240,4531168,1477550.5,cuLibraryLoadData
0.7,15826848,12,1318904.0,710240.0,8128,7173920,1928578.3,cudaMalloc
0.5,11695712,500,23391.4,832.0,544,1632896,130991.8,cudaMemsetAsync
0.2,4728736,22,214942.5,31840.0,15040,3848416,812271.4,cudaMemcpyAsync
0.1,3285952,7,469421.7,473504.0,330368,566912,70521.1,cuModuleLoadData
0.1,3203232,1,3203232.0,3203232.0,3203232,3203232,0.0,cudaFree
0.1,2697184,22,122599.3,49488.0,3616,398048,145183.8,cudaStreamSynchronize
0.1,2621920,500,5243.8,1696.0,1120,1606528,71852.0,cuKernelGetFunction
0.0,258944,826,313.5,224.0,128,8192,331.5,cuGetProcAddress_v2
0.0,56960,9,6328.9,5152.0,3552,10496,2299.4,cudaStreamIsCapturing_v10000
0.0,54336,18,3018.7,784.0,672,31296,7157.6,cudaEventCreateWithFlags
0.0,24000,12,2000.0,1936.0,960,3264,680.5,cuLibraryGetKernel
0.0,13472,3,4490.7,4704.0,3808,4960,604.9,cuInit
0.0,3104,3,1034.7,608.0,224,2272,1088.6,cuModuleGetLoadingMode
0.0,1984,2,992.0,992.0,512,1472,678.8,cudaGetDriverEntryPoint_v11030
