Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
67.4,127639840,2412,52918.7,21248.0,8320,14712512,525384.2,cudaLaunchKernel
11.5,21791296,81,269028.3,211872.0,137856,2326656,287024.1,cudaDeviceSynchronize
8.8,16666016,4,4166504.0,5126016.0,986784,5427200,2125782.7,cuLibraryLoadData
3.8,7169024,500,14338.0,14016.0,11840,31168,1918.6,cudaMemsetAsync
3.3,6198912,297,20871.8,20384.0,15584,57792,3855.5,cuLaunchKernel
1.6,3108768,1,3108768.0,3108768.0,3108768,3108768,0.0,cudaFree
1.6,3057824,6,509637.3,470928.0,6720,1122464,371563.5,cudaMalloc
0.8,1550528,3,516842.7,500960.0,482432,567136,44529.6,cuModuleLoadData
0.6,1067648,22,48529.5,4848.0,3712,339776,99771.2,cudaStreamSynchronize
0.4,745792,22,33899.6,24032.0,15584,88288,21675.9,cudaMemcpyAsync
0.1,239008,826,289.4,224.0,128,8160,323.0,cuGetProcAddress_v2
0.0,60256,18,3347.6,1376.0,672,32896,7497.0,cudaEventCreateWithFlags
0.0,23264,3,7754.7,7808.0,6624,8832,1105.0,cudaStreamIsCapturing_v10000
0.0,13120,3,4373.3,4352.0,4000,4768,384.4,cuInit
0.0,7840,4,1960.0,2048.0,1536,2208,310.7,cuLibraryGetKernel
0.0,3520,3,1173.3,480.0,448,2592,1228.7,cuModuleGetLoadingMode
0.0,2272,2,1136.0,1136.0,672,1600,656.2,cudaGetDriverEntryPoint_v11030
