"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.01","1.01","1.01"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","332,817.00","333,543.00","333,180.00"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","Memory Throughput","%","53.12","53.15","53.14"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","Duration","us","330.02","330.53","330.27"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","53.52","53.66","53.59"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","L2 Cache Throughput","%","39.32","39.43","39.38"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","SM Active Cycles","cycle","327,058.50","327,882.62","327,470.56"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","42.32","42.34","42.33"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Block Size","","64.00","64.00","64.00"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Grid Size","","1,234.00","1,234.00","1,234.00"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Registers Per Thread","register/thread","126.00","126.00","126.00"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Shared Memory Configuration Size","Kbyte","102.40","102.40","102.40"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Driver Shared Memory Per Block","Kbyte/block","1.02","1.02","1.02"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Dynamic Shared Memory Per Block","byte/block","0.00","0.00","0.00"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Static Shared Memory Per Block","Kbyte/block","8.70","8.70","8.70"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","# SMs","SM","8.00","8.00","8.00"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Threads","thread","78,976.00","78,976.00","78,976.00"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Uses Green Context","","0.00","0.00","0.00"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Launch Statistics","Waves Per SM","","19.28","19.28","19.28"
"2383451","python3.10","127.0.0.1","ampere_sgemm_64x64_tn","(64, 1, 1)","(1, 1234, 1)","0","8.7","2","Memory Workload Analysis","Mem Busy","%","53.12","53.15","53.14"
