tegrastats_samples,vdd_in_mean_w,vdd_in_min_w,vdd_in_max_w,vdd_in_last_avg_field_w,board_ram_mean_mb,board_ram_peak_mb,peak_temp_c,gr3d_mean_pct,gr3d_peak_pct
1530,9.31913137254902,6.264,19.586,9.319,4975.349673202614,5584.0,67.281,37.737908496732025,99.0
